process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
ddim,2,2,150,0.0274,300,1500,0.9773,analytic,analytic,0.9584,0.9807,0.9717,0.4667,0.1661,0.2450,0.6128
ddim,2,2,150,0.0274,300,1500,0.9773,knn,knn,0.9464,0.9636,0.9639,0.3298,0.3376,0.3336,0.6486
ddim,2,2,150,0.0274,300,1500,0.9773,altered_knn,altered_knn,0.9160,0.9292,0.9492,0.1799,0.4471,0.2565,0.5929
ddim,2,2,150,0.0274,300,1500,0.9773,kernel,kernel,0.9530,0.9720,0.9669,0.4390,0.2755,0.3386,0.6553
ddim,2,2,150,0.0274,300,1500,0.9773,linear,linear,0.7097,0.7079,0.8263,0.0696,0.7755,0.1277,0.4178
ddim,2,2,150,0.0274,300,1500,0.9773,quadratic,quadratic,0.9574,0.9784,0.9719,0.4000,0.2153,0.2800,0.6292
ddim,2,2,150,0.0274,300,1500,0.9773,polar2,polar,0.9571,0.9774,0.9712,0.4248,0.2372,0.3044,0.6409
ddim,2,2,150,0.0274,300,1500,0.9773,polar3,polar,0.9571,0.9773,0.9711,0.4300,0.2409,0.3088,0.6430
ddim,2,2,150,0.0274,300,1500,0.9773,polar8,polar,0.9560,0.9775,0.9707,0.3772,0.1934,0.2557,0.6166
ddim,2,2,150,0.0274,300,1500,0.9773,mlp,mlp,0.9566,0.9778,0.9708,0.4051,0.2026,0.2701,0.6239
ddim,2,4,150,0.0297,300,3000,0.8913,analytic,analytic,0.9314,0.9535,0.9443,0.5385,0.2121,0.3043,0.6289
ddim,2,4,150,0.0297,300,3000,0.8913,knn,knn,0.9020,0.9203,0.9239,0.2317,0.3030,0.2626,0.5914
ddim,2,4,150,0.0297,300,3000,0.8913,altered_knn,altered_knn,0.8783,0.8991,0.9178,0.0839,0.1987,0.1179,0.5085
ddim,2,4,150,0.0297,300,3000,0.8913,kernel,kernel,0.9094,0.9280,0.9308,0.2455,0.3013,0.2706,0.5993
ddim,2,4,150,0.0297,300,3000,0.8913,linear,linear,0.1978,0.1847,0.2588,0.0229,0.6246,0.0442,0.1145
