process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,250,1500,0.9853,analytic,analytic,0.9828,0.9925,0.9896,0.5318,0.3183,0.3983,0.6954
flow,2,2,150,0.0144,250,1500,0.9853,knn,knn,0.9609,0.9682,0.9729,0.2797,0.4637,0.3490,0.6586
flow,2,2,150,0.0144,250,1500,0.9853,altered_knn,altered_knn,0.9365,0.9471,0.9581,0.0831,0.2145,0.1198,0.5334
flow,2,2,150,0.0144,250,1500,0.9853,kernel,kernel,0.9665,0.9749,0.9742,0.4373,0.3979,0.4167,0.6958
flow,2,2,150,0.0144,250,1500,0.9853,linear,linear,0.6922,0.6940,0.8161,0.0266,0.5709,0.0509,0.3725
flow,2,2,150,0.0144,250,1500,0.9853,quadratic,quadratic,0.9803,0.9892,0.9877,0.4735,0.3702,0.4155,0.7024
flow,2,2,150,0.0144,250,1500,0.9853,polar2,polar,0.9828,0.9910,0.9896,0.5259,0.4221,0.4683,0.7297
flow,2,2,150,0.0144,250,1500,0.9853,polar3,polar,0.9825,0.9911,0.9896,0.5022,0.3979,0.4440,0.7176
flow,2,2,150,0.0144,250,1500,0.9853,polar8,polar,0.9825,0.9915,0.9895,0.5143,0.3737,0.4329,0.7122
flow,2,2,150,0.0144,250,1500,0.9853,mlp,mlp,0.9833,0.9920,0.9898,0.5628,0.3875,0.4590,0.7255
flow,2,4,150,0.0151,250,3000,0.8953,analytic,analytic,0.9728,0.9832,0.9807,0.4378,0.2914,0.3499,0.6666
flow,2,4,150,0.0151,250,3000,0.8953,knn,knn,0.9283,0.9372,0.9464,0.1551,0.3543,0.2157,0.5764
flow,2,4,150,0.0151,250,3000,0.8953,altered_knn,altered_knn,0.9179,0.9309,0.9308,0.0722,0.0695,0.0708,0.5009
flow,2,4,150,0.0151,250,3000,0.8953,kernel,kernel,0.9339,0.9431,0.9523,0.1491,0.3377,0.2069,0.5750
flow,2,4,150,0.0151,250,3000,0.8953,linear,linear,0.1830,0.1745,0.2575,0.0136,0.7417,0.0267,0.1006
flow,2,4,150,0.0151,250,3000,0.8953,quadratic,quadratic,0.9489,0.9582,0.9613,0.2441,0.3444,0.2857,0.6220
flow,2,4,150,0.0151,250,3000,0.8953,polar2,polar,0.9402,0.9494,0.9594,0.1450,0.3444,0.2041,0.5768
flow,2,4,150,0.0151,250,3000,0.8953,polar3,polar,0.9566,0.9655,0.9710,0.2186,0.3808,0.2778,0.6216
flow,2,4,150,0.0151,250,3000,0.8953,polar8,polar,0.9633,0.9720,0.9756,0.2668,0.3940,0.3182,0.6451
flow,2,4,150,0.0151,250,3000,0.8953,mlp,mlp,0.9685,0.9785,0.9778,0.3504,0.3179,0.3333,0.6559
flow,2,8,150,0.0299,250,6000,0.8593,analytic,analytic,0.8952,0.9169,0.9081,0.5158,0.1906,0.2784,0.5977
flow,2,8,150,0.0299,250,6000,0.8593,knn,knn,0.8605,0.8764,0.8876,0.1876,0.3445,0.2429,0.5597
flow,2,8,150,0.0299,250,6000,0.8593,altered_knn,altered_knn,0.8637,0.8890,0.8766,0.3662,0.0435,0.0777,0.4834
flow,2,8,150,0.0299,250,6000,0.8593,kernel,kernel,0.0299,0.0000,0.0000,0.0299,1.0000,0.0581,0.0290
flow,2,8,150,0.0299,250,6000,0.8593,linear,linear,0.0930,0.0714,0.1154,0.0257,0.7926,0.0499,0.0607
flow,2,8,150,0.0299,250,6000,0.8593,quadratic,quadratic,0.8510,0.8652,0.8869,0.1534,0.3880,0.2199,0.5426
flow,2,8,150,0.0299,250,6000,0.8593,polar2,polar,0.8387,0.8531,0.8721,0.1487,0.3712,0.2123,0.5327
flow,2,8,150,0.0299,250,6000,0.8593,polar3,polar,0.8708,0.8874,0.8951,0.2060,0.3328,0.2545,0.5709
flow,2,8,150,0.0299,250,6000,0.8593,polar8,polar,0.8910,0.9087,0.9085,0.3131,0.3194,0.3162,0.6124
flow,2,8,150,0.0299,250,6000,0.8593,mlp,mlp,0.8947,0.9146,0.9077,0.4625,0.2475,0.3224,0.6185
flow,2,16,150,0.0193,250,12000,0.8814,analytic,analytic,0.8769,0.8897,0.8853,0.4783,0.2280,0.3088,0.5992
flow,2,16,150,0.0193,250,12000,0.8814,knn,knn,0.8299,0.8384,0.8539,0.1457,0.4016,0.2138,0.5261
flow,2,16,150,0.0193,250,12000,0.8814,altered_knn,altered_knn,0.7287,0.7321,0.8204,0.0471,0.5570,0.0869,0.4095
flow,2,16,150,0.0193,250,12000,0.8814,kernel,kernel,0.0193,0.0000,0.0000,0.0193,1.0000,0.0379,0.0189
flow,2,16,150,0.0193,250,12000,0.8814,linear,linear,0.0259,0.0109,0.0213,0.0154,0.7876,0.0303,0.0206
flow,2,16,150,0.0193,250,12000,0.8814,quadratic,quadratic,0.7785,0.7836,0.8414,0.0650,0.5207,0.1156,0.4496
flow,2,16,150,0.0193,250,12000,0.8814,polar2,polar,0.8501,0.8596,0.8643,0.2457,0.3705,0.2955,0.5775
flow,2,16,150,0.0193,250,12000,0.8814,polar3,polar,0.8673,0.8775,0.8793,0.2854,0.3497,0.3143,0.5959
flow,2,16,150,0.0193,250,12000,0.8814,polar8,polar,0.8749,0.8856,0.8851,0.3507,0.3316,0.3409,0.6133
flow,2,16,150,0.0193,250,12000,0.8814,mlp,mlp,0.8673,0.8793,0.8770,0.3960,0.2565,0.3113,0.5953
flow,4,2,150,0.0192,250,1500,0.9847,analytic,analytic,0.9548,0.9669,0.9614,0.8113,0.3368,0.4760,0.7215
flow,4,2,150,0.0192,250,1500,0.9847,knn,knn,0.8562,0.8703,0.8634,0.7571,0.1384,0.2340,0.5521
flow,4,2,150,0.0192,250,1500,0.9847,altered_knn,altered_knn,0.7936,0.7999,0.8807,0.0459,0.4726,0.0837,0.4418
flow,4,2,150,0.0192,250,1500,0.9847,kernel,kernel,0.8693,0.8841,0.8764,0.9556,0.1123,0.2009,0.5425
flow,4,2,150,0.0192,250,1500,0.9847,linear,linear,0.6756,0.6803,0.8056,0.0258,0.4334,0.0487,0.3645
flow,4,2,150,0.0192,250,1500,0.9847,quadratic,quadratic,0.9512,0.9639,0.9579,0.8406,0.3029,0.4453,0.7046
flow,4,2,150,0.0192,250,1500,0.9847,polar2,polar,0.9541,0.9660,0.9608,0.7616,0.3420,0.4721,0.7190
flow,4,2,150,0.0192,250,1500,0.9847,polar3,polar,0.9541,0.9658,0.9610,0.7219,0.3525,0.4737,0.7198
flow,4,2,150,0.0192,250,1500,0.9847,polar8,polar,0.9546,0.9672,0.9628,0.5862,0.3107,0.4061,0.6867
flow,4,2,150,0.0192,250,1500,0.9847,mlp,mlp,0.9551,0.9667,0.9622,0.6915,0.3629,0.4760,0.7214
flow,4,4,150,0.0138,250,3000,0.9463,analytic,analytic,0.9208,0.9282,0.9263,0.5967,0.3913,0.4726,0.7004
flow,4,4,150,0.0138,250,3000,0.9463,knn,knn,0.7465,0.7538,0.7573,0.2092,0.2319,0.2199,0.4868
flow,4,4,150,0.0138,250,3000,0.9463,altered_knn,altered_knn,0.8072,0.8163,0.8455,0.0282,0.1630,0.0481,0.4322
flow,4,4,150,0.0138,250,3000,0.9463,kernel,kernel,0.7854,0.7928,0.7934,0.5426,0.2536,0.3457,0.5693
flow,4,4,150,0.0138,250,3000,0.9463,linear,linear,0.2295,0.2239,0.3133,0.0113,0.6304,0.0222,0.1231
flow,4,4,150,0.0138,250,3000,0.9463,quadratic,quadratic,0.9003,0.9079,0.9064,0.5266,0.3587,0.4267,0.6673
flow,4,4,150,0.0138,250,3000,0.9463,polar2,polar,0.9087,0.9152,0.9172,0.3253,0.4420,0.3748,0.6450
flow,4,4,150,0.0138,250,3000,0.9463,polar3,polar,0.9151,0.9215,0.9224,0.3780,0.4601,0.4150,0.6682
flow,4,4,150,0.0138,250,3000,0.9463,polar8,polar,0.9180,0.9247,0.9262,0.3555,0.4457,0.3955,0.6601
