process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0084,100,analytic,analytic,0,0,nan,0.9953,0.9967,0.9976,0.6873,0.8325,0.7530,0.8749
flow,2,2,150,0.0084,100,analytic_T_train,analytic,0,0,nan,0.9954,0.9968,0.9976,0.6915,0.8278,0.7536,0.8752
flow,2,2,150,0.0084,100,knn,knn,6667,20002,0.9997,0.9924,0.9931,0.9961,0.5336,0.9112,0.6731,0.8331
flow,2,2,150,0.0084,100,kernel,kernel,6667,20002,0.9997,0.9890,0.9896,0.9942,0.4394,0.9243,0.5956,0.7926
flow,2,2,150,0.0084,100,altered_knn,altered_knn,6667,13330,0.9997,0.9816,0.9879,0.9904,0.1549,0.2473,0.1905,0.5892
flow,2,2,150,0.0084,100,linear,linear,6667,20002,0.9997,0.6522,0.6533,0.7883,0.0126,0.5207,0.0247,0.3390
flow,2,2,150,0.0084,100,linear_cal,linear,6667,20002,0.9997,0.9820,0.9884,0.9907,0.1527,0.2373,0.1858,0.5871
flow,2,2,150,0.0084,100,quadratic,quadratic,6667,20002,0.9997,0.9879,0.9912,0.9937,0.3756,0.5964,0.4609,0.7261
flow,2,2,150,0.0084,100,quadratic_cal,quadratic,6667,20002,0.9997,0.9906,0.9944,0.9951,0.4721,0.5497,0.5079,0.7512
flow,2,2,150,0.0084,100,polar2,polar,6667,20002,0.9997,0.9943,0.9953,0.9971,0.6188,0.8751,0.7250,0.8602
flow,2,2,150,0.0084,100,polar2_cal,polar,6667,20002,0.9997,0.9956,0.9973,0.9976,0.7434,0.8041,0.7726,0.8849
flow,2,2,150,0.0084,100,polar3,polar,6667,20002,0.9997,0.9950,0.9958,0.9975,0.6485,0.8994,0.7536,0.8747
flow,2,2,150,0.0084,100,polar3_cal,polar,6667,20002,0.9997,0.9956,0.9970,0.9977,0.7080,0.8349,0.7662,0.8816
flow,2,2,150,0.0084,100,polar8,polar,6667,20002,0.9997,0.9952,0.9964,0.9976,0.6696,0.8527,0.7501,0.8733
flow,2,2,150,0.0084,100,polar8_cal,polar,6667,20002,0.9997,0.9952,0.9965,0.9976,0.6752,0.8426,0.7497,0.8731
flow,2,2,150,0.0084,100,mlp,mlp,6667,20002,0.9997,0.9954,0.9968,0.9976,0.6952,0.8302,0.7567,0.8768
flow,2,2,150,0.0084,100,mlp_cal,mlp,6667,20002,0.9997,0.9954,0.9967,0.9976,0.6910,0.8349,0.7562,0.8765
flow,2,2,150,0.0084,100,knn,knn,16667,50002,0.9996,0.9948,0.9955,0.9974,0.6361,0.9166,0.7510,0.8733
flow,2,2,150,0.0084,100,kernel,kernel,16667,50002,0.9996,0.9916,0.9919,0.9958,0.5033,0.9598,0.6603,0.8261
flow,2,2,150,0.0084,100,altered_knn,altered_knn,16667,33330,0.9996,0.9859,0.9921,0.9928,0.2157,0.2521,0.2325,0.6123
flow,2,2,150,0.0084,100,linear,linear,16667,50002,0.9996,0.6525,0.6536,0.7886,0.0127,0.5213,0.0247,0.3392
flow,2,2,150,0.0084,100,linear_cal,linear,16667,50002,0.9996,0.9816,0.9880,0.9904,0.1437,0.2237,0.1750,0.5815
flow,2,2,150,0.0084,100,quadratic,quadratic,16667,50002,0.9996,0.9878,0.9911,0.9936,0.3767,0.5964,0.4617,0.7264
flow,2,2,150,0.0084,100,quadratic_cal,quadratic,16667,50002,0.9996,0.9904,0.9942,0.9949,0.4690,0.5497,0.5061,0.7502
flow,2,2,150,0.0084,100,polar2,polar,16667,50002,0.9996,0.9944,0.9954,0.9971,0.6212,0.8751,0.7266,0.8610
flow,2,2,150,0.0084,100,polar2_cal,polar,16667,50002,0.9996,0.9956,0.9973,0.9976,0.7414,0.8024,0.7707,0.8840
flow,2,2,150,0.0084,100,polar3,polar,16667,50002,0.9996,0.9951,0.9960,0.9975,0.6532,0.8893,0.7532,0.8746
flow,2,2,150,0.0084,100,polar3_cal,polar,16667,50002,0.9996,0.9956,0.9971,0.9977,0.7135,0.8237,0.7646,0.8809
flow,2,2,150,0.0084,100,polar8,polar,16667,50002,0.9996,0.9952,0.9965,0.9976,0.6732,0.8485,0.7508,0.8736
flow,2,2,150,0.0084,100,polar8_cal,polar,16667,50002,0.9996,0.9953,0.9966,0.9976,0.6781,0.8414,0.7510,0.8738
flow,2,2,150,0.0084,100,mlp,mlp,16667,50002,0.9996,0.9954,0.9968,0.9977,0.6964,0.8320,0.7582,0.8775
flow,2,2,150,0.0084,100,mlp_cal,mlp,16667,50002,0.9996,0.9954,0.9968,0.9976,0.6937,0.8349,0.7578,0.8773
flow,2,2,150,0.0084,100,knn,knn,33333,99998,0.9997,0.9954,0.9963,0.9977,0.6717,0.8923,0.7665,0.8814
flow,2,2,150,0.0084,100,kernel,kernel,33333,99998,0.9997,0.9927,0.9929,0.9963,0.5384,0.9657,0.6914,0.8422
flow,2,2,150,0.0084,100,altered_knn,altered_knn,33333,66660,0.9997,0.9896,0.9962,0.9948,0.3233,0.2095,0.2542,0.6252
