sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
ddim,2,2,3,0.0097,0.0005,knn,knn,2000,6000,0.9795,0.0037,0.9816,0.0038,0.9890,0.0019,0.3081,0.0324,0.7663,0.0301,0.4382,0.0322,0.7099,0.0178
ddim,2,2,3,0.0097,0.0005,altered_knn,altered_knn,2000,4000,0.9602,0.0093,0.9666,0.0102,0.9790,0.0043,0.0888,0.0148,0.3060,0.0869,0.1334,0.0158,0.5500,0.0098
ddim,2,2,3,0.0097,0.0005,quadratic,quadratic,2000,6000,0.9814,0.0050,0.9851,0.0051,0.9890,0.0026,0.3561,0.0722,0.6040,0.0214,0.4420,0.0564,0.7135,0.0308
ddim,2,2,3,0.0097,0.0005,polar3,polar,2000,6000,0.9894,0.0043,0.9907,0.0044,0.9945,0.0022,0.5096,0.1066,0.8571,0.0258,0.6317,0.0839,0.8112,0.0441
ddim,2,2,3,0.0097,0.0005,knn,knn,5000,15000,0.9857,0.0034,0.9873,0.0035,0.9926,0.0017,0.4029,0.0486,0.8197,0.0254,0.5379,0.0430,0.7626,0.0232
ddim,2,2,3,0.0097,0.0005,altered_knn,altered_knn,5000,10000,0.9701,0.0063,0.9766,0.0068,0.9846,0.0031,0.1214,0.0351,0.2982,0.0254,0.1678,0.0288,0.5722,0.0178
ddim,2,2,3,0.0097,0.0005,quadratic,quadratic,5000,15000,0.9806,0.0036,0.9843,0.0036,0.9881,0.0017,0.3540,0.0655,0.5971,0.0231,0.4393,0.0499,0.7118,0.0267
ddim,2,2,3,0.0097,0.0005,polar3,polar,5000,15000,0.9896,0.0041,0.9910,0.0042,0.9946,0.0021,0.5175,0.1047,0.8464,0.0234,0.6355,0.0831,0.8133,0.0436
ddim,2,2,3,0.0097,0.0005,knn,knn,10000,30000,0.9883,0.0038,0.9898,0.0039,0.9939,0.0019,0.4684,0.0754,0.8331,0.0350,0.5948,0.0617,0.7923,0.0328
ddim,2,2,3,0.0097,0.0005,altered_knn,altered_knn,10000,20000,0.9793,0.0033,0.9862,0.0038,0.9894,0.0016,0.1608,0.0007,0.2642,0.0708,0.1964,0.0217,0.5913,0.0090
ddim,2,2,3,0.0097,0.0005,quadratic,quadratic,10000,30000,0.9805,0.0033,0.9842,0.0034,0.9880,0.0013,0.3545,0.0663,0.5984,0.0214,0.4400,0.0507,0.7121,0.0270
ddim,2,2,3,0.0097,0.0005,polar3,polar,10000,30000,0.9898,0.0041,0.9912,0.0042,0.9946,0.0021,0.5236,0.1062,0.8447,0.0266,0.6393,0.0837,0.8152,0.0439
ddim,2,2,3,0.0097,0.0005,knn,knn,15000,45000,0.9892,0.0037,0.9907,0.0039,0.9944,0.0019,0.4950,0.0844,0.8376,0.0329,0.6168,0.0672,0.8037,0.0355
ddim,2,2,3,0.0097,0.0005,altered_knn,altered_knn,15000,30000,0.9802,0.0040,0.9870,0.0042,0.9900,0.0020,0.1861,0.0362,0.2833,0.0492,0.2201,0.0295,0.6036,0.0157
ddim,2,2,3,0.0097,0.0005,quadratic,quadratic,15000,45000,0.9808,0.0040,0.9845,0.0040,0.9884,0.0020,0.3547,0.0665,0.5998,0.0218,0.4405,0.0509,0.7125,0.0274
ddim,2,2,3,0.0097,0.0005,polar3,polar,15000,45000,0.9898,0.0041,0.9913,0.0041,0.9947,0.0020,0.5263,0.1063,0.8440,0.0269,0.6412,0.0838,0.8162,0.0440
ddim,2,2,3,0.0097,0.0005,knn,knn,20000,60000,0.9897,0.0039,0.9912,0.0039,0.9947,0.0019,0.5134,0.0944,0.8379,0.0387,0.6305,0.0753,0.8109,0.0396
ddim,2,2,3,0.0097,0.0005,altered_knn,altered_knn,20000,40000,0.9857,0.0027,0.9932,0.0029,0.9927,0.0013,0.2732,0.0724,0.2237,0.0635,0.2337,0.0383,0.6134,0.0188
ddim,2,2,3,0.0097,0.0005,quadratic,quadratic,20000,60000,0.9813,0.0040,0.9850,0.0041,0.9887,0.0020,0.3566,0.0666,0.5988,0.0226,0.4417,0.0505,0.7133,0.0272
ddim,2,2,3,0.0097,0.0005,polar3,polar,20000,60000,0.9898,0.0041,0.9913,0.0042,0.9947,0.0020,0.5273,0.1070,0.8433,0.0264,0.6416,0.0840,0.8164,0.0441
ddim,2,4,3,0.0109,0.0001,knn,knn,2000,12000,0.9165,0.0080,0.9223,0.0088,0.9291,0.0085,0.1493,0.0206,0.3921,0.0861,0.2159,0.0343,0.5691,0.0142
ddim,2,4,3,0.0109,0.0001,altered_knn,altered_knn,2000,8000,0.9057,0.0111,0.9143,0.0117,0.9238,0.0115,0.0380,0.0131,0.1297,0.0625,0.0586,0.0220,0.4865,0.0059
ddim,2,4,3,0.0109,0.0001,quadratic,quadratic,2000,12000,0.9069,0.0244,0.9123,0.0254,0.9199,0.0186,0.1952,0.0685,0.4139,0.0795,0.2500,0.0519,0.5811,0.0386
ddim,2,4,3,0.0109,0.0001,polar3,polar,2000,12000,0.9206,0.0082,0.9260,0.0088,0.9312,0.0084,0.1914,0.0165,0.4282,0.0674,0.2640,0.0271,0.5950,0.0113
ddim,2,4,3,0.0109,0.0001,knn,knn,5000,30000,0.9203,0.0073,0.9262,0.0081,0.9303,0.0078,0.1909,0.0265,0.3843,0.0943,0.2544,0.0437,0.5903,0.0193
ddim,2,4,3,0.0109,0.0001,altered_knn,altered_knn,5000,20000,0.9136,0.0090,0.9226,0.0098,0.9277,0.0091,0.0385,0.0254,0.0966,0.0763,0.0549,0.0384,0.4887,0.0151
