sampler,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,0.0144,knn,knn,2000,6000,0.9785,0.9855,0.9877,0.3810,0.4983,0.4318,0.7086
flow,2,2,0.0144,altered_knn,altered_knn,2000,4000,0.9610,0.9690,0.9797,0.1683,0.4187,0.2401,0.6045
flow,2,2,0.0144,polar3,polar,2000,6000,0.9831,0.9915,0.9900,0.5153,0.4083,0.4556,0.7236
flow,2,2,0.0144,knn,knn,5000,15000,0.9813,0.9887,0.9893,0.4405,0.4740,0.4567,0.7227
flow,2,2,0.0144,altered_knn,altered_knn,5000,10000,0.9758,0.9862,0.9865,0.2567,0.2664,0.2615,0.6238
flow,2,2,0.0144,polar3,polar,5000,15000,0.9832,0.9916,0.9901,0.5153,0.4083,0.4556,0.7236
flow,2,2,0.0144,knn,knn,10000,30000,0.9817,0.9900,0.9895,0.4478,0.4152,0.4309,0.7104
flow,2,2,0.0144,altered_knn,altered_knn,10000,20000,0.9785,0.9901,0.9877,0.2775,0.1834,0.2208,0.6055
flow,2,2,0.0144,polar3,polar,10000,30000,0.9834,0.9919,0.9902,0.5268,0.4083,0.4600,0.7260
flow,2,2,0.0144,knn,knn,20000,60000,0.9832,0.9915,0.9900,0.5240,0.4152,0.4633,0.7274
flow,2,2,0.0144,altered_knn,altered_knn,20000,40000,0.9782,0.9905,0.9875,0.2426,0.1419,0.1790,0.5848
flow,2,2,0.0144,polar3,polar,20000,60000,0.9834,0.9918,0.9902,0.5289,0.4118,0.4630,0.7274
flow,2,2,0.0144,knn,knn,50000,150000,0.9829,0.9917,0.9897,0.5311,0.3841,0.4458,0.7188
flow,2,2,0.0144,altered_knn,altered_knn,50000,100000,0.9795,0.9934,0.9881,0.1184,0.0311,0.0493,0.5214
flow,2,2,0.0144,polar3,polar,50000,150000,0.9834,0.9919,0.9902,0.5268,0.4083,0.4600,0.7260
flow,2,2,0.0144,knn,knn,100000,300000,0.9835,0.9923,0.9899,0.5699,0.3806,0.4564,0.7244
flow,2,2,0.0144,altered_knn,altered_knn,100000,200000,0.9804,0.9944,0.9883,0.1702,0.0277,0.0476,0.5210
