process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,800,1500,0.9967,analytic,analytic,0.9834,0.9924,0.9899,0.5638,0.3668,0.4444,0.7184
flow,2,2,150,0.0144,800,1500,0.9967,knn,knn,0.9597,0.9676,0.9721,0.2611,0.4256,0.3237,0.6456
flow,2,2,150,0.0144,800,1500,0.9967,altered_knn,altered_knn,0.9355,0.9459,0.9583,0.0824,0.2284,0.1211,0.5335
flow,2,2,150,0.0144,800,1500,0.9967,kernel,kernel,0.9664,0.9752,0.9742,0.4257,0.3668,0.3941,0.6846
flow,2,2,150,0.0144,800,1500,0.9967,linear,linear,0.6894,0.6911,0.8140,0.0264,0.5709,0.0504,0.3708
flow,2,2,150,0.0144,800,1500,0.9967,quadratic,quadratic,0.9806,0.9900,0.9878,0.4876,0.3391,0.4000,0.6950
flow,2,2,150,0.0144,800,1500,0.9967,polar2,polar,0.9831,0.9917,0.9897,0.5425,0.3979,0.4591,0.7254
flow,2,2,150,0.0144,800,1500,0.9967,polar3,polar,0.9826,0.9915,0.9897,0.5023,0.3737,0.4286,0.7100
flow,2,2,150,0.0144,800,1500,0.9967,polar8,polar,0.9824,0.9918,0.9894,0.5103,0.3426,0.4099,0.7009
flow,2,2,150,0.0144,800,1500,0.9967,mlp,mlp,0.9832,0.9922,0.9897,0.5661,0.3702,0.4477,0.7200
flow,2,4,150,0.0151,800,3000,0.9383,analytic,analytic,0.9721,0.9825,0.9802,0.4238,0.2947,0.3477,0.6651
flow,2,4,150,0.0151,800,3000,0.9383,knn,knn,0.9282,0.9371,0.9469,0.1489,0.3510,0.2091,0.5731
flow,2,4,150,0.0151,800,3000,0.9383,altered_knn,altered_knn,0.9220,0.9357,0.9312,0.0882,0.0298,0.0446,0.4901
flow,2,4,150,0.0151,800,3000,0.9383,kernel,kernel,0.9341,0.9434,0.9525,0.1445,0.3245,0.2000,0.5717
flow,2,4,150,0.0151,800,3000,0.9383,linear,linear,0.1781,0.1694,0.2519,0.0136,0.7483,0.0268,0.0981
flow,2,4,150,0.0151,800,3000,0.9383,quadratic,quadratic,0.9485,0.9580,0.9607,0.2433,0.3311,0.2805,0.6192
flow,2,4,150,0.0151,800,3000,0.9383,polar2,polar,0.9416,0.9511,0.9605,0.1427,0.3278,0.1988,0.5749
flow,2,4,150,0.0151,800,3000,0.9383,polar3,polar,0.9571,0.9663,0.9714,0.2134,0.3576,0.2673,0.6168
flow,2,4,150,0.0151,800,3000,0.9383,polar8,polar,0.9633,0.9720,0.9757,0.2644,0.3940,0.3165,0.6443
flow,2,4,150,0.0151,800,3000,0.9383,mlp,mlp,0.9710,0.9812,0.9794,0.4079,0.3079,0.3509,0.6661
flow,2,8,150,0.0299,800,6000,0.9073,analytic,analytic,0.8960,0.9173,0.9084,0.5463,0.2074,0.3006,0.6089
