process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,700,analytic,analytic,0,0,nan,0.9833,0.9924,0.9898,0.5591,0.3599,0.4379,0.7152
flow,2,2,150,0.0144,700,knn,knn,125,374,1.0000,0.9103,0.9195,0.9202,0.2547,0.2837,0.2684,0.5940
flow,2,2,150,0.0144,700,altered_knn,altered_knn,125,250,1.0000,0.9056,0.9126,0.9491,0.0681,0.4256,0.1174,0.5150
flow,2,2,150,0.0144,700,kernel,kernel,125,374,1.0000,0.9380,0.9468,0.9449,0.4737,0.3426,0.3976,0.6722
flow,2,2,150,0.0144,700,linear,linear,125,374,1.0000,0.7448,0.7515,0.8440,0.0174,0.2872,0.0328,0.3922
flow,2,2,150,0.0144,700,quadratic,quadratic,125,374,1.0000,0.9833,0.9927,0.9902,0.5211,0.3426,0.4134,0.7030
flow,2,2,150,0.0144,700,polar2,polar,125,374,1.0000,0.9814,0.9909,0.9889,0.4528,0.3322,0.3832,0.6871
flow,2,2,150,0.0144,700,polar3,polar,125,374,1.0000,0.9820,0.9922,0.9891,0.4940,0.2837,0.3604,0.6763
flow,2,2,150,0.0144,700,polar8,polar,125,374,1.0000,0.9815,0.9915,0.9889,0.4703,0.3010,0.3671,0.6793
flow,2,2,150,0.0144,700,mlp,mlp,125,374,1.0000,0.9822,0.9921,0.9892,0.5172,0.3114,0.3888,0.6904
flow,2,2,150,0.0144,700,knn,knn,250,750,0.9960,0.9480,0.9579,0.9607,0.1931,0.2699,0.2251,0.5915
flow,2,2,150,0.0144,700,altered_knn,altered_knn,250,500,0.9960,0.9402,0.9507,0.9613,0.0900,0.2249,0.1286,0.5396
flow,2,2,150,0.0144,700,kernel,kernel,250,750,0.9960,0.9587,0.9683,0.9664,0.4151,0.3045,0.3513,0.6598
flow,2,2,150,0.0144,700,linear,linear,250,750,0.9960,0.6794,0.6813,0.8066,0.0248,0.5536,0.0475,0.3644
flow,2,2,150,0.0144,700,quadratic,quadratic,250,750,0.9960,0.9819,0.9916,0.9886,0.5465,0.3253,0.4078,0.6997
