sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
ddim,2,2,3,0.0094,0.0004,knn,knn,2000,6000,0.9848,0.0012,0.9865,0.0010,0.9911,0.0007,0.3941,0.0232,0.8060,0.0152,0.5291,0.0240,0.7578,0.0125
ddim,2,2,3,0.0094,0.0004,altered_knn,altered_knn,2000,4000,0.9688,0.0088,0.9759,0.0097,0.9824,0.0041,0.0909,0.0077,0.2196,0.1123,0.1213,0.0190,0.5486,0.0048
ddim,2,2,3,0.0094,0.0004,quadratic,quadratic,2000,6000,0.9781,0.0008,0.9817,0.0005,0.9815,0.0004,0.5366,0.0244,0.6085,0.0227,0.5702,0.0229,0.7759,0.0117
ddim,2,2,3,0.0094,0.0004,polar3,polar,2000,6000,0.9936,0.0010,0.9943,0.0005,0.9964,0.0007,0.6154,0.0164,0.9199,0.0469,0.7371,0.0240,0.8657,0.0122
ddim,2,2,3,0.0094,0.0004,knn,knn,5000,15000,0.9910,0.0006,0.9922,0.0005,0.9950,0.0003,0.5283,0.0269,0.8722,0.0192,0.6576,0.0230,0.8249,0.0117
ddim,2,2,3,0.0094,0.0004,altered_knn,altered_knn,5000,10000,0.9731,0.0034,0.9797,0.0039,0.9858,0.0015,0.1214,0.0201,0.2825,0.0371,0.1678,0.0176,0.5738,0.0100
ddim,2,2,3,0.0094,0.0004,quadratic,quadratic,5000,15000,0.9794,0.0012,0.9831,0.0009,0.9829,0.0009,0.5343,0.0145,0.6000,0.0232,0.5652,0.0176,0.7741,0.0092
ddim,2,2,3,0.0094,0.0004,polar3,polar,5000,15000,0.9937,0.0009,0.9943,0.0005,0.9965,0.0007,0.6183,0.0162,0.9240,0.0505,0.7404,0.0244,0.8674,0.0124
ddim,2,2,3,0.0094,0.0004,knn,knn,10000,30000,0.9939,0.0006,0.9947,0.0004,0.9966,0.0006,0.6328,0.0110,0.9051,0.0235,0.7447,0.0125,0.8697,0.0064
ddim,2,2,3,0.0094,0.0004,altered_knn,altered_knn,10000,20000,0.9792,0.0032,0.9860,0.0038,0.9891,0.0015,0.1568,0.0242,0.2607,0.0457,0.1925,0.0182,0.5893,0.0096
ddim,2,2,3,0.0094,0.0004,quadratic,quadratic,10000,30000,0.9800,0.0012,0.9836,0.0008,0.9835,0.0008,0.5372,0.0189,0.6069,0.0281,0.5699,0.0227,0.7767,0.0117
ddim,2,2,3,0.0094,0.0004,polar3,polar,10000,30000,0.9937,0.0011,0.9944,0.0006,0.9965,0.0008,0.6193,0.0177,0.9253,0.0475,0.7418,0.0268,0.8681,0.0137
ddim,2,2,3,0.0094,0.0004,knn,knn,15000,45000,0.9948,0.0008,0.9956,0.0004,0.9971,0.0007,0.6761,0.0104,0.9092,0.0359,0.7754,0.0197,0.8855,0.0101
ddim,2,2,3,0.0094,0.0004,altered_knn,altered_knn,15000,30000,0.9819,0.0025,0.9890,0.0032,0.9905,0.0010,0.1844,0.0326,0.2452,0.0475,0.2045,0.0102,0.5967,0.0054
ddim,2,2,3,0.0094,0.0004,quadratic,quadratic,15000,45000,0.9793,0.0013,0.9828,0.0009,0.9827,0.0009,0.5382,0.0221,0.6073,0.0289,0.5706,0.0247,0.7767,0.0127
ddim,2,2,3,0.0094,0.0004,polar3,polar,15000,45000,0.9936,0.0010,0.9943,0.0006,0.9965,0.0008,0.6163,0.0192,0.9253,0.0482,0.7396,0.0275,0.8670,0.0140
ddim,2,2,3,0.0094,0.0004,knn,knn,20000,60000,0.9952,0.0010,0.9961,0.0006,0.9973,0.0007,0.7008,0.0189,0.9085,0.0354,0.7912,0.0248,0.8936,0.0127
ddim,2,2,3,0.0094,0.0004,altered_knn,altered_knn,20000,40000,0.9851,0.0016,0.9924,0.0024,0.9921,0.0006,0.2344,0.0453,0.2182,0.0611,0.2145,0.0248,0.6035,0.0115
ddim,2,2,3,0.0094,0.0004,quadratic,quadratic,20000,60000,0.9788,0.0012,0.9824,0.0008,0.9822,0.0008,0.5373,0.0214,0.6044,0.0276,0.5689,0.0235,0.7756,0.0121
ddim,2,2,3,0.0094,0.0004,polar3,polar,20000,60000,0.9936,0.0011,0.9943,0.0006,0.9965,0.0008,0.6171,0.0208,0.9239,0.0479,0.7397,0.0289,0.8670,0.0147
ddim,2,4,3,0.0108,0.0004,knn,knn,2000,12000,0.9760,0.0014,0.9785,0.0013,0.9852,0.0009,0.3003,0.0110,0.7457,0.0081,0.4281,0.0122,0.7033,0.0067
