process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,900,analytic,analytic,0,0,nan,0.9833,0.9924,0.9899,0.5608,0.3668,0.4435,0.7180
flow,2,2,150,0.0144,900,knn,knn,125,374,1.0000,0.9104,0.9196,0.9202,0.2579,0.2837,0.2702,0.5949
flow,2,2,150,0.0144,900,altered_knn,altered_knn,125,250,1.0000,0.9075,0.9151,0.9502,0.0653,0.3945,0.1120,0.5136
flow,2,2,150,0.0144,900,kernel,kernel,125,374,1.0000,0.9379,0.9467,0.9448,0.4686,0.3356,0.3911,0.6689
flow,2,2,150,0.0144,900,linear,linear,125,374,1.0000,0.7446,0.7513,0.8438,0.0174,0.2872,0.0328,0.3920
flow,2,2,150,0.0144,900,quadratic,quadratic,125,374,1.0000,0.9834,0.9928,0.9902,0.5266,0.3426,0.4151,0.7039
flow,2,2,150,0.0144,900,polar2,polar,125,374,1.0000,0.9812,0.9909,0.9889,0.4450,0.3218,0.3735,0.6822
flow,2,2,150,0.0144,900,polar3,polar,125,374,1.0000,0.9820,0.9922,0.9891,0.4970,0.2837,0.3612,0.6767
flow,2,2,150,0.0144,900,polar8,polar,125,374,1.0000,0.9820,0.9921,0.9891,0.4941,0.2907,0.3660,0.6791
flow,2,2,150,0.0144,900,mlp,mlp,125,374,1.0000,0.9821,0.9922,0.9890,0.5122,0.2907,0.3709,0.6815
flow,2,2,150,0.0144,900,knn,knn,250,750,0.9973,0.9480,0.9579,0.9607,0.1935,0.2699,0.2254,0.5917
flow,2,2,150,0.0144,900,altered_knn,altered_knn,250,500,0.9973,0.9403,0.9507,0.9613,0.0917,0.2284,0.1308,0.5408
flow,2,2,150,0.0144,900,kernel,kernel,250,750,0.9973,0.9586,0.9683,0.9664,0.4143,0.3010,0.3487,0.6585
flow,2,2,150,0.0144,900,linear,linear,250,750,0.9973,0.6793,0.6811,0.8065,0.0248,0.5536,0.0475,0.3643
flow,2,2,150,0.0144,900,quadratic,quadratic,250,750,0.9973,0.9821,0.9917,0.9887,0.5562,0.3253,0.4105,0.7011
