process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,950,1500,0.9973,analytic,analytic,0.9833,0.9924,0.9899,0.5608,0.3668,0.4435,0.7180
flow,2,2,150,0.0144,950,1500,0.9973,knn,knn,0.9597,0.9676,0.9721,0.2590,0.4221,0.3211,0.6443
flow,2,2,150,0.0144,950,1500,0.9973,altered_knn,altered_knn,0.9351,0.9455,0.9581,0.0816,0.2284,0.1202,0.5329
flow,2,2,150,0.0144,950,1500,0.9973,kernel,kernel,0.9663,0.9751,0.9741,0.4274,0.3668,0.3948,0.6850
flow,2,2,150,0.0144,950,1500,0.9973,linear,linear,0.6892,0.6910,0.8139,0.0264,0.5709,0.0504,0.3707
flow,2,2,150,0.0144,950,1500,0.9973,quadratic,quadratic,0.9806,0.9901,0.9878,0.4900,0.3391,0.4008,0.6954
flow,2,2,150,0.0144,950,1500,0.9973,polar2,polar,0.9830,0.9917,0.9897,0.5403,0.3945,0.4560,0.7238
flow,2,2,150,0.0144,950,1500,0.9973,polar3,polar,0.9826,0.9915,0.9897,0.5000,0.3737,0.4277,0.7096
flow,2,2,150,0.0144,950,1500,0.9973,polar8,polar,0.9826,0.9919,0.9895,0.5204,0.3529,0.4206,0.7063
flow,2,2,150,0.0144,950,1500,0.9973,mlp,mlp,0.9833,0.9922,0.9897,0.5677,0.3772,0.4532,0.7227
flow,2,4,150,0.0151,950,3000,0.9417,analytic,analytic,0.9720,0.9825,0.9802,0.4231,0.2914,0.3451,0.6638
flow,2,4,150,0.0151,950,3000,0.9417,knn,knn,0.9283,0.9372,0.9468,0.1511,0.3543,0.2119,0.5745
flow,2,4,150,0.0151,950,3000,0.9417,altered_knn,altered_knn,0.9221,0.9358,0.9313,0.0874,0.0298,0.0444,0.4901
flow,2,4,150,0.0151,950,3000,0.9417,kernel,kernel,0.9344,0.9438,0.9527,0.1458,0.3245,0.2012,0.5725
flow,2,4,150,0.0151,950,3000,0.9417,linear,linear,0.1779,0.1692,0.2517,0.0136,0.7483,0.0268,0.0980
flow,2,4,150,0.0151,950,3000,0.9417,quadratic,quadratic,0.9487,0.9581,0.9608,0.2451,0.3311,0.2817,0.6199
flow,2,4,150,0.0151,950,3000,0.9417,polar2,polar,0.9417,0.9511,0.9606,0.1427,0.3278,0.1988,0.5750
