sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
ddim,512,16,1,0.0132,0.0000,knn,knn,1000,24000,0.1556,0.0000,0.1572,0.0000,0.1555,0.0000,0.0135,0.0000,0.0377,0.0000,0.0199,0.0000,0.0885,0.0000
ddim,512,16,1,0.0132,0.0000,altered_knn,altered_knn,1000,16000,0.3904,0.0000,0.3906,0.0000,0.4451,0.0000,0.0195,0.0000,0.3801,0.0000,0.0371,0.0000,0.2139,0.0000
ddim,512,16,1,0.0132,0.0000,quadratic,quadratic,1000,24000,0.0278,0.0000,0.0154,0.0000,0.0293,0.0000,0.0133,0.0000,0.9543,0.0000,0.0262,0.0000,0.0208,0.0000
ddim,512,16,1,0.0132,0.0000,polar3,polar,1000,24000,0.6450,0.0000,0.6496,0.0000,0.6568,0.0000,0.1118,0.0000,0.3005,0.0000,0.1630,0.0000,0.4063,0.0000
