sampler,seed,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced,weights
ddim,0,512,16,0.0132,knn,knn,100,2400,0.1340,0.1351,0.1339,0.0149,0.0497,0.0229,0.0790,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0132,altered_knn,altered_knn,100,1600,0.2378,0.2338,0.3026,0.0151,0.5316,0.0294,0.1316,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0132,quadratic,quadratic,100,2400,0.0192,0.0070,0.0132,0.0132,0.9309,0.0259,0.0165,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0132,polar3,polar,100,2400,0.3007,0.2986,0.3408,0.0234,0.4577,0.0445,0.1715,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
