process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,1000,1500,0.9973,analytic,analytic,0.9833,0.9924,0.9899,0.5608,0.3668,0.4435,0.7180
flow,2,2,150,0.0144,1000,1500,0.9973,knn,knn,0.9598,0.9677,0.9722,0.2601,0.4221,0.3219,0.6448
flow,2,2,150,0.0144,1000,1500,0.9973,altered_knn,altered_knn,0.9172,0.9249,0.9511,0.0827,0.3945,0.1368,0.5308
flow,2,2,150,0.0144,1000,1500,0.9973,kernel,kernel,0.9663,0.9751,0.9741,0.4274,0.3668,0.3948,0.6850
flow,2,2,150,0.0144,1000,1500,0.9973,linear,linear,0.6891,0.6909,0.8139,0.0264,0.5709,0.0504,0.3706
flow,2,2,150,0.0144,1000,1500,0.9973,quadratic,quadratic,0.9806,0.9901,0.9878,0.4900,0.3391,0.4008,0.6954
flow,2,2,150,0.0144,1000,1500,0.9973,polar2,polar,0.9830,0.9917,0.9897,0.5403,0.3945,0.4560,0.7238
flow,2,2,150,0.0144,1000,1500,0.9973,polar3,polar,0.9826,0.9915,0.9897,0.5000,0.3737,0.4277,0.7096
flow,2,2,150,0.0144,1000,1500,0.9973,polar8,polar,0.9825,0.9918,0.9895,0.5128,0.3460,0.4132,0.7025
flow,2,2,150,0.0144,1000,1500,0.9973,mlp,mlp,0.9831,0.9922,0.9897,0.5608,0.3668,0.4435,0.7179
flow,2,4,150,0.0151,1000,3000,0.9427,analytic,analytic,0.9720,0.9825,0.9801,0.4251,0.2914,0.3458,0.6641
flow,2,4,150,0.0151,1000,3000,0.9427,knn,knn,0.9284,0.9373,0.9469,0.1501,0.3510,0.2103,0.5738
flow,2,4,150,0.0151,1000,3000,0.9427,altered_knn,altered_knn,0.9221,0.9358,0.9313,0.0891,0.0298,0.0447,0.4902
