process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,200,1500,0.9833,analytic,analytic,0.9827,0.9926,0.9896,0.5294,0.3114,0.3922,0.6924
flow,2,2,150,0.0144,200,1500,0.9833,knn,knn,0.9606,0.9678,0.9728,0.2764,0.4706,0.3483,0.6581
flow,2,2,150,0.0144,200,1500,0.9833,altered_knn,altered_knn,0.9485,0.9607,0.9621,0.0988,0.1176,0.1074,0.5341
flow,2,2,150,0.0144,200,1500,0.9833,kernel,kernel,0.9666,0.9748,0.9744,0.4359,0.4118,0.4235,0.6991
flow,2,2,150,0.0144,200,1500,0.9833,linear,linear,0.6930,0.6948,0.8166,0.0267,0.5709,0.0510,0.3729
flow,2,2,150,0.0144,200,1500,0.9833,quadratic,quadratic,0.9802,0.9890,0.9876,0.4701,0.3806,0.4207,0.7048
flow,2,2,150,0.0144,200,1500,0.9833,polar2,polar,0.9829,0.9909,0.9896,0.5336,0.4394,0.4820,0.7364
flow,2,2,150,0.0144,200,1500,0.9833,polar3,polar,0.9824,0.9909,0.9895,0.4957,0.4014,0.4436,0.7173
flow,2,2,150,0.0144,200,1500,0.9833,polar8,polar,0.9824,0.9911,0.9894,0.5090,0.3910,0.4423,0.7167
flow,2,2,150,0.0144,200,1500,0.9833,mlp,mlp,0.9835,0.9919,0.9898,0.5721,0.4118,0.4789,0.7354
flow,2,4,150,0.0151,200,3000,0.8843,analytic,analytic,0.9734,0.9839,0.9810,0.4731,0.2914,0.3607,0.6723
flow,2,4,150,0.0151,200,3000,0.8843,knn,knn,0.9277,0.9365,0.9459,0.1519,0.3510,0.2120,0.5743
flow,2,4,150,0.0151,200,3000,0.8843,altered_knn,altered_knn,0.9220,0.9358,0.9314,0.0566,0.0199,0.0294,0.4826
flow,2,4,150,0.0151,200,3000,0.8843,kernel,kernel,0.9333,0.9423,0.9518,0.1521,0.3510,0.2122,0.5772
flow,2,4,150,0.0151,200,3000,0.8843,linear,linear,0.1845,0.1760,0.2591,0.0136,0.7417,0.0268,0.1014
flow,2,4,150,0.0151,200,3000,0.8843,quadratic,quadratic,0.9489,0.9581,0.9614,0.2431,0.3510,0.2873,0.6227
flow,2,4,150,0.0151,200,3000,0.8843,polar2,polar,0.9397,0.9488,0.9590,0.1450,0.3477,0.2047,0.5768
flow,2,4,150,0.0151,200,3000,0.8843,polar3,polar,0.9561,0.9649,0.9705,0.2178,0.3808,0.2771,0.6210
flow,2,4,150,0.0151,200,3000,0.8843,polar8,polar,0.9626,0.9715,0.9752,0.2572,0.3841,0.3081,0.6398
flow,2,4,150,0.0151,200,3000,0.8843,mlp,mlp,0.9694,0.9795,0.9784,0.3643,0.3113,0.3357,0.6576
