process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
ddim,2,2,150,0.0274,700,analytic,analytic,0,0,nan,0.9583,0.9808,0.9717,0.4603,0.1588,0.2361,0.6085
ddim,2,2,150,0.0274,700,knn,knn,125,374,0.9947,0.8947,0.9146,0.9102,0.2925,0.1916,0.2315,0.5730
ddim,2,2,150,0.0274,700,altered_knn,altered_knn,125,250,0.9947,0.9161,0.9270,0.9539,0.1781,0.5310,0.2667,0.5969
ddim,2,2,150,0.0274,700,kernel,kernel,125,374,0.9947,0.9232,0.9443,0.9368,0.4068,0.1752,0.2449,0.5946
ddim,2,2,150,0.0274,700,linear,linear,125,374,0.9947,0.7618,0.7680,0.8581,0.0627,0.5401,0.1124,0.4402
ddim,2,2,150,0.0274,700,quadratic,quadratic,125,374,0.9947,0.9566,0.9786,0.9705,0.4273,0.1770,0.2503,0.6145
ddim,2,2,150,0.0274,700,polar2,polar,125,374,0.9947,0.9590,0.9802,0.9723,0.4770,0.2080,0.2897,0.6350
ddim,2,2,150,0.0274,700,polar3,polar,125,374,0.9947,0.9578,0.9804,0.9715,0.4388,0.1569,0.2312,0.6058
ddim,2,2,150,0.0274,700,polar8,polar,125,374,0.9947,0.9573,0.9798,0.9712,0.4123,0.1588,0.2292,0.6045
ddim,2,2,150,0.0274,700,mlp,mlp,125,374,0.9947,0.9589,0.9810,0.9720,0.4872,0.1734,0.2557,0.6184
ddim,2,2,150,0.0274,700,knn,knn,250,750,0.9933,0.9359,0.9563,0.9542,0.2527,0.2135,0.2315,0.5939
ddim,2,2,150,0.0274,700,altered_knn,altered_knn,250,500,0.9933,0.9150,0.9293,0.9496,0.1626,0.4088,0.2326,0.5809
ddim,2,2,150,0.0274,700,kernel,kernel,250,750,0.9933,0.9463,0.9684,0.9608,0.3678,0.1624,0.2253,0.5969
ddim,2,2,150,0.0274,700,linear,linear,250,750,0.9933,0.6959,0.6940,0.8163,0.0659,0.7664,0.1214,0.4077
ddim,2,2,150,0.0274,700,quadratic,quadratic,250,750,0.9933,0.9595,0.9821,0.9732,0.4343,0.1569,0.2306,0.6063
ddim,2,2,150,0.0274,700,polar2,polar,250,750,0.9933,0.9576,0.9795,0.9714,0.4342,0.1807,0.2552,0.6173
ddim,2,2,150,0.0274,700,polar3,polar,250,750,0.9933,0.9574,0.9796,0.9713,0.4201,0.1679,0.2399,0.6098
ddim,2,2,150,0.0274,700,polar8,polar,250,750,0.9933,0.9578,0.9801,0.9715,0.4381,0.1679,0.2427,0.6114
ddim,2,2,150,0.0274,700,mlp,mlp,250,750,0.9933,0.9584,0.9807,0.9717,0.4667,0.1661,0.2450,0.6128
ddim,2,2,150,0.0274,700,knn,knn,500,1500,0.9907,0.9485,0.9662,0.9650,0.3493,0.3193,0.3337,0.6499
