sampler,seed,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,0,2,2,0.0094,knn,knn,20000,60000,0.9946,0.9961,0.9972,0.6774,0.8355,0.7482,0.8722
flow,0,2,2,0.0094,altered_knn,altered_knn,20000,40000,0.9814,0.9879,0.9906,0.1909,0.2997,0.2332,0.6106
flow,0,2,2,0.0094,quadratic,quadratic,20000,60000,0.9884,0.9929,0.9926,0.5447,0.5172,0.5306,0.7617
flow,0,2,2,0.0094,quadratic_cal,quadratic,20000,60000,0.9884,0.9929,0.9926,0.5447,0.5172,0.5306,0.7617
flow,0,2,2,0.0094,polar8,polar,20000,60000,0.9949,0.9969,0.9973,0.7184,0.7851,0.7503,0.8736
flow,0,2,2,0.0094,polar8_cal,polar,20000,60000,0.9950,0.9970,0.9974,0.7270,0.7772,0.7513,0.8742
flow,0,2,2,0.0094,knn,knn,50000,150000,0.9948,0.9969,0.9973,0.7164,0.7772,0.7455,0.8712
flow,0,2,2,0.0094,altered_knn,altered_knn,50000,100000,0.9888,0.9964,0.9943,0.3460,0.1936,0.2483,0.6224
flow,0,2,2,0.0094,quadratic,quadratic,50000,150000,0.9883,0.9928,0.9925,0.5508,0.5172,0.5335,0.7632
flow,0,2,2,0.0094,quadratic_cal,quadratic,50000,150000,0.9882,0.9927,0.9925,0.5462,0.5172,0.5313,0.7620
flow,0,2,2,0.0094,polar8,polar,50000,150000,0.9949,0.9969,0.9973,0.7167,0.7851,0.7494,0.8731
flow,0,2,2,0.0094,polar8_cal,polar,50000,150000,0.9949,0.9971,0.9974,0.7275,0.7719,0.7490,0.8731
flow,0,2,2,0.0094,knn,knn,100000,300000,0.9951,0.9973,0.9974,0.7462,0.7719,0.7588,0.8780
flow,0,2,2,0.0094,altered_knn,altered_knn,100000,200000,0.9890,0.9976,0.9943,0.2857,0.0902,0.1371,0.5673
flow,0,2,2,0.0094,quadratic,quadratic,100000,300000,0.9900,0.9943,0.9941,0.5590,0.5279,0.5430,0.7687
flow,0,2,2,0.0094,quadratic_cal,quadratic,100000,300000,0.9900,0.9945,0.9941,0.5661,0.5225,0.5434,0.7690
flow,0,2,2,0.0094,polar8,polar,100000,300000,0.9948,0.9969,0.9973,0.7167,0.7719,0.7433,0.8701
flow,0,2,2,0.0094,polar8_cal,polar,100000,300000,0.9948,0.9969,0.9973,0.7178,0.7692,0.7426,0.8698
flow,100,2,2,0.0088,knn,knn,20000,60000,0.9956,0.9965,0.9978,0.6978,0.8920,0.7830,0.8898
flow,100,2,2,0.0088,altered_knn,altered_knn,20000,40000,0.9862,0.9925,0.9930,0.2544,0.2869,0.2697,0.6311
flow,100,2,2,0.0088,quadratic,quadratic,20000,60000,0.9889,0.9927,0.9930,0.5324,0.5597,0.5457,0.7692
flow,100,2,2,0.0088,quadratic_cal,quadratic,20000,60000,0.9882,0.9918,0.9926,0.4964,0.5852,0.5372,0.7645
flow,100,2,2,0.0088,polar8,polar,20000,60000,0.9957,0.9971,0.9978,0.7291,0.8409,0.7810,0.8890
flow,100,2,2,0.0088,polar8_cal,polar,20000,60000,0.9958,0.9973,0.9978,0.7418,0.8324,0.7845,0.8909
flow,100,2,2,0.0088,knn,knn,50000,150000,0.9961,0.9975,0.9980,0.7487,0.8381,0.7909,0.8942
flow,100,2,2,0.0088,altered_knn,altered_knn,50000,100000,0.9900,0.9967,0.9950,0.3828,0.2273,0.2852,0.6410
flow,100,2,2,0.0088,quadratic,quadratic,50000,150000,0.9892,0.9930,0.9932,0.5364,0.5653,0.5505,0.7717
flow,100,2,2,0.0088,quadratic_cal,quadratic,50000,150000,0.9887,0.9923,0.9930,0.5098,0.5909,0.5474,0.7698
flow,100,2,2,0.0088,polar8,polar,50000,150000,0.9956,0.9970,0.9977,0.7213,0.8381,0.7753,0.8861
flow,100,2,2,0.0088,polar8_cal,polar,50000,150000,0.9958,0.9973,0.9978,0.7380,0.8324,0.7824,0.8898
flow,100,2,2,0.0088,knn,knn,100000,300000,0.9959,0.9975,0.9979,0.7487,0.8210,0.7832,0.8904
flow,100,2,2,0.0088,altered_knn,altered_knn,100000,200000,0.9903,0.9980,0.9951,0.3525,0.1222,0.1814,0.5897
flow,100,2,2,0.0088,quadratic,quadratic,100000,300000,0.9912,0.9948,0.9952,0.5379,0.5852,0.5605,0.7777
flow,100,2,2,0.0088,quadratic_cal,quadratic,100000,300000,0.9904,0.9938,0.9948,0.4965,0.6108,0.5478,0.7708
flow,100,2,2,0.0088,polar8,polar,100000,300000,0.9956,0.9970,0.9977,0.7213,0.8381,0.7753,0.8862
flow,100,2,2,0.0088,polar8_cal,polar,100000,300000,0.9958,0.9973,0.9978,0.7418,0.8324,0.7845,0.8909
flow,200,2,2,0.0102,knn,knn,20000,60000,0.9965,0.9970,0.9982,0.7683,0.9510,0.8499,0.9235
flow,200,2,2,0.0102,altered_knn,altered_knn,20000,40000,0.9855,0.9929,0.9927,0.2795,0.2672,0.2732,0.6330
flow,200,2,2,0.0102,quadratic,quadratic,20000,60000,0.9883,0.9929,0.9928,0.5567,0.5417,0.5491,0.7710
flow,200,2,2,0.0102,quadratic_cal,quadratic,20000,60000,0.9885,0.9932,0.9929,0.5696,0.5319,0.5501,0.7716
flow,200,2,2,0.0102,polar8,polar,20000,60000,0.9967,0.9977,0.9983,0.7983,0.9020,0.8470,0.9223
flow,200,2,2,0.0102,polar8_cal,polar,20000,60000,0.9967,0.9979,0.9983,0.8141,0.8799,0.8457,0.9218
