sampler,seed,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced,weights
ddim,0,512,16,0.0131,knn,knn,100,1600,0.6175,0.6257,0.6204,0.0000,0.0000,0.0000,0.3129,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,altered_knn,altered_knn,100,1600,0.2416,0.2356,0.3057,0.0193,0.6905,0.0376,0.1366,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,quadratic,quadratic,100,1600,0.4028,0.4069,0.4155,0.0219,0.0952,0.0356,0.2212,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,polar3,polar,100,1600,0.3272,0.3265,0.3663,0.0219,0.3810,0.0415,0.1840,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
