sampler,seed,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced,weights
ddim,0,512,16,0.0131,knn,knn,500,12000,0.1496,0.1511,0.1486,0.0150,0.0381,0.0216,0.0863,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,altered_knn,altered_knn,500,8000,0.3841,0.3867,0.4081,0.0201,0.1841,0.0363,0.2115,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,quadratic,quadratic,500,12000,0.0178,0.0051,0.0100,0.0131,0.9746,0.0258,0.0155,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,polar3,polar,500,12000,0.5120,0.5154,0.5293,0.0498,0.2571,0.0835,0.2994,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
