process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
ddim,2,2,150,0.0274,800,analytic,analytic,0,0,nan,0.9582,0.9808,0.9717,0.4579,0.1588,0.2358,0.6083
ddim,2,2,150,0.0274,800,knn,knn,125,374,0.9947,0.8948,0.9148,0.9102,0.2886,0.1843,0.2249,0.5699
ddim,2,2,150,0.0274,800,altered_knn,altered_knn,125,250,0.9947,0.9162,0.9268,0.9539,0.1799,0.5383,0.2697,0.5982
ddim,2,2,150,0.0274,800,kernel,kernel,125,374,0.9947,0.9229,0.9441,0.9365,0.4060,0.1734,0.2430,0.5935
ddim,2,2,150,0.0274,800,linear,linear,125,374,0.9947,0.7616,0.7679,0.8579,0.0627,0.5401,0.1124,0.4401
ddim,2,2,150,0.0274,800,quadratic,quadratic,125,374,0.9947,0.9568,0.9789,0.9706,0.4344,0.1752,0.2497,0.6143
ddim,2,2,150,0.0274,800,polar2,polar,125,374,0.9947,0.9592,0.9804,0.9724,0.4829,0.2062,0.2890,0.6347
ddim,2,2,150,0.0274,800,polar3,polar,125,374,0.9947,0.9577,0.9804,0.9714,0.4337,0.1551,0.2285,0.6044
ddim,2,2,150,0.0274,800,polar8,polar,125,374,0.9947,0.9574,0.9800,0.9713,0.4146,0.1551,0.2258,0.6029
ddim,2,2,150,0.0274,800,mlp,mlp,125,374,0.9947,0.9594,0.9815,0.9724,0.5132,0.1770,0.2632,0.6224
ddim,2,2,150,0.0274,800,knn,knn,250,750,0.9933,0.9365,0.9569,0.9545,0.2561,0.2099,0.2307,0.5938
ddim,2,2,150,0.0274,800,altered_knn,altered_knn,250,500,0.9933,0.9148,0.9295,0.9494,0.1581,0.3923,0.2254,0.5774
ddim,2,2,150,0.0274,800,kernel,kernel,250,750,0.9933,0.9462,0.9685,0.9607,0.3660,0.1569,0.2197,0.5941
ddim,2,2,150,0.0274,800,linear,linear,250,750,0.9933,0.6955,0.6936,0.8160,0.0658,0.7664,0.1212,0.4074
ddim,2,2,150,0.0274,800,quadratic,quadratic,250,750,0.9933,0.9597,0.9823,0.9733,0.4410,0.1569,0.2315,0.6069
ddim,2,2,150,0.0274,800,polar2,polar,250,750,0.9933,0.9580,0.9799,0.9715,0.4500,0.1807,0.2578,0.6189
ddim,2,2,150,0.0274,800,polar3,polar,250,750,0.9933,0.9574,0.9798,0.9713,0.4178,0.1624,0.2339,0.6068
ddim,2,2,150,0.0274,800,polar8,polar,250,750,0.9933,0.9579,0.9803,0.9715,0.4384,0.1624,0.2370,0.6087
ddim,2,2,150,0.0274,800,mlp,mlp,250,750,0.9933,0.9584,0.9807,0.9717,0.4688,0.1642,0.2432,0.6120
ddim,2,2,150,0.0274,800,knn,knn,500,1500,0.9907,0.9479,0.9660,0.9645,0.3429,0.3066,0.3237,0.6448
ddim,2,2,150,0.0274,800,altered_knn,altered_knn,500,1000,0.9907,0.9261,0.9464,0.9512,0.1534,0.2080,0.1766,0.5615
