sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
heun,2,2,3,0.0107,0.0005,knn,knn,2000,6000,0.9796,0.0034,0.9821,0.0036,0.9890,0.0018,0.3300,0.0322,0.7432,0.0380,0.4555,0.0289,0.7188,0.0160
heun,2,2,3,0.0107,0.0005,altered_knn,altered_knn,2000,4000,0.9594,0.0093,0.9666,0.0102,0.9786,0.0042,0.0908,0.0141,0.2838,0.0806,0.1332,0.0144,0.5499,0.0087
heun,2,2,3,0.0107,0.0005,quadratic,quadratic,2000,6000,0.9815,0.0048,0.9856,0.0050,0.9890,0.0025,0.3886,0.0748,0.5980,0.0305,0.4643,0.0510,0.7250,0.0280
heun,2,2,3,0.0107,0.0005,polar3,polar,2000,6000,0.9896,0.0041,0.9913,0.0043,0.9946,0.0021,0.5462,0.1131,0.8311,0.0350,0.6509,0.0804,0.8211,0.0423
heun,2,2,3,0.0107,0.0005,knn,knn,5000,15000,0.9857,0.0031,0.9878,0.0033,0.9926,0.0016,0.4297,0.0483,0.7919,0.0342,0.5544,0.0376,0.7711,0.0205
heun,2,2,3,0.0107,0.0005,altered_knn,altered_knn,5000,10000,0.9692,0.0062,0.9767,0.0068,0.9842,0.0031,0.1240,0.0343,0.2766,0.0257,0.1665,0.0254,0.5716,0.0161
heun,2,2,3,0.0107,0.0005,quadratic,quadratic,5000,15000,0.9807,0.0034,0.9849,0.0035,0.9881,0.0017,0.3868,0.0675,0.5918,0.0320,0.4620,0.0444,0.7234,0.0239
heun,2,2,3,0.0107,0.0005,polar3,polar,5000,15000,0.9898,0.0039,0.9916,0.0040,0.9947,0.0020,0.5548,0.1093,0.8223,0.0319,0.6550,0.0779,0.8233,0.0410
heun,2,2,3,0.0107,0.0005,knn,knn,10000,30000,0.9884,0.0035,0.9903,0.0038,0.9940,0.0018,0.4991,0.0764,0.8049,0.0434,0.6109,0.0557,0.8006,0.0296
heun,2,2,3,0.0107,0.0005,altered_knn,altered_knn,10000,20000,0.9783,0.0033,0.9863,0.0038,0.9889,0.0016,0.1643,0.0016,0.2441,0.0645,0.1930,0.0220,0.5896,0.0093
heun,2,2,3,0.0107,0.0005,quadratic,quadratic,10000,30000,0.9806,0.0031,0.9847,0.0032,0.9880,0.0013,0.3868,0.0680,0.5924,0.0311,0.4621,0.0448,0.7234,0.0240
heun,2,2,3,0.0107,0.0005,polar3,polar,10000,30000,0.9900,0.0039,0.9918,0.0041,0.9947,0.0020,0.5615,0.1110,0.8201,0.0349,0.6586,0.0786,0.8252,0.0413
heun,2,2,3,0.0107,0.0005,knn,knn,15000,45000,0.9893,0.0035,0.9912,0.0037,0.9945,0.0018,0.5281,0.0866,0.8100,0.0422,0.6334,0.0618,0.8123,0.0327
heun,2,2,3,0.0107,0.0005,altered_knn,altered_knn,15000,30000,0.9793,0.0040,0.9871,0.0042,0.9895,0.0020,0.1902,0.0370,0.2615,0.0431,0.2155,0.0264,0.6013,0.0141
heun,2,2,3,0.0107,0.0005,quadratic,quadratic,15000,45000,0.9809,0.0037,0.9851,0.0039,0.9884,0.0019,0.3872,0.0685,0.5939,0.0313,0.4629,0.0452,0.7240,0.0245
heun,2,2,3,0.0107,0.0005,polar3,polar,15000,45000,0.9900,0.0039,0.9919,0.0041,0.9948,0.0020,0.5655,0.1127,0.8185,0.0345,0.6608,0.0792,0.8263,0.0416
heun,2,2,3,0.0107,0.0005,knn,knn,20000,60000,0.9898,0.0036,0.9918,0.0038,0.9947,0.0018,0.5475,0.0967,0.8098,0.0463,0.6465,0.0692,0.8192,0.0364
heun,2,2,3,0.0107,0.0005,altered_knn,altered_knn,20000,40000,0.9848,0.0027,0.9932,0.0029,0.9922,0.0013,0.2767,0.0734,0.2050,0.0576,0.2237,0.0362,0.6084,0.0177
heun,2,2,3,0.0107,0.0005,quadratic,quadratic,20000,60000,0.9814,0.0038,0.9855,0.0040,0.9888,0.0020,0.3894,0.0686,0.5930,0.0321,0.4641,0.0448,0.7248,0.0243
heun,2,2,3,0.0107,0.0005,polar3,polar,20000,60000,0.9900,0.0039,0.9919,0.0041,0.9948,0.0020,0.5650,0.1117,0.8182,0.0349,0.6603,0.0785,0.8261,0.0413
heun,2,4,3,0.0116,0.0003,knn,knn,2000,12000,0.9170,0.0076,0.9232,0.0086,0.9297,0.0083,0.1583,0.0245,0.3908,0.0896,0.2250,0.0393,0.5741,0.0167
heun,2,4,3,0.0116,0.0003,altered_knn,altered_knn,2000,8000,0.9059,0.0109,0.9150,0.0115,0.9242,0.0114,0.0401,0.0129,0.1278,0.0574,0.0608,0.0214,0.4879,0.0056
heun,2,4,3,0.0116,0.0003,quadratic,quadratic,2000,12000,0.9076,0.0241,0.9133,0.0252,0.9205,0.0184,0.2148,0.0764,0.4266,0.0766,0.2690,0.0551,0.5912,0.0401
heun,2,4,3,0.0116,0.0003,polar3,polar,2000,12000,0.9212,0.0079,0.9270,0.0086,0.9319,0.0082,0.2054,0.0198,0.4320,0.0678,0.2779,0.0306,0.6024,0.0130
heun,2,4,3,0.0116,0.0003,knn,knn,5000,30000,0.9209,0.0070,0.9272,0.0079,0.9309,0.0075,0.2031,0.0305,0.3841,0.0959,0.2650,0.0484,0.5961,0.0215
heun,2,4,3,0.0116,0.0003,altered_knn,altered_knn,5000,20000,0.9137,0.0089,0.9233,0.0096,0.9281,0.0090,0.0397,0.0251,0.0928,0.0702,0.0554,0.0373,0.4894,0.0146
heun,2,4,3,0.0116,0.0003,quadratic,quadratic,5000,30000,0.9086,0.0234,0.9143,0.0244,0.9214,0.0180,0.2128,0.0756,0.4254,0.0793,0.2673,0.0525,0.5908,0.0383
heun,2,4,3,0.0116,0.0003,polar3,polar,5000,30000,0.9214,0.0079,0.9272,0.0086,0.9321,0.0084,0.2039,0.0203,0.4262,0.0717,0.2755,0.0329,0.6014,0.0137
heun,2,4,3,0.0116,0.0003,knn,knn,10000,60000,0.9231,0.0069,0.9294,0.0077,0.9314,0.0073,0.2507,0.0288,0.3835,0.0883,0.3020,0.0473,0.6157,0.0213
heun,2,4,3,0.0116,0.0003,altered_knn,altered_knn,10000,40000,0.9187,0.0079,0.9288,0.0085,0.9294,0.0080,0.0389,0.0307,0.0619,0.0627,0.0470,0.0420,0.4879,0.0175
