sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
ddim,512,16,1,0.0131,0.0000,knn,knn,1000,16000,0.7375,0.0000,0.7473,0.0000,0.7423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3737,0.0000
ddim,512,16,1,0.0131,0.0000,altered_knn,altered_knn,1000,16000,0.3917,0.0000,0.3920,0.0000,0.4473,0.0000,0.0187,0.0000,0.3690,0.0000,0.0356,0.0000,0.2138,0.0000
ddim,512,16,1,0.0131,0.0000,quadratic,quadratic,1000,16000,0.3023,0.0000,0.2971,0.0000,0.4057,0.0000,0.0168,0.0000,0.6929,0.0000,0.0327,0.0000,0.1649,0.0000
ddim,512,16,1,0.0131,0.0000,polar3,polar,1000,16000,0.5758,0.0000,0.5775,0.0000,0.6059,0.0000,0.0555,0.0000,0.4500,0.0000,0.0989,0.0000,0.3382,0.0000
