sampler,seed,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced,weights
ddim,0,512,16,0.0131,knn,knn,1000,16000,0.7375,0.7473,0.7423,0.0000,0.0000,0.0000,0.3737,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,altered_knn,altered_knn,1000,16000,0.3917,0.3920,0.4473,0.0187,0.3690,0.0356,0.2138,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,quadratic,quadratic,1000,16000,0.3023,0.2971,0.4057,0.0168,0.6929,0.0327,0.1649,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
ddim,0,512,16,0.0131,polar3,polar,1000,16000,0.5758,0.5775,0.6059,0.0555,0.4500,0.0989,0.3382,0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
