sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
rk45,2,2,3,0.0107,0.0004,knn,knn,2000,6000,0.9840,0.0011,0.9866,0.0010,0.9913,0.0006,0.3979,0.0205,0.7402,0.0180,0.5174,0.0215,0.7520,0.0111
rk45,2,2,3,0.0107,0.0004,altered_knn,altered_knn,2000,4000,0.9607,0.0092,0.9681,0.0100,0.9792,0.0039,0.0906,0.0091,0.2736,0.0954,0.1315,0.0176,0.5498,0.0067
rk45,2,2,3,0.0107,0.0004,quadratic,quadratic,2000,6000,0.9880,0.0011,0.9924,0.0007,0.9924,0.0008,0.5765,0.0312,0.5787,0.0223,0.5774,0.0254,0.7849,0.0129
rk45,2,2,3,0.0107,0.0004,polar3,polar,2000,6000,0.9954,0.0014,0.9964,0.0012,0.9975,0.0009,0.7458,0.0515,0.9009,0.0249,0.8156,0.0403,0.9060,0.0207
rk45,2,2,3,0.0107,0.0004,knn,knn,5000,15000,0.9903,0.0012,0.9921,0.0009,0.9949,0.0007,0.5426,0.0395,0.8210,0.0320,0.6532,0.0384,0.8226,0.0196
rk45,2,2,3,0.0107,0.0004,altered_knn,altered_knn,5000,10000,0.9748,0.0031,0.9826,0.0031,0.9869,0.0013,0.1433,0.0177,0.2543,0.0363,0.1819,0.0174,0.5822,0.0090
rk45,2,2,3,0.0107,0.0004,quadratic,quadratic,5000,15000,0.9873,0.0014,0.9918,0.0015,0.9917,0.0016,0.5783,0.0171,0.5702,0.0212,0.5741,0.0174,0.7829,0.0082
rk45,2,2,3,0.0107,0.0004,polar3,polar,5000,15000,0.9954,0.0012,0.9965,0.0010,0.9975,0.0008,0.7553,0.0363,0.8968,0.0280,0.8199,0.0320,0.9082,0.0165
rk45,2,2,3,0.0107,0.0004,knn,knn,10000,30000,0.9934,0.0009,0.9949,0.0006,0.9965,0.0006,0.6538,0.0310,0.8500,0.0359,0.7390,0.0323,0.8670,0.0165
rk45,2,2,3,0.0107,0.0004,altered_knn,altered_knn,10000,20000,0.9743,0.0029,0.9818,0.0035,0.9869,0.0014,0.1435,0.0114,0.2798,0.0521,0.1878,0.0170,0.5848,0.0076
