sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
flow,2,2,3,0.0095,0.0006,knn,knn,20000,60000,0.9956,0.0007,0.9967,0.0003,0.9978,0.0003,0.7184,0.0357,0.8862,0.0482,0.7934,0.0401,0.8950,0.0202
flow,2,2,3,0.0095,0.0006,altered_knn,altered_knn,20000,40000,0.9844,0.0020,0.9911,0.0020,0.9921,0.0010,0.2409,0.0356,0.2838,0.0101,0.2587,0.0204,0.6249,0.0112
flow,2,2,3,0.0095,0.0006,quadratic,quadratic,20000,60000,0.9886,0.0003,0.9929,0.0000,0.9928,0.0002,0.5457,0.0087,0.5377,0.0175,0.5415,0.0087,0.7672,0.0043
flow,2,2,3,0.0095,0.0006,quadratic_cal,quadratic,20000,60000,0.9884,0.0001,0.9926,0.0006,0.9927,0.0001,0.5361,0.0314,0.5448,0.0292,0.5388,0.0082,0.7657,0.0043
flow,2,2,3,0.0095,0.0006,polar8,polar,20000,60000,0.9959,0.0007,0.9974,0.0003,0.9979,0.0004,0.7588,0.0325,0.8376,0.0480,0.7961,0.0389,0.8968,0.0196
flow,2,2,3,0.0095,0.0006,polar8_cal,polar,20000,60000,0.9959,0.0007,0.9975,0.0003,0.9979,0.0004,0.7655,0.0350,0.8281,0.0442,0.7954,0.0386,0.8965,0.0195
flow,2,2,3,0.0095,0.0006,knn,knn,50000,150000,0.9960,0.0009,0.9974,0.0004,0.9980,0.0005,0.7630,0.0416,0.8453,0.0582,0.8020,0.0490,0.8997,0.0247
flow,2,2,3,0.0095,0.0006,altered_knn,altered_knn,50000,100000,0.9893,0.0005,0.9966,0.0002,0.9946,0.0003,0.3850,0.0459,0.2216,0.0272,0.2813,0.0341,0.6390,0.0171
flow,2,2,3,0.0095,0.0006,quadratic,quadratic,50000,150000,0.9887,0.0004,0.9930,0.0001,0.9929,0.0003,0.5510,0.0089,0.5405,0.0207,0.5454,0.0088,0.7692,0.0044
flow,2,2,3,0.0095,0.0006,quadratic_cal,quadratic,50000,150000,0.9885,0.0002,0.9928,0.0005,0.9928,0.0002,0.5427,0.0266,0.5450,0.0327,0.5424,0.0079,0.7676,0.0040
flow,2,2,3,0.0095,0.0006,polar8,polar,50000,150000,0.9958,0.0008,0.9973,0.0004,0.9978,0.0004,0.7535,0.0398,0.8383,0.0479,0.7935,0.0421,0.8954,0.0212
flow,2,2,3,0.0095,0.0006,polar8_cal,polar,50000,150000,0.9958,0.0007,0.9974,0.0003,0.9978,0.0004,0.7622,0.0371,0.8280,0.0463,0.7936,0.0401,0.8955,0.0202
flow,2,2,3,0.0095,0.0006,knn,knn,100000,300000,0.9961,0.0008,0.9978,0.0004,0.9980,0.0005,0.7838,0.0452,0.8249,0.0455,0.8038,0.0449,0.9008,0.0227
flow,2,2,3,0.0095,0.0006,altered_knn,altered_knn,100000,200000,0.9899,0.0006,0.9979,0.0004,0.9949,0.0003,0.4085,0.1270,0.1473,0.0505,0.2165,0.0724,0.6072,0.0364
flow,2,2,3,0.0095,0.0006,quadratic,quadratic,100000,300000,0.9907,0.0005,0.9949,0.0004,0.9949,0.0006,0.5533,0.0107,0.5538,0.0233,0.5530,0.0075,0.7740,0.0039
flow,2,2,3,0.0095,0.0006,quadratic_cal,quadratic,100000,300000,0.9904,0.0003,0.9945,0.0006,0.9947,0.0005,0.5387,0.0299,0.5624,0.0365,0.5483,0.0055,0.7714,0.0029
flow,2,2,3,0.0095,0.0006,polar8,polar,100000,300000,0.9958,0.0007,0.9973,0.0003,0.9978,0.0004,0.7546,0.0369,0.8291,0.0456,0.7899,0.0391,0.8936,0.0197
flow,2,2,3,0.0095,0.0006,polar8_cal,polar,100000,300000,0.9958,0.0007,0.9974,0.0003,0.9978,0.0004,0.7579,0.0302,0.8272,0.0453,0.7909,0.0366,0.8941,0.0185
flow,2,4,3,0.0106,0.0004,knn,knn,20000,120000,0.9908,0.0021,0.9932,0.0016,0.9948,0.0015,0.5963,0.0449,0.7661,0.0544,0.6706,0.0491,0.8319,0.0252
flow,2,4,3,0.0106,0.0004,altered_knn,altered_knn,20000,80000,0.9833,0.0023,0.9904,0.0024,0.9911,0.0014,0.2937,0.0298,0.3256,0.0315,0.3070,0.0205,0.6487,0.0107
flow,2,4,3,0.0106,0.0004,quadratic,quadratic,20000,120000,0.9332,0.0096,0.9387,0.0101,0.9434,0.0076,0.2291,0.0306,0.4240,0.0621,0.2924,0.0120,0.6155,0.0109
flow,2,4,3,0.0106,0.0004,quadratic_cal,quadratic,20000,120000,0.9393,0.0063,0.9458,0.0060,0.9456,0.0067,0.3587,0.0409,0.3332,0.0203,0.3435,0.0194,0.6447,0.0073
flow,2,4,3,0.0106,0.0004,polar8,polar,20000,120000,0.9903,0.0028,0.9924,0.0024,0.9944,0.0020,0.5819,0.0605,0.7965,0.0387,0.6719,0.0538,0.8322,0.0280
flow,2,4,3,0.0106,0.0004,polar8_cal,polar,20000,120000,0.9915,0.0021,0.9950,0.0016,0.9948,0.0018,0.6954,0.0416,0.6625,0.0481,0.6776,0.0383,0.8363,0.0200
flow,2,4,3,0.0106,0.0004,knn,knn,50000,300000,0.9919,0.0021,0.9948,0.0016,0.9952,0.0016,0.6750,0.0479,0.7166,0.0490,0.6952,0.0484,0.8450,0.0249
flow,2,4,3,0.0106,0.0004,altered_knn,altered_knn,50000,200000,0.9856,0.0016,0.9927,0.0014,0.9922,0.0012,0.3530,0.0420,0.3210,0.0429,0.3359,0.0415,0.6643,0.0210
flow,2,4,3,0.0106,0.0004,quadratic,quadratic,50000,300000,0.9393,0.0086,0.9445,0.0090,0.9515,0.0072,0.1934,0.0061,0.4541,0.0492,0.2702,0.0036,0.6073,0.0033
flow,2,4,3,0.0106,0.0004,quadratic_cal,quadratic,50000,300000,0.9467,0.0059,0.9533,0.0056,0.9528,0.0062,0.3780,0.0402,0.3379,0.0146,0.3550,0.0146,0.6542,0.0045
flow,2,4,3,0.0106,0.0004,polar8,polar,50000,300000,0.9907,0.0026,0.9931,0.0022,0.9946,0.0019,0.6038,0.0514,0.7709,0.0523,0.6768,0.0510,0.8349,0.0264
flow,2,4,3,0.0106,0.0004,polar8_cal,polar,50000,300000,0.9918,0.0019,0.9952,0.0015,0.9949,0.0017,0.7144,0.0411,0.6750,0.0382,0.6934,0.0328,0.8443,0.0170
