process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,150,1500,0.9787,analytic,analytic,0.9829,0.9928,0.9897,0.5427,0.3080,0.3929,0.6929
flow,2,2,150,0.0144,150,1500,0.9787,knn,knn,0.9603,0.9675,0.9726,0.2751,0.4740,0.3482,0.6578
flow,2,2,150,0.0144,150,1500,0.9787,altered_knn,altered_knn,0.9232,0.9307,0.9540,0.0934,0.4048,0.1518,0.5413
flow,2,2,150,0.0144,150,1500,0.9787,kernel,kernel,0.9664,0.9743,0.9742,0.4316,0.4256,0.4286,0.7015
flow,2,2,150,0.0144,150,1500,0.9787,linear,linear,0.6944,0.6963,0.8176,0.0268,0.5709,0.0512,0.3737
flow,2,2,150,0.0144,150,1500,0.9787,quadratic,quadratic,0.9798,0.9885,0.9875,0.4538,0.3910,0.4201,0.7043
flow,2,2,150,0.0144,150,1500,0.9787,polar2,polar,0.9827,0.9905,0.9895,0.5198,0.4533,0.4843,0.7374
flow,2,2,150,0.0144,150,1500,0.9787,polar3,polar,0.9825,0.9907,0.9896,0.5000,0.4221,0.4578,0.7243
flow,2,2,150,0.0144,150,1500,0.9787,polar8,polar,0.9822,0.9906,0.9893,0.5000,0.4118,0.4516,0.7211
flow,2,2,150,0.0144,150,1500,0.9787,mlp,mlp,0.9834,0.9915,0.9898,0.5656,0.4325,0.4902,0.7409
flow,2,4,150,0.0151,150,3000,0.8687,analytic,analytic,0.9735,0.9841,0.9810,0.4830,0.2815,0.3556,0.6699
flow,2,4,150,0.0151,150,3000,0.8687,knn,knn,0.9268,0.9355,0.9454,0.1488,0.3543,0.2096,0.5726
flow,2,4,150,0.0151,150,3000,0.8687,altered_knn,altered_knn,0.9216,0.9355,0.9306,0.0682,0.0199,0.0308,0.4831
flow,2,4,150,0.0151,150,3000,0.8687,kernel,kernel,0.9335,0.9426,0.9520,0.1472,0.3377,0.2050,0.5738
flow,2,4,150,0.0151,150,3000,0.8687,linear,linear,0.1878,0.1793,0.2628,0.0137,0.7417,0.0269,0.1031
flow,2,4,150,0.0151,150,3000,0.8687,quadratic,quadratic,0.9487,0.9577,0.9615,0.2368,0.3576,0.2850,0.6213
flow,2,4,150,0.0151,150,3000,0.8687,polar2,polar,0.9395,0.9484,0.9588,0.1481,0.3609,0.2100,0.5792
flow,2,4,150,0.0151,150,3000,0.8687,polar3,polar,0.9550,0.9636,0.9698,0.2166,0.3974,0.2804,0.6220
flow,2,4,150,0.0151,150,3000,0.8687,polar8,polar,0.9616,0.9705,0.9744,0.2516,0.3841,0.3041,0.6373
flow,2,4,150,0.0151,150,3000,0.8687,mlp,mlp,0.9688,0.9788,0.9777,0.3643,0.3113,0.3357,0.6573
flow,2,8,150,0.0299,150,6000,0.8298,analytic,analytic,0.8941,0.9163,0.9075,0.4836,0.1722,0.2540,0.5852
flow,2,8,150,0.0299,150,6000,0.8298,knn,knn,0.8609,0.8761,0.8880,0.1943,0.3679,0.2543,0.5652
flow,2,8,150,0.0299,150,6000,0.8298,altered_knn,altered_knn,0.8632,0.8883,0.8759,0.4366,0.0518,0.0927,0.4905
flow,2,8,150,0.0299,150,6000,0.8298,kernel,kernel,0.0299,0.0000,0.0000,0.0299,1.0000,0.0581,0.0290
flow,2,8,150,0.0299,150,6000,0.8298,linear,linear,0.0961,0.0748,0.1198,0.0257,0.7893,0.0498,0.0623
flow,2,8,150,0.0299,150,6000,0.8298,quadratic,quadratic,0.8522,0.8663,0.8882,0.1550,0.3946,0.2225,0.5444
flow,2,8,150,0.0299,150,6000,0.8298,polar2,polar,0.8390,0.8532,0.8722,0.1519,0.3796,0.2170,0.5351
flow,2,8,150,0.0299,150,6000,0.8298,polar3,polar,0.8715,0.8877,0.8957,0.2103,0.3428,0.2606,0.5742
flow,2,8,150,0.0299,150,6000,0.8298,polar8,polar,0.8908,0.9083,0.9081,0.3169,0.3227,0.3198,0.6141
flow,2,8,150,0.0299,150,6000,0.8298,mlp,mlp,0.8940,0.9138,0.9068,0.4646,0.2525,0.3272,0.6205
flow,2,16,150,0.0193,150,12000,0.8636,analytic,analytic,0.8765,0.8895,0.8851,0.4645,0.2202,0.2988,0.5941
flow,2,16,150,0.0193,150,12000,0.8636,knn,knn,0.8321,0.8404,0.8557,0.1511,0.4145,0.2215,0.5309
flow,2,16,150,0.0193,150,12000,0.8636,altered_knn,altered_knn,0.8203,0.8324,0.8552,0.0568,0.2073,0.0891,0.4608
flow,2,16,150,0.0193,150,12000,0.8636,kernel,kernel,0.0193,0.0000,0.0000,0.0193,1.0000,0.0379,0.0189
