process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,50,1500,0.9233,analytic,analytic,0.9819,0.9938,0.9892,0.4766,0.1765,0.2576,0.6257
flow,2,2,150,0.0144,50,1500,0.9233,knn,knn,0.9598,0.9652,0.9728,0.2855,0.5917,0.3851,0.6752
flow,2,2,150,0.0144,50,1500,0.9233,altered_knn,altered_knn,0.9314,0.9407,0.9572,0.0896,0.3010,0.1381,0.5394
flow,2,2,150,0.0144,50,1500,0.9233,kernel,kernel,0.9643,0.9704,0.9736,0.3804,0.5502,0.4498,0.7101
flow,2,2,150,0.0144,50,1500,0.9233,linear,linear,0.7071,0.7091,0.8266,0.0280,0.5709,0.0533,0.3812
flow,2,2,150,0.0144,50,1500,0.9233,quadratic,quadratic,0.9761,0.9837,0.9856,0.3624,0.4602,0.4055,0.6946
flow,2,2,150,0.0144,50,1500,0.9233,polar2,polar,0.9789,0.9857,0.9876,0.4077,0.5121,0.4540,0.7199
flow,2,2,150,0.0144,50,1500,0.9233,polar3,polar,0.9791,0.9861,0.9878,0.4050,0.5017,0.4482,0.7172
flow,2,2,150,0.0144,50,1500,0.9233,polar8,polar,0.9791,0.9865,0.9878,0.4059,0.4775,0.4388,0.7126
flow,2,2,150,0.0144,50,1500,0.9233,mlp,mlp,0.9799,0.9868,0.9880,0.4370,0.5156,0.4730,0.7299
flow,2,4,150,0.0151,50,3000,0.7813,analytic,analytic,0.9719,0.9836,0.9804,0.3757,0.2152,0.2737,0.6286
flow,2,4,150,0.0151,50,3000,0.7813,knn,knn,0.9225,0.9302,0.9433,0.1470,0.4172,0.2174,0.5738
flow,2,4,150,0.0151,50,3000,0.7813,altered_knn,altered_knn,0.9140,0.9266,0.9283,0.0763,0.0960,0.0850,0.5058
flow,2,4,150,0.0151,50,3000,0.7813,kernel,kernel,0.9286,0.9367,0.9482,0.1533,0.3974,0.2212,0.5789
flow,2,4,150,0.0151,50,3000,0.7813,linear,linear,0.2123,0.2043,0.2893,0.0139,0.7318,0.0273,0.1158
flow,2,4,150,0.0151,50,3000,0.7813,quadratic,quadratic,0.9446,0.9531,0.9598,0.2038,0.3874,0.2671,0.6101
flow,2,4,150,0.0151,50,3000,0.7813,polar2,polar,0.9345,0.9420,0.9544,0.1636,0.4470,0.2396,0.5908
flow,2,4,150,0.0151,50,3000,0.7813,polar3,polar,0.9489,0.9558,0.9648,0.2244,0.5000,0.3097,0.6328
flow,2,4,150,0.0151,50,3000,0.7813,polar8,polar,0.9574,0.9649,0.9710,0.2572,0.4702,0.3326,0.6487
flow,2,4,150,0.0151,50,3000,0.7813,mlp,mlp,0.9631,0.9716,0.9729,0.3473,0.4106,0.3763,0.6739
flow,2,8,150,0.0299,50,6000,0.7375,analytic,analytic,0.8880,0.9117,0.9034,0.3365,0.1171,0.1737,0.5427
flow,2,8,150,0.0299,50,6000,0.7375,knn,knn,0.8591,0.8727,0.8850,0.2140,0.4197,0.2835,0.5781
flow,2,8,150,0.0299,50,6000,0.7375,altered_knn,altered_knn,0.8586,0.8838,0.8706,0.4561,0.0435,0.0794,0.4816
flow,2,8,150,0.0299,50,6000,0.7375,kernel,kernel,0.0299,0.0000,0.0000,0.0299,1.0000,0.0581,0.0290
flow,2,8,150,0.0299,50,6000,0.7375,linear,linear,0.1098,0.0895,0.1385,0.0256,0.7709,0.0495,0.0695
flow,2,8,150,0.0299,50,6000,0.7375,quadratic,quadratic,0.8551,0.8676,0.8911,0.1674,0.4498,0.2440,0.5558
flow,2,8,150,0.0299,50,6000,0.7375,polar2,polar,0.8383,0.8507,0.8702,0.1688,0.4365,0.2435,0.5471
flow,2,8,150,0.0299,50,6000,0.7375,polar3,polar,0.8719,0.8861,0.8943,0.2472,0.4130,0.3093,0.5977
flow,2,8,150,0.0299,50,6000,0.7375,polar8,polar,0.8848,0.9009,0.9017,0.3244,0.3629,0.3425,0.6217
flow,2,8,150,0.0299,50,6000,0.7375,mlp,mlp,0.8872,0.9056,0.8996,0.4543,0.2910,0.3547,0.6302
flow,2,16,150,0.0193,50,12000,0.7976,analytic,analytic,0.8745,0.8881,0.8841,0.3550,0.1839,0.2423,0.5652
flow,2,16,150,0.0193,50,12000,0.7976,knn,knn,0.8298,0.8375,0.8549,0.1481,0.4404,0.2216,0.5296
flow,2,16,150,0.0193,50,12000,0.7976,altered_knn,altered_knn,0.7951,0.8058,0.8467,0.0440,0.2565,0.0751,0.4404
flow,2,16,150,0.0193,50,12000,0.7976,kernel,kernel,0.0193,0.0000,0.0000,0.0193,1.0000,0.0379,0.0189
flow,2,16,150,0.0193,50,12000,0.7976,linear,linear,0.0351,0.0209,0.0401,0.0151,0.7591,0.0295,0.0252
flow,2,16,150,0.0193,50,12000,0.7976,quadratic,quadratic,0.7831,0.7874,0.8439,0.0720,0.5622,0.1277,0.4576
flow,2,16,150,0.0193,50,12000,0.7976,polar2,polar,0.8499,0.8585,0.8650,0.2391,0.4119,0.3026,0.5805
flow,2,16,150,0.0193,50,12000,0.7976,polar3,polar,0.8677,0.8767,0.8802,0.2912,0.4119,0.3412,0.6090
flow,2,16,150,0.0193,50,12000,0.7976,polar8,polar,0.8749,0.8847,0.8860,0.3281,0.3756,0.3502,0.6175
flow,2,16,150,0.0193,50,12000,0.7976,mlp,mlp,0.8687,0.8791,0.8787,0.3819,0.3394,0.3594,0.6193
flow,4,2,150,0.0192,50,1500,0.9287,analytic,analytic,0.9523,0.9672,0.9603,0.7100,0.1854,0.2940,0.6306
flow,4,2,150,0.0192,50,1500,0.9287,knn,knn,0.8687,0.8808,0.8755,0.6644,0.2533,0.3667,0.6237
flow,4,2,150,0.0192,50,1500,0.9287,altered_knn,altered_knn,0.8894,0.9034,0.9232,0.0544,0.1723,0.0827,0.4930
flow,4,2,150,0.0192,50,1500,0.9287,kernel,kernel,0.8802,0.8927,0.8865,0.8273,0.2376,0.3692,0.6310
flow,4,2,150,0.0192,50,1500,0.9287,linear,linear,0.6889,0.6942,0.8151,0.0258,0.4151,0.0487,0.3715
flow,4,2,150,0.0192,50,1500,0.9287,quadratic,quadratic,0.9513,0.9602,0.9580,0.6475,0.4987,0.5634,0.7618
flow,4,2,150,0.0192,50,1500,0.9287,polar2,polar,0.9548,0.9614,0.9610,0.6398,0.6214,0.6305,0.7959
flow,4,2,150,0.0192,50,1500,0.9287,polar3,polar,0.9550,0.9613,0.9615,0.6215,0.6345,0.6279,0.7946
flow,4,2,150,0.0192,50,1500,0.9287,polar8,polar,0.9562,0.9644,0.9639,0.5659,0.5379,0.5515,0.7580
flow,4,2,150,0.0192,50,1500,0.9287,mlp,mlp,0.9554,0.9619,0.9624,0.5906,0.6214,0.6056,0.7838
flow,4,4,150,0.0138,50,3000,0.8397,analytic,analytic,0.9148,0.9251,0.9221,0.4237,0.1812,0.2538,0.5895
flow,4,4,150,0.0138,50,3000,0.8397,knn,knn,0.7587,0.7640,0.7698,0.2286,0.3768,0.2845,0.5243
flow,4,4,150,0.0138,50,3000,0.8397,altered_knn,altered_knn,0.8345,0.8453,0.8526,0.0274,0.0580,0.0373,0.4413
flow,4,4,150,0.0138,50,3000,0.8397,kernel,kernel,0.8022,0.8084,0.8103,0.4255,0.3623,0.3914,0.5999
flow,4,4,150,0.0138,50,3000,0.8397,linear,linear,0.2591,0.2544,0.3485,0.0113,0.6014,0.0221,0.1382
flow,4,4,150,0.0138,50,3000,0.8397,quadratic,quadratic,0.9039,0.9097,0.9117,0.3716,0.4928,0.4237,0.6667
flow,4,4,150,0.0138,50,3000,0.8397,polar2,polar,0.9098,0.9139,0.9193,0.3154,0.6159,0.4172,0.6655
flow,4,4,150,0.0138,50,3000,0.8397,polar3,polar,0.9141,0.9182,0.9231,0.3301,0.6232,0.4316,0.6749
flow,4,4,150,0.0138,50,3000,0.8397,polar8,polar,0.9185,0.9229,0.9274,0.3408,0.6051,0.4360,0.6795
flow,4,4,150,0.0138,50,3000,0.8397,mlp,mlp,0.9194,0.9239,0.9286,0.3381,0.5978,0.4319,0.6779
flow,4,8,150,0.0158,50,6000,0.7997,analytic,analytic,0.9358,0.9482,0.9439,0.3704,0.1587,0.2222,0.5852
flow,4,8,150,0.0158,50,6000,0.7997,knn,knn,0.7152,0.7207,0.7450,0.0740,0.3746,0.1236,0.4221
flow,4,8,150,0.0158,50,6000,0.7997,altered_knn,altered_knn,0.8198,0.8311,0.8380,0.0572,0.1175,0.0769,0.4540
flow,4,8,150,0.0158,50,6000,0.7997,kernel,kernel,0.0158,0.0000,0.0000,0.0158,1.0000,0.0310,0.0155
flow,4,8,150,0.0158,50,6000,0.7997,linear,linear,0.1420,0.1320,0.2038,0.0141,0.7683,0.0276,0.0798
flow,4,8,150,0.0158,50,6000,0.7997,quadratic,quadratic,0.8936,0.9015,0.9057,0.2470,0.3968,0.3045,0.6030
