process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,350,1500,0.9900,analytic,analytic,0.9830,0.9925,0.9897,0.5424,0.3322,0.4120,0.7023
flow,2,2,150,0.0144,350,1500,0.9900,knn,knn,0.9601,0.9675,0.9723,0.2727,0.4567,0.3415,0.6545
flow,2,2,150,0.0144,350,1500,0.9900,altered_knn,altered_knn,0.9371,0.9478,0.9582,0.0822,0.2042,0.1172,0.5325
flow,2,2,150,0.0144,350,1500,0.9900,kernel,kernel,0.9666,0.9751,0.9743,0.4358,0.3875,0.4103,0.6927
flow,2,2,150,0.0144,350,1500,0.9900,linear,linear,0.6913,0.6931,0.8154,0.0265,0.5709,0.0507,0.3719
flow,2,2,150,0.0144,350,1500,0.9900,quadratic,quadratic,0.9802,0.9894,0.9876,0.4676,0.3495,0.4000,0.6947
flow,2,2,150,0.0144,350,1500,0.9900,polar2,polar,0.9828,0.9912,0.9896,0.5268,0.4083,0.4600,0.7256
flow,2,2,150,0.0144,350,1500,0.9900,polar3,polar,0.9827,0.9913,0.9897,0.5112,0.3945,0.4453,0.7183
flow,2,2,150,0.0144,350,1500,0.9900,polar8,polar,0.9825,0.9916,0.9895,0.5122,0.3633,0.4251,0.7083
flow,2,2,150,0.0144,350,1500,0.9900,mlp,mlp,0.9833,0.9921,0.9897,0.5663,0.3841,0.4577,0.7249
flow,2,4,150,0.0151,350,3000,0.9123,analytic,analytic,0.9728,0.9831,0.9806,0.4478,0.2980,0.3579,0.6705
flow,2,4,150,0.0151,350,3000,0.9123,knn,knn,0.9283,0.9373,0.9466,0.1503,0.3444,0.2093,0.5733
flow,2,4,150,0.0151,350,3000,0.9123,altered_knn,altered_knn,0.9076,0.9178,0.9301,0.0897,0.2450,0.1313,0.5245
flow,2,4,150,0.0151,350,3000,0.9123,kernel,kernel,0.9337,0.9429,0.9523,0.1470,0.3377,0.2048,0.5739
flow,2,4,150,0.0151,350,3000,0.9123,linear,linear,0.1810,0.1723,0.2551,0.0136,0.7450,0.0268,0.0995
flow,2,4,150,0.0151,350,3000,0.9123,quadratic,quadratic,0.9488,0.9581,0.9611,0.2452,0.3411,0.2853,0.6217
flow,2,4,150,0.0151,350,3000,0.9123,polar2,polar,0.9408,0.9500,0.9597,0.1445,0.3377,0.2024,0.5762
flow,2,4,150,0.0151,350,3000,0.9123,polar3,polar,0.9566,0.9655,0.9709,0.2201,0.3775,0.2780,0.6218
flow,2,4,150,0.0151,350,3000,0.9123,polar8,polar,0.9627,0.9714,0.9753,0.2609,0.3974,0.3150,0.6432
flow,2,4,150,0.0151,350,3000,0.9123,mlp,mlp,0.9683,0.9783,0.9777,0.3417,0.3146,0.3276,0.6530
flow,2,8,150,0.0299,350,6000,0.8763,analytic,analytic,0.8955,0.9169,0.9083,0.5193,0.2023,0.2912,0.6041
flow,2,8,150,0.0299,350,6000,0.8763,knn,knn,0.8603,0.8767,0.8875,0.1824,0.3294,0.2348,0.5557
flow,2,8,150,0.0299,350,6000,0.8763,altered_knn,altered_knn,0.8632,0.8887,0.8763,0.3188,0.0368,0.0660,0.4773
flow,2,8,150,0.0299,350,6000,0.8763,kernel,kernel,0.0299,0.0000,0.0000,0.0299,1.0000,0.0581,0.0290
flow,2,8,150,0.0299,350,6000,0.8763,linear,linear,0.0921,0.0705,0.1141,0.0258,0.7943,0.0499,0.0602
flow,2,8,150,0.0299,350,6000,0.8763,quadratic,quadratic,0.8503,0.8646,0.8861,0.1539,0.3880,0.2204,0.5425
flow,2,8,150,0.0299,350,6000,0.8763,polar2,polar,0.8381,0.8526,0.8718,0.1464,0.3679,0.2094,0.5310
flow,2,8,150,0.0299,350,6000,0.8763,polar3,polar,0.8697,0.8864,0.8946,0.2008,0.3294,0.2495,0.5679
flow,2,8,150,0.0299,350,6000,0.8763,polar8,polar,0.8916,0.9092,0.9090,0.3152,0.3194,0.3173,0.6132
flow,2,8,150,0.0299,350,6000,0.8763,mlp,mlp,0.8945,0.9150,0.9078,0.4448,0.2291,0.3024,0.6087
flow,2,16,150,0.0193,350,12000,0.8932,analytic,analytic,0.8772,0.8900,0.8855,0.4943,0.2254,0.3096,0.5998
flow,2,16,150,0.0193,350,12000,0.8932,knn,knn,0.8295,0.8381,0.8533,0.1434,0.3912,0.2099,0.5240
flow,2,16,150,0.0193,350,12000,0.8932,altered_knn,altered_knn,0.7904,0.7994,0.8468,0.0506,0.3342,0.0880,0.4437
flow,2,16,150,0.0193,350,12000,0.8932,kernel,kernel,0.0193,0.0000,0.0000,0.0193,1.0000,0.0379,0.0189
flow,2,16,150,0.0193,350,12000,0.8932,linear,linear,0.0255,0.0105,0.0205,0.0154,0.7876,0.0303,0.0204
flow,2,16,150,0.0193,350,12000,0.8932,quadratic,quadratic,0.7781,0.7833,0.8411,0.0640,0.5130,0.1139,0.4486
flow,2,16,150,0.0193,350,12000,0.8932,polar2,polar,0.8494,0.8589,0.8634,0.2461,0.3679,0.2949,0.5769
flow,2,16,150,0.0193,350,12000,0.8932,polar3,polar,0.8674,0.8776,0.8792,0.2876,0.3472,0.3146,0.5961
flow,2,16,150,0.0193,350,12000,0.8932,polar8,polar,0.8749,0.8859,0.8853,0.3398,0.3187,0.3289,0.6074
flow,2,16,150,0.0193,350,12000,0.8932,mlp,mlp,0.8665,0.8786,0.8763,0.3865,0.2513,0.3046,0.5916
flow,4,2,150,0.0192,350,1500,0.9907,analytic,analytic,0.9550,0.9669,0.9615,0.8121,0.3499,0.4891,0.7280
flow,4,2,150,0.0192,350,1500,0.9907,knn,knn,0.8560,0.8702,0.8632,0.7692,0.1305,0.2232,0.5467
