sampler,seed,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,0,2,2,0.0094,knn,knn,20000,60000,0.9950,0.9965,0.9974,0.7016,0.8355,0.7627,0.8796
flow,0,2,2,0.0094,altered_knn,altered_knn,20000,40000,0.9818,0.9883,0.9908,0.1923,0.2918,0.2318,0.6101
flow,0,2,2,0.0094,quadratic,quadratic,20000,60000,0.9884,0.9929,0.9926,0.5449,0.5146,0.5293,0.7611
flow,0,2,2,0.0094,quadratic_cal,quadratic,20000,60000,0.9884,0.9929,0.9926,0.5447,0.5172,0.5306,0.7617
flow,0,2,2,0.0094,polar8,polar,20000,60000,0.9950,0.9971,0.9974,0.7330,0.7719,0.7519,0.8745
flow,0,2,2,0.0094,polar8_cal,polar,20000,60000,0.9950,0.9971,0.9974,0.7335,0.7666,0.7497,0.8734
flow,0,2,2,0.0094,knn,knn,50000,150000,0.9950,0.9970,0.9974,0.7279,0.7878,0.7567,0.8769
flow,0,2,2,0.0094,altered_knn,altered_knn,50000,100000,0.9887,0.9963,0.9943,0.3348,0.1963,0.2475,0.6219
flow,0,2,2,0.0094,quadratic,quadratic,50000,150000,0.9884,0.9929,0.9925,0.5543,0.5146,0.5337,0.7633
flow,0,2,2,0.0094,quadratic_cal,quadratic,50000,150000,0.9882,0.9927,0.9925,0.5462,0.5172,0.5313,0.7620
flow,0,2,2,0.0094,polar8,polar,50000,150000,0.9950,0.9971,0.9974,0.7282,0.7745,0.7506,0.8739
flow,0,2,2,0.0094,polar8_cal,polar,50000,150000,0.9951,0.9972,0.9974,0.7386,0.7719,0.7549,0.8760
flow,0,2,2,0.0094,knn,knn,100000,300000,0.9952,0.9973,0.9975,0.7481,0.7719,0.7598,0.8786
flow,0,2,2,0.0094,altered_knn,altered_knn,100000,200000,0.9890,0.9975,0.9944,0.2923,0.1008,0.1499,0.5737
flow,0,2,2,0.0094,quadratic,quadratic,100000,300000,0.9900,0.9944,0.9941,0.5609,0.5252,0.5425,0.7684
flow,0,2,2,0.0094,quadratic_cal,quadratic,100000,300000,0.9900,0.9944,0.9941,0.5629,0.5225,0.5420,0.7682
flow,0,2,2,0.0094,polar8,polar,100000,300000,0.9950,0.9971,0.9974,0.7323,0.7692,0.7503,0.8737
flow,0,2,2,0.0094,polar8_cal,polar,100000,300000,0.9950,0.9971,0.9974,0.7305,0.7692,0.7494,0.8732
flow,100,2,2,0.0088,knn,knn,20000,60000,0.9952,0.9964,0.9976,0.6823,0.8665,0.7635,0.8799
flow,100,2,2,0.0088,altered_knn,altered_knn,20000,40000,0.9860,0.9921,0.9929,0.2554,0.3011,0.2764,0.6343
flow,100,2,2,0.0088,quadratic,quadratic,20000,60000,0.9890,0.9928,0.9930,0.5370,0.5568,0.5467,0.7698
flow,100,2,2,0.0088,quadratic_cal,quadratic,20000,60000,0.9882,0.9918,0.9926,0.4928,0.5852,0.5351,0.7634
flow,100,2,2,0.0088,polar8,polar,20000,60000,0.9959,0.9973,0.9978,0.7431,0.8381,0.7877,0.8925
flow,100,2,2,0.0088,polar8_cal,polar,20000,60000,0.9959,0.9974,0.9978,0.7513,0.8324,0.7898,0.8936
flow,100,2,2,0.0088,knn,knn,50000,150000,0.9960,0.9975,0.9980,0.7468,0.8295,0.7860,0.8917
flow,100,2,2,0.0088,altered_knn,altered_knn,50000,100000,0.9896,0.9962,0.9948,0.3660,0.2443,0.2930,0.6446
flow,100,2,2,0.0088,quadratic,quadratic,50000,150000,0.9893,0.9930,0.9932,0.5408,0.5653,0.5528,0.7729
flow,100,2,2,0.0088,quadratic_cal,quadratic,50000,150000,0.9887,0.9922,0.9929,0.5086,0.5909,0.5466,0.7694
flow,100,2,2,0.0088,polar8,polar,50000,150000,0.9956,0.9970,0.9977,0.7248,0.8381,0.7773,0.8872
flow,100,2,2,0.0088,polar8_cal,polar,50000,150000,0.9958,0.9973,0.9978,0.7399,0.8324,0.7834,0.8903
flow,100,2,2,0.0088,knn,knn,100000,300000,0.9961,0.9976,0.9980,0.7599,0.8182,0.7880,0.8928
flow,100,2,2,0.0088,altered_knn,altered_knn,100000,200000,0.9903,0.9980,0.9951,0.3710,0.1307,0.1933,0.5956
flow,100,2,2,0.0088,quadratic,quadratic,100000,300000,0.9912,0.9949,0.9952,0.5381,0.5824,0.5593,0.7771
flow,100,2,2,0.0088,quadratic_cal,quadratic,100000,300000,0.9904,0.9938,0.9948,0.4965,0.6108,0.5478,0.7708
flow,100,2,2,0.0088,polar8,polar,100000,300000,0.9958,0.9972,0.9978,0.7387,0.8352,0.7840,0.8906
flow,100,2,2,0.0088,polar8_cal,polar,100000,300000,0.9959,0.9974,0.9979,0.7500,0.8352,0.7903,0.8938
flow,200,2,2,0.0102,knn,knn,20000,60000,0.9965,0.9970,0.9982,0.7674,0.9461,0.8474,0.9222
flow,200,2,2,0.0102,altered_knn,altered_knn,20000,40000,0.9852,0.9926,0.9925,0.2730,0.2696,0.2713,0.6319
flow,200,2,2,0.0102,quadratic,quadratic,20000,60000,0.9883,0.9929,0.9928,0.5556,0.5392,0.5473,0.7701
flow,200,2,2,0.0102,quadratic_cal,quadratic,20000,60000,0.9885,0.9932,0.9929,0.5696,0.5319,0.5501,0.7716
flow,200,2,2,0.0102,polar8,polar,20000,60000,0.9967,0.9978,0.9983,0.8053,0.8922,0.8465,0.9221
flow,200,2,2,0.0102,polar8_cal,polar,20000,60000,0.9967,0.9980,0.9984,0.8159,0.8799,0.8467,0.9223
flow,200,2,2,0.0102,knn,knn,50000,150000,0.9972,0.9980,0.9986,0.8268,0.9240,0.8727,0.9353
flow,200,2,2,0.0102,altered_knn,altered_knn,50000,100000,0.9890,0.9967,0.9945,0.4353,0.2475,0.3156,0.6562
flow,200,2,2,0.0102,quadratic,quadratic,50000,150000,0.9885,0.9932,0.9930,0.5612,0.5392,0.5500,0.7716
flow,200,2,2,0.0102,quadratic_cal,quadratic,50000,150000,0.9887,0.9935,0.9930,0.5722,0.5245,0.5473,0.7704
flow,200,2,2,0.0102,polar8,polar,50000,150000,0.9968,0.9978,0.9984,0.8084,0.8995,0.8515,0.9247
flow,200,2,2,0.0102,polar8_cal,polar,50000,150000,0.9967,0.9980,0.9984,0.8159,0.8799,0.8467,0.9223
flow,200,2,2,0.0102,knn,knn,100000,300000,0.9973,0.9984,0.9986,0.8518,0.8873,0.8691,0.9338
flow,200,2,2,0.0102,altered_knn,altered_knn,100000,200000,0.9905,0.9984,0.9952,0.5894,0.2181,0.3184,0.6584
flow,200,2,2,0.0102,quadratic,quadratic,100000,300000,0.9909,0.9955,0.9954,0.5622,0.5539,0.5580,0.7767
flow,200,2,2,0.0102,quadratic_cal,quadratic,100000,300000,0.9908,0.9954,0.9953,0.5567,0.5539,0.5553,0.7753
flow,200,2,2,0.0102,polar8,polar,100000,300000,0.9966,0.9978,0.9983,0.8031,0.8799,0.8398,0.9188
flow,200,2,2,0.0102,polar8_cal,polar,100000,300000,0.9965,0.9977,0.9983,0.8000,0.8824,0.8392,0.9184
flow,0,2,4,0.0109,knn,knn,20000,120000,0.9885,0.9912,0.9929,0.5675,0.7437,0.6438,0.8175
flow,0,2,4,0.0109,altered_knn,altered_knn,20000,80000,0.9799,0.9867,0.9890,0.2551,0.3621,0.2993,0.6430
flow,0,2,4,0.0109,quadratic,quadratic,20000,120000,0.9239,0.9285,0.9372,0.1906,0.5092,0.2774,0.6029
flow,0,2,4,0.0109,quadratic_cal,quadratic,20000,120000,0.9356,0.9425,0.9415,0.3841,0.3046,0.3397,0.6411
flow,0,2,4,0.0109,polar8,polar,20000,120000,0.9868,0.9893,0.9919,0.5200,0.7632,0.6185,0.8039
flow,0,2,4,0.0109,polar8_cal,polar,20000,120000,0.9889,0.9931,0.9924,0.6983,0.6011,0.6461,0.8196
flow,0,2,4,0.0109,knn,knn,50000,300000,0.9896,0.9930,0.9933,0.6528,0.6851,0.6685,0.8308
flow,0,2,4,0.0109,altered_knn,altered_knn,50000,200000,0.9836,0.9907,0.9908,0.3367,0.3414,0.3390,0.6649
flow,0,2,4,0.0109,quadratic,quadratic,50000,300000,0.9326,0.9373,0.9463,0.1884,0.5115,0.2754,0.6063
flow,0,2,4,0.0109,quadratic_cal,quadratic,50000,300000,0.9436,0.9505,0.9493,0.4150,0.3172,0.3596,0.6550
flow,0,2,4,0.0109,polar8,polar,50000,300000,0.9873,0.9899,0.9920,0.5402,0.7483,0.6275,0.8087
flow,0,2,4,0.0109,polar8_cal,polar,50000,300000,0.9896,0.9935,0.9928,0.7262,0.6310,0.6753,0.8344
flow,0,2,4,0.0109,knn,knn,100000,600000,0.9900,0.9936,0.9933,0.7141,0.6632,0.6877,0.8407
flow,0,2,4,0.0109,altered_knn,altered_knn,100000,400000,0.9849,0.9930,0.9910,0.3922,0.2425,0.2997,0.6464
flow,0,2,4,0.0109,quadratic,quadratic,100000,600000,0.9434,0.9479,0.9578,0.1858,0.5322,0.2754,0.6117
flow,0,2,4,0.0109,quadratic_cal,quadratic,100000,600000,0.9559,0.9624,0.9613,0.4618,0.3609,0.4052,0.6838
flow,0,2,4,0.0109,polar8,polar,100000,600000,0.9884,0.9914,0.9925,0.5943,0.7172,0.6500,0.8207
flow,0,2,4,0.0109,polar8_cal,polar,100000,600000,0.9897,0.9934,0.9930,0.7172,0.6529,0.6835,0.8385
flow,100,2,4,0.0101,knn,knn,20000,120000,0.9904,0.9933,0.9946,0.5638,0.7148,0.6304,0.8118
flow,100,2,4,0.0101,altered_knn,altered_knn,20000,80000,0.9865,0.9950,0.9922,0.3438,0.1494,0.2083,0.6016
flow,100,2,4,0.0101,quadratic,quadratic,20000,120000,0.9463,0.9523,0.9540,0.2640,0.3605,0.3048,0.6286
flow,100,2,4,0.0101,quadratic_cal,quadratic,20000,120000,0.9483,0.9545,0.9550,0.3049,0.3444,0.3235,0.6390
flow,100,2,4,0.0101,polar8,polar,20000,120000,0.9906,0.9929,0.9947,0.5641,0.7716,0.6517,0.8223
flow,100,2,4,0.0101,polar8_cal,polar,20000,120000,0.9913,0.9947,0.9948,0.6474,0.6642,0.6557,0.8252
flow,100,2,4,0.0101,knn,knn,50000,300000,0.9913,0.9945,0.9949,0.6328,0.6765,0.6539,0.8242
flow,100,2,4,0.0101,altered_knn,altered_knn,50000,200000,0.9857,0.9930,0.9923,0.3184,0.2716,0.2931,0.6431
flow,100,2,4,0.0101,quadratic,quadratic,50000,300000,0.9515,0.9572,0.9617,0.2023,0.3914,0.2667,0.6120
flow,100,2,4,0.0101,quadratic_cal,quadratic,50000,300000,0.9549,0.9612,0.9615,0.3234,0.3481,0.3353,0.6482
flow,100,2,4,0.0101,polar8,polar,50000,300000,0.9910,0.9937,0.9948,0.5978,0.7284,0.6566,0.8252
flow,100,2,4,0.0101,polar8_cal,polar,50000,300000,0.9914,0.9949,0.9948,0.6604,0.6531,0.6567,0.8258
flow,100,2,4,0.0101,knn,knn,100000,600000,0.9914,0.9948,0.9948,0.6580,0.6580,0.6580,0.8264
flow,100,2,4,0.0101,altered_knn,altered_knn,100000,400000,0.9871,0.9952,0.9928,0.3696,0.1889,0.2500,0.6226
flow,100,2,4,0.0101,quadratic,quadratic,100000,600000,0.9447,0.9489,0.9648,0.1250,0.5259,0.2020,0.5755
flow,100,2,4,0.0101,quadratic_cal,quadratic,100000,600000,0.9660,0.9727,0.9726,0.3181,0.3173,0.3177,0.6452
flow,100,2,4,0.0101,polar8,polar,100000,600000,0.9912,0.9942,0.9948,0.6217,0.6938,0.6558,0.8250
flow,100,2,4,0.0101,polar8_cal,polar,100000,600000,0.9914,0.9948,0.9948,0.6576,0.6593,0.6584,0.8266
flow,200,2,4,0.0109,knn,knn,20000,120000,0.9936,0.9952,0.9967,0.6631,0.8408,0.7414,0.8683
flow,200,2,4,0.0109,altered_knn,altered_knn,20000,80000,0.9849,0.9920,0.9923,0.3232,0.3402,0.3315,0.6617
flow,200,2,4,0.0109,quadratic,quadratic,20000,120000,0.9293,0.9352,0.9389,0.2324,0.3998,0.2939,0.6145
flow,200,2,4,0.0109,quadratic_cal,quadratic,20000,120000,0.9343,0.9408,0.9402,0.3935,0.3471,0.3688,0.6548
flow,200,2,4,0.0109,polar8,polar,20000,120000,0.9933,0.9949,0.9966,0.6501,0.8534,0.7380,0.8664
flow,200,2,4,0.0109,polar8_cal,polar,20000,120000,0.9940,0.9971,0.9969,0.7431,0.7090,0.7257,0.8614
flow,200,2,4,0.0109,knn,knn,50000,300000,0.9946,0.9969,0.9973,0.7395,0.7835,0.7608,0.8789
flow,200,2,4,0.0109,altered_knn,altered_knn,50000,200000,0.9889,0.9974,0.9943,0.4947,0.2142,0.2990,0.6482
