sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
dpmpp2m,2,2,3,0.0110,0.0005,knn,knn,2000,6000,0.9796,0.0034,0.9823,0.0036,0.9891,0.0017,0.3372,0.0322,0.7373,0.0428,0.4611,0.0283,0.7217,0.0157
dpmpp2m,2,2,3,0.0110,0.0005,altered_knn,altered_knn,2000,4000,0.9592,0.0092,0.9667,0.0102,0.9785,0.0042,0.0929,0.0142,0.2821,0.0810,0.1352,0.0142,0.5509,0.0084
dpmpp2m,2,2,3,0.0110,0.0005,quadratic,quadratic,2000,6000,0.9815,0.0047,0.9858,0.0050,0.9891,0.0025,0.3977,0.0758,0.5942,0.0336,0.4694,0.0495,0.7276,0.0272
dpmpp2m,2,2,3,0.0110,0.0005,polar3,polar,2000,6000,0.9896,0.0040,0.9915,0.0043,0.9946,0.0020,0.5574,0.1138,0.8243,0.0387,0.6565,0.0781,0.8240,0.0411
dpmpp2m,2,2,3,0.0110,0.0005,knn,knn,5000,15000,0.9858,0.0031,0.9880,0.0033,0.9926,0.0016,0.4383,0.0485,0.7842,0.0394,0.5595,0.0364,0.7737,0.0198
dpmpp2m,2,2,3,0.0110,0.0005,altered_knn,altered_knn,5000,10000,0.9691,0.0062,0.9768,0.0068,0.9841,0.0031,0.1281,0.0349,0.2774,0.0255,0.1704,0.0251,0.5736,0.0159
dpmpp2m,2,2,3,0.0110,0.0005,quadratic,quadratic,5000,15000,0.9807,0.0034,0.9850,0.0035,0.9882,0.0017,0.3960,0.0684,0.5882,0.0350,0.4672,0.0429,0.7261,0.0231
dpmpp2m,2,2,3,0.0110,0.0005,polar3,polar,5000,15000,0.9899,0.0039,0.9918,0.0040,0.9947,0.0020,0.5669,0.1110,0.8155,0.0355,0.6610,0.0765,0.8264,0.0402
dpmpp2m,2,2,3,0.0110,0.0005,knn,knn,10000,30000,0.9884,0.0034,0.9905,0.0037,0.9940,0.0017,0.5097,0.0771,0.7978,0.0490,0.6164,0.0542,0.8035,0.0289
dpmpp2m,2,2,3,0.0110,0.0005,altered_knn,altered_knn,10000,20000,0.9782,0.0033,0.9863,0.0038,0.9888,0.0016,0.1694,0.0024,0.2438,0.0636,0.1962,0.0217,0.5913,0.0091
dpmpp2m,2,2,3,0.0110,0.0005,quadratic,quadratic,10000,30000,0.9806,0.0031,0.9849,0.0032,0.9880,0.0013,0.3959,0.0689,0.5887,0.0342,0.4673,0.0433,0.7261,0.0232
