sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
flow,2,2,3,0.0097,0.0002,knn,knn,2000,6000,0.9847,0.0018,0.9869,0.0019,0.9912,0.0012,0.3969,0.0294,0.7605,0.0104,0.5207,0.0241,0.7538,0.0130
flow,2,2,3,0.0097,0.0002,altered_knn,altered_knn,2000,4000,0.9781,0.0004,0.9867,0.0004,0.9861,0.0007,0.1063,0.0201,0.1021,0.0406,0.1030,0.0303,0.5448,0.0150
flow,2,2,3,0.0097,0.0002,quadratic,quadratic,2000,6000,0.9761,0.0010,0.9800,0.0007,0.9790,0.0007,0.5698,0.0211,0.5811,0.0310,0.5753,0.0257,0.7776,0.0131
flow,2,2,3,0.0097,0.0002,polar3,polar,2000,6000,0.9954,0.0010,0.9958,0.0008,0.9976,0.0005,0.6940,0.0480,0.9534,0.0210,0.8028,0.0389,0.8993,0.0198
flow,2,2,3,0.0097,0.0002,knn,knn,5000,15000,0.9911,0.0008,0.9925,0.0009,0.9953,0.0004,0.5449,0.0331,0.8530,0.0129,0.6644,0.0246,0.8284,0.0127
flow,2,2,3,0.0097,0.0002,altered_knn,altered_knn,5000,10000,0.9776,0.0043,0.9848,0.0053,0.9880,0.0016,0.1489,0.0034,0.2469,0.1098,0.1739,0.0419,0.5793,0.0184
flow,2,2,3,0.0097,0.0002,quadratic,quadratic,5000,15000,0.9772,0.0014,0.9812,0.0011,0.9802,0.0012,0.5706,0.0124,0.5770,0.0293,0.5736,0.0199,0.7774,0.0104
flow,2,2,3,0.0097,0.0002,polar3,polar,5000,15000,0.9953,0.0009,0.9957,0.0008,0.9976,0.0004,0.6893,0.0471,0.9524,0.0181,0.7993,0.0377,0.8975,0.0192
flow,2,2,3,0.0097,0.0002,knn,knn,10000,30000,0.9943,0.0005,0.9953,0.0005,0.9971,0.0003,0.6583,0.0227,0.8955,0.0017,0.7586,0.0155,0.8769,0.0080
flow,2,2,3,0.0097,0.0002,altered_knn,altered_knn,10000,20000,0.9826,0.0004,0.9897,0.0005,0.9911,0.0003,0.1966,0.0195,0.2520,0.0288,0.2207,0.0227,0.6052,0.0113
flow,2,2,3,0.0097,0.0002,quadratic,quadratic,10000,30000,0.9778,0.0015,0.9817,0.0011,0.9808,0.0013,0.5714,0.0155,0.5805,0.0326,0.5757,0.0237,0.7787,0.0123
flow,2,2,3,0.0097,0.0002,polar3,polar,10000,30000,0.9953,0.0008,0.9957,0.0007,0.9976,0.0004,0.6882,0.0415,0.9489,0.0207,0.7974,0.0345,0.8966,0.0176
flow,2,2,3,0.0097,0.0002,knn,knn,15000,45000,0.9955,0.0006,0.9964,0.0005,0.9977,0.0003,0.7190,0.0307,0.9083,0.0154,0.8025,0.0244,0.8994,0.0124
flow,2,2,3,0.0097,0.0002,altered_knn,altered_knn,15000,30000,0.9850,0.0016,0.9923,0.0017,0.9924,0.0007,0.2430,0.0446,0.2371,0.0071,0.2379,0.0224,0.6151,0.0120
flow,2,2,3,0.0097,0.0002,quadratic,quadratic,15000,45000,0.9771,0.0014,0.9810,0.0010,0.9800,0.0012,0.5737,0.0190,0.5808,0.0332,0.5771,0.0258,0.7791,0.0134
flow,2,2,3,0.0097,0.0002,polar3,polar,15000,45000,0.9952,0.0008,0.9957,0.0006,0.9976,0.0004,0.6856,0.0404,0.9475,0.0237,0.7953,0.0351,0.8955,0.0179
flow,2,2,3,0.0097,0.0002,knn,knn,20000,60000,0.9960,0.0008,0.9969,0.0006,0.9980,0.0004,0.7462,0.0417,0.9037,0.0206,0.8172,0.0330,0.9070,0.0168
flow,2,2,3,0.0097,0.0002,altered_knn,altered_knn,20000,40000,0.9859,0.0009,0.9931,0.0012,0.9928,0.0003,0.2681,0.0265,0.2489,0.0483,0.2561,0.0345,0.6246,0.0170
