process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
ddim,2,2,150,0.0274,850,1500,0.9913,analytic,analytic,0.9581,0.9807,0.9716,0.4526,0.1569,0.2331,0.6069
ddim,2,2,150,0.0274,850,1500,0.9913,knn,knn,0.9480,0.9660,0.9646,0.3401,0.3066,0.3225,0.6442
ddim,2,2,150,0.0274,850,1500,0.9913,altered_knn,altered_knn,0.9264,0.9468,0.9513,0.1536,0.2044,0.1754,0.5611
ddim,2,2,150,0.0274,850,1500,0.9913,kernel,kernel,0.9536,0.9737,0.9669,0.4748,0.2409,0.3196,0.6466
ddim,2,2,150,0.0274,850,1500,0.9913,linear,linear,0.7049,0.7029,0.8228,0.0685,0.7755,0.1259,0.4144
ddim,2,2,150,0.0274,850,1500,0.9913,quadratic,quadratic,0.9588,0.9807,0.9726,0.4353,0.1843,0.2590,0.6198
ddim,2,2,150,0.0274,850,1500,0.9913,polar2,polar,0.9579,0.9793,0.9716,0.4413,0.1989,0.2742,0.6267
ddim,2,2,150,0.0274,850,1500,0.9913,polar3,polar,0.9579,0.9793,0.9716,0.4472,0.2007,0.2771,0.6282
ddim,2,2,150,0.0274,850,1500,0.9913,polar8,polar,0.9577,0.9794,0.9715,0.4292,0.1880,0.2614,0.6204
ddim,2,2,150,0.0274,850,1500,0.9913,mlp,mlp,0.9576,0.9798,0.9714,0.4346,0.1697,0.2441,0.6120
ddim,2,4,150,0.0297,850,3000,0.9293,analytic,analytic,0.9326,0.9549,0.9448,0.6142,0.2037,0.3059,0.6304
ddim,2,4,150,0.0297,850,3000,0.9293,knn,knn,0.9009,0.9194,0.9221,0.2378,0.2963,0.2639,0.5916
ddim,2,4,150,0.0297,850,3000,0.9293,altered_knn,altered_knn,0.9046,0.9314,0.9214,0.0918,0.0320,0.0474,0.4894
ddim,2,4,150,0.0297,850,3000,0.9293,kernel,kernel,0.9091,0.9287,0.9306,0.2311,0.2677,0.2480,0.5884
ddim,2,4,150,0.0297,850,3000,0.9293,linear,linear,0.1851,0.1715,0.2448,0.0228,0.6313,0.0440,0.1078
