sampler,seed,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,0,2,2,0.0096,knn,knn,20000,60000,0.9962,0.9974,0.9977,0.7677,0.8731,0.8170,0.9072
flow,0,2,2,0.0096,altered_knn,altered_knn,20000,40000,0.9891,0.9973,0.9941,0.3522,0.1451,0.2055,0.6014
flow,0,2,2,0.0096,quadratic,quadratic,20000,60000,0.9712,0.9754,0.9721,0.5508,0.5337,0.5421,0.7588
flow,0,2,2,0.0096,quadratic_cal,quadratic,20000,60000,0.9707,0.9747,0.9718,0.5204,0.5622,0.5405,0.7576
flow,0,2,2,0.0096,polar8,polar,20000,60000,0.9964,0.9976,0.9979,0.7879,0.8756,0.8294,0.9135
flow,0,2,2,0.0096,polar8_cal,polar,20000,60000,0.9965,0.9983,0.9980,0.8509,0.8135,0.8318,0.9151
flow,0,2,2,0.0096,knn,knn,50000,150000,0.9966,0.9981,0.9980,0.8155,0.8472,0.8310,0.9145
flow,0,2,2,0.0096,altered_knn,altered_knn,50000,100000,0.9897,0.9976,0.9945,0.4321,0.1813,0.2555,0.6266
flow,0,2,2,0.0096,quadratic,quadratic,50000,150000,0.9715,0.9758,0.9724,0.5493,0.5337,0.5414,0.7586
flow,0,2,2,0.0096,quadratic_cal,quadratic,50000,150000,0.9710,0.9750,0.9722,0.5204,0.5622,0.5405,0.7577
flow,0,2,2,0.0096,polar8,polar,50000,150000,0.9964,0.9976,0.9979,0.7911,0.8731,0.8300,0.9138
flow,0,2,2,0.0096,polar8_cal,polar,50000,150000,0.9965,0.9982,0.9980,0.8404,0.8187,0.8294,0.9138
flow,0,2,2,0.0096,knn,knn,100000,300000,0.9966,0.9982,0.9981,0.8265,0.8394,0.8329,0.9155
flow,0,2,2,0.0096,altered_knn,altered_knn,100000,200000,0.9901,0.9984,0.9948,0.4779,0.1399,0.2164,0.6074
flow,0,2,2,0.0096,quadratic,quadratic,100000,300000,0.9792,0.9835,0.9810,0.5476,0.5363,0.5419,0.7627
flow,0,2,2,0.0096,quadratic_cal,quadratic,100000,300000,0.9788,0.9829,0.9809,0.5206,0.5570,0.5382,0.7606
flow,0,2,2,0.0096,polar8,polar,100000,300000,0.9965,0.9979,0.9980,0.8073,0.8575,0.8317,0.9148
flow,0,2,2,0.0096,polar8_cal,polar,100000,300000,0.9965,0.9982,0.9980,0.8439,0.8264,0.8351,0.9166
flow,0,2,4,0.0096,knn,knn,20000,120000,0.9899,0.9924,0.9937,0.5159,0.7354,0.6064,0.7994
