sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
flow,2,2,1,0.0096,0.0000,knn,knn,20000,60000,0.9964,0.0000,0.9975,0.0000,0.9978,0.0000,0.7720,0.0000,0.8860,0.0000,0.8251,0.0000,0.9113,0.0000
flow,2,2,1,0.0096,0.0000,altered_knn,altered_knn,20000,40000,0.9861,0.0000,0.9933,0.0000,0.9921,0.0000,0.2672,0.0000,0.2513,0.0000,0.2590,0.0000,0.6261,0.0000
flow,2,2,1,0.0096,0.0000,quadratic,quadratic,20000,60000,0.9712,0.0000,0.9754,0.0000,0.9721,0.0000,0.5532,0.0000,0.5389,0.0000,0.5459,0.0000,0.7607,0.0000
flow,2,2,1,0.0096,0.0000,quadratic_cal,quadratic,20000,60000,0.9706,0.0000,0.9746,0.0000,0.9717,0.0000,0.5191,0.0000,0.5622,0.0000,0.5398,0.0000,0.7572,0.0000
flow,2,2,1,0.0096,0.0000,polar8,polar,20000,60000,0.9963,0.0000,0.9975,0.0000,0.9978,0.0000,0.7824,0.0000,0.8756,0.0000,0.8264,0.0000,0.9120,0.0000
flow,2,2,1,0.0096,0.0000,polar8_cal,polar,20000,60000,0.9966,0.0000,0.9983,0.0000,0.9980,0.0000,0.8457,0.0000,0.8238,0.0000,0.8346,0.0000,0.9165,0.0000
flow,2,2,1,0.0096,0.0000,knn,knn,50000,150000,0.9966,0.0000,0.9980,0.0000,0.9980,0.0000,0.8139,0.0000,0.8497,0.0000,0.8314,0.0000,0.9147,0.0000
flow,2,2,1,0.0096,0.0000,altered_knn,altered_knn,50000,100000,0.9900,0.0000,0.9978,0.0000,0.9947,0.0000,0.4654,0.0000,0.1917,0.0000,0.2716,0.0000,0.6347,0.0000
flow,2,2,1,0.0096,0.0000,quadratic,quadratic,50000,150000,0.9715,0.0000,0.9757,0.0000,0.9724,0.0000,0.5476,0.0000,0.5363,0.0000,0.5419,0.0000,0.7588,0.0000
flow,2,2,1,0.0096,0.0000,quadratic_cal,quadratic,50000,150000,0.9710,0.0000,0.9750,0.0000,0.9722,0.0000,0.5192,0.0000,0.5596,0.0000,0.5387,0.0000,0.7568,0.0000
