process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,450,1500,0.9913,analytic,analytic,0.9832,0.9924,0.9898,0.5514,0.3529,0.4304,0.7114
flow,2,2,150,0.0144,450,1500,0.9913,knn,knn,0.9597,0.9674,0.9721,0.2642,0.4360,0.3290,0.6482
flow,2,2,150,0.0144,450,1500,0.9913,altered_knn,altered_knn,0.9426,0.9540,0.9599,0.0907,0.1661,0.1174,0.5357
flow,2,2,150,0.0144,450,1500,0.9913,kernel,kernel,0.9665,0.9750,0.9742,0.4370,0.3841,0.4088,0.6919
flow,2,2,150,0.0144,450,1500,0.9913,linear,linear,0.6906,0.6924,0.8149,0.0265,0.5709,0.0506,0.3715
flow,2,2,150,0.0144,450,1500,0.9913,quadratic,quadratic,0.9804,0.9897,0.9877,0.4762,0.3460,0.4008,0.6953
flow,2,2,150,0.0144,450,1500,0.9913,polar2,polar,0.9830,0.9915,0.9897,0.5367,0.4048,0.4615,0.7265
flow,2,2,150,0.0144,450,1500,0.9913,polar3,polar,0.9826,0.9914,0.9897,0.5045,0.3841,0.4361,0.7138
flow,2,2,150,0.0144,450,1500,0.9913,polar8,polar,0.9826,0.9917,0.9895,0.5198,0.3633,0.4277,0.7097
flow,2,2,150,0.0144,450,1500,0.9913,mlp,mlp,0.9833,0.9921,0.9898,0.5692,0.3841,0.4587,0.7254
flow,2,4,150,0.0151,450,3000,0.9187,analytic,analytic,0.9727,0.9831,0.9805,0.4472,0.2947,0.3553,0.6692
flow,2,4,150,0.0151,450,3000,0.9187,knn,knn,0.9285,0.9375,0.9469,0.1478,0.3411,0.2062,0.5719
flow,2,4,150,0.0151,450,3000,0.9187,altered_knn,altered_knn,0.9223,0.9360,0.9317,0.0804,0.0298,0.0435,0.4897
flow,2,4,150,0.0151,450,3000,0.9187,kernel,kernel,0.9338,0.9429,0.9523,0.1491,0.3411,0.2075,0.5752
flow,2,4,150,0.0151,450,3000,0.9187,linear,linear,0.1796,0.1709,0.2535,0.0137,0.7483,0.0268,0.0989
flow,2,4,150,0.0151,450,3000,0.9187,quadratic,quadratic,0.9487,0.9580,0.9609,0.2452,0.3411,0.2853,0.6216
flow,2,4,150,0.0151,450,3000,0.9187,polar2,polar,0.9409,0.9502,0.9599,0.1437,0.3344,0.2010,0.5756
flow,2,4,150,0.0151,450,3000,0.9187,polar3,polar,0.9569,0.9661,0.9713,0.2114,0.3576,0.2657,0.6159
flow,2,4,150,0.0151,450,3000,0.9187,polar8,polar,0.9630,0.9717,0.9755,0.2621,0.3940,0.3148,0.6433
flow,2,4,150,0.0151,450,3000,0.9187,mlp,mlp,0.9692,0.9793,0.9783,0.3577,0.3079,0.3310,0.6551
flow,2,8,150,0.0299,450,6000,0.8862,analytic,analytic,0.8956,0.9168,0.9082,0.5232,0.2074,0.2970,0.6069
flow,2,8,150,0.0299,450,6000,0.8862,knn,knn,0.8609,0.8773,0.8880,0.1841,0.3294,0.2362,0.5567
flow,2,8,150,0.0299,450,6000,0.8862,altered_knn,altered_knn,0.8632,0.8887,0.8764,0.3239,0.0385,0.0688,0.4787
flow,2,8,150,0.0299,450,6000,0.8862,kernel,kernel,0.0299,0.0000,0.0000,0.0299,1.0000,0.0581,0.0290
flow,2,8,150,0.0299,450,6000,0.8862,linear,linear,0.0916,0.0699,0.1134,0.0258,0.7960,0.0500,0.0599
flow,2,8,150,0.0299,450,6000,0.8862,quadratic,quadratic,0.8500,0.8642,0.8858,0.1542,0.3880,0.2206,0.5424
flow,2,8,150,0.0299,450,6000,0.8862,polar2,polar,0.8378,0.8524,0.8716,0.1457,0.3662,0.2085,0.5304
flow,2,8,150,0.0299,450,6000,0.8862,polar3,polar,0.8698,0.8866,0.8946,0.1994,0.3244,0.2470,0.5668
flow,2,8,150,0.0299,450,6000,0.8862,polar8,polar,0.8914,0.9091,0.9092,0.3089,0.3177,0.3133,0.6112
flow,2,8,150,0.0299,450,6000,0.8862,mlp,mlp,0.8943,0.9149,0.9078,0.4383,0.2258,0.2980,0.6065
flow,2,16,150,0.0193,450,12000,0.9009,analytic,analytic,0.8772,0.8901,0.8855,0.4915,0.2254,0.3091,0.5996
flow,2,16,150,0.0193,450,12000,0.9009,knn,knn,0.8294,0.8381,0.8534,0.1419,0.3886,0.2079,0.5230
flow,2,16,150,0.0193,450,12000,0.9009,altered_knn,altered_knn,0.8024,0.8131,0.8505,0.0476,0.2565,0.0802,0.4467
flow,2,16,150,0.0193,450,12000,0.9009,kernel,kernel,0.0193,0.0000,0.0000,0.0193,1.0000,0.0379,0.0189
flow,2,16,150,0.0193,450,12000,0.9009,linear,linear,0.0252,0.0101,0.0198,0.0155,0.7902,0.0304,0.0203
flow,2,16,150,0.0193,450,12000,0.9009,quadratic,quadratic,0.7778,0.7830,0.8409,0.0639,0.5130,0.1137,0.4483
flow,2,16,150,0.0193,450,12000,0.9009,polar2,polar,0.8497,0.8592,0.8637,0.2461,0.3653,0.2941,0.5766
flow,2,16,150,0.0193,450,12000,0.9009,polar3,polar,0.8675,0.8778,0.8794,0.2873,0.3446,0.3133,0.5956
flow,2,16,150,0.0193,450,12000,0.9009,polar8,polar,0.8744,0.8854,0.8849,0.3361,0.3187,0.3271,0.6063
flow,2,16,150,0.0193,450,12000,0.9009,mlp,mlp,0.8665,0.8787,0.8764,0.3880,0.2513,0.3050,0.5918
flow,4,2,150,0.0192,450,1500,0.9940,analytic,analytic,0.9552,0.9668,0.9616,0.8129,0.3629,0.5018,0.7343
flow,4,2,150,0.0192,450,1500,0.9940,knn,knn,0.8560,0.8703,0.8632,0.7656,0.1279,0.2192,0.5448
flow,4,2,150,0.0192,450,1500,0.9940,altered_knn,altered_knn,0.7437,0.7480,0.8500,0.0396,0.5222,0.0737,0.4109
flow,4,2,150,0.0192,450,1500,0.9940,kernel,kernel,0.8680,0.8829,0.8752,0.9524,0.1044,0.1882,0.5356
flow,4,2,150,0.0192,450,1500,0.9940,linear,linear,0.6741,0.6788,0.8045,0.0257,0.4334,0.0485,0.3637
flow,4,2,150,0.0192,450,1500,0.9940,quadratic,quadratic,0.9511,0.9640,0.9578,0.8473,0.2898,0.4319,0.6980
flow,4,2,150,0.0192,450,1500,0.9940,polar2,polar,0.9539,0.9662,0.9607,0.7702,0.3238,0.4559,0.7110
flow,4,2,150,0.0192,450,1500,0.9940,polar3,polar,0.9541,0.9661,0.9610,0.7371,0.3368,0.4624,0.7142
flow,4,2,150,0.0192,450,1500,0.9940,polar8,polar,0.9546,0.9674,0.9628,0.5838,0.3003,0.3966,0.6820
flow,4,2,150,0.0192,450,1500,0.9940,mlp,mlp,0.9545,0.9663,0.9619,0.6585,0.3525,0.4592,0.7127
flow,4,4,150,0.0138,450,3000,0.9643,analytic,analytic,0.9214,0.9285,0.9268,0.5846,0.4130,0.4841,0.7063
flow,4,4,150,0.0138,450,3000,0.9643,knn,knn,0.7450,0.7523,0.7558,0.2095,0.2246,0.2168,0.4846
flow,4,4,150,0.0138,450,3000,0.9643,altered_knn,altered_knn,0.8200,0.8296,0.8487,0.0324,0.1304,0.0519,0.4408
flow,4,4,150,0.0138,450,3000,0.9643,kernel,kernel,0.7841,0.7917,0.7921,0.5641,0.2391,0.3359,0.5638
flow,4,4,150,0.0138,450,3000,0.9643,linear,linear,0.2259,0.2202,0.3092,0.0113,0.6341,0.0222,0.1212
flow,4,4,150,0.0138,450,3000,0.9643,quadratic,quadratic,0.8993,0.9071,0.9054,0.5341,0.3406,0.4159,0.6615
flow,4,4,150,0.0138,450,3000,0.9643,polar2,polar,0.9081,0.9149,0.9167,0.3188,0.4239,0.3639,0.6394
flow,4,4,150,0.0138,450,3000,0.9643,polar3,polar,0.9148,0.9213,0.9221,0.3823,0.4529,0.4146,0.6679
flow,4,4,150,0.0138,450,3000,0.9643,polar8,polar,0.9174,0.9243,0.9254,0.3620,0.4275,0.3920,0.6582
flow,4,4,150,0.0138,450,3000,0.9643,mlp,mlp,0.9189,0.9262,0.9269,0.3691,0.3986,0.3833,0.6547
flow,4,8,150,0.0158,450,6000,0.9438,analytic,analytic,0.9435,0.9539,0.9505,0.5225,0.2952,0.3773,0.6656
flow,4,8,150,0.0158,450,6000,0.9438,knn,knn,0.6970,0.7032,0.7258,0.0647,0.3143,0.1073,0.4052
flow,4,8,150,0.0158,450,6000,0.9438,altered_knn,altered_knn,0.7857,0.7938,0.8305,0.0431,0.2825,0.0748,0.4343
flow,4,8,150,0.0158,450,6000,0.9438,kernel,kernel,0.0158,0.0000,0.0000,0.0158,1.0000,0.0310,0.0155
flow,4,8,150,0.0158,450,6000,0.9438,linear,linear,0.1119,0.1009,0.1606,0.0141,0.8000,0.0277,0.0643
flow,4,8,150,0.0158,450,6000,0.9438,quadratic,quadratic,0.8908,0.9004,0.9002,0.2997,0.2921,0.2958,0.5981
flow,4,8,150,0.0158,450,6000,0.9438,polar2,polar,0.9123,0.9220,0.9243,0.2328,0.3111,0.2663,0.5941
flow,4,8,150,0.0158,450,6000,0.9438,polar3,polar,0.9312,0.9406,0.9425,0.2730,0.3492,0.3064,0.6235
flow,4,8,150,0.0158,450,6000,0.9438,polar8,polar,0.9345,0.9440,0.9446,0.3112,0.3429,0.3263,0.6352
flow,4,8,150,0.0158,450,6000,0.9438,mlp,mlp,0.9380,0.9479,0.9493,0.2706,0.3238,0.2948,0.6213
flow,4,16,150,0.0287,450,12000,0.9588,analytic,analytic,0.9005,0.9224,0.9133,0.4740,0.1585,0.2376,0.5800
flow,4,16,150,0.0287,450,12000,0.9588,knn,knn,0.6607,0.6705,0.6990,0.0881,0.3310,0.1391,0.4048
flow,4,16,150,0.0287,450,12000,0.9588,altered_knn,altered_knn,0.7769,0.7940,0.8102,0.0844,0.1986,0.1185,0.4562
flow,4,16,150,0.0287,450,12000,0.9588,kernel,kernel,0.0287,0.0000,0.0000,0.0287,1.0000,0.0558,0.0279
flow,4,16,150,0.0287,450,12000,0.9588,linear,linear,0.0616,0.0379,0.0725,0.0259,0.8641,0.0503,0.0441
flow,4,16,150,0.0287,450,12000,0.9588,quadratic,quadratic,0.8627,0.8792,0.8872,0.1888,0.3066,0.2337,0.5565
flow,4,16,150,0.0287,450,12000,0.9588,polar2,polar,0.8861,0.9044,0.9033,0.2887,0.2666,0.2772,0.5908
flow,4,16,150,0.0287,450,12000,0.9588,polar3,polar,0.8856,0.9042,0.9026,0.2911,0.2561,0.2725,0.5883
flow,4,16,150,0.0287,450,12000,0.9588,polar8,polar,0.8929,0.9125,0.9080,0.3384,0.2317,0.2751,0.5938
flow,4,16,150,0.0287,450,12000,0.9588,mlp,mlp,0.8953,0.9155,0.9098,0.3653,0.2125,0.2687,0.5921
flow,8,2,150,0.0150,450,1500,0.9940,analytic,analytic,0.9720,0.9808,0.9773,0.7562,0.4020,0.5249,0.7529
flow,8,2,150,0.0150,450,1500,0.9940,knn,knn,0.7699,0.7815,0.7753,0.5556,0.0166,0.0323,0.4069
flow,8,2,150,0.0150,450,1500,0.9940,altered_knn,altered_knn,0.8309,0.8390,0.8849,0.0384,0.2990,0.0680,0.4535
flow,8,2,150,0.0150,450,1500,0.9940,kernel,kernel,0.9237,0.9378,0.9307,0.0000,0.0000,0.0000,0.4689
flow,8,2,150,0.0150,450,1500,0.9940,linear,linear,0.7016,0.7063,0.8228,0.0201,0.3920,0.0382,0.3722
flow,8,2,150,0.0150,450,1500,0.9940,quadratic,quadratic,0.9683,0.9794,0.9744,0.7551,0.2458,0.3709,0.6752
flow,8,2,150,0.0150,450,1500,0.9940,polar2,polar,0.9694,0.9784,0.9771,0.4640,0.3854,0.4211,0.6997
flow,8,2,150,0.0150,450,1500,0.9940,polar3,polar,0.9609,0.9709,0.9667,0.7188,0.3056,0.4289,0.6999
flow,8,2,150,0.0150,450,1500,0.9940,polar8,polar,0.9222,0.9326,0.9281,0.6636,0.2425,0.3552,0.6439
flow,8,2,150,0.0150,450,1500,0.9940,mlp,mlp,0.9637,0.9747,0.9696,0.7629,0.2458,0.3719,0.6733
flow,8,4,150,0.0272,450,3000,0.9817,analytic,analytic,0.9248,0.9437,0.9344,0.7816,0.2500,0.3788,0.6612
flow,8,4,150,0.0272,450,3000,0.9817,knn,knn,0.6260,0.6426,0.6374,0.2464,0.0312,0.0555,0.3490
flow,8,4,150,0.0272,450,3000,0.9817,altered_knn,altered_knn,0.8128,0.8331,0.8323,0.0935,0.0901,0.0918,0.4624
flow,8,4,150,0.0272,450,3000,0.9817,kernel,kernel,0.8526,0.8765,0.8646,0.0000,0.0000,0.0000,0.4382
flow,8,4,150,0.0272,450,3000,0.9817,linear,linear,0.3119,0.3023,0.4523,0.0258,0.6581,0.0496,0.1760
flow,8,4,150,0.0272,450,3000,0.9817,quadratic,quadratic,0.9245,0.9447,0.9347,0.8516,0.2004,0.3244,0.6346
flow,8,4,150,0.0272,450,3000,0.9817,polar2,polar,0.9205,0.9389,0.9323,0.5164,0.2610,0.3468,0.6429
flow,8,4,150,0.0272,450,3000,0.9817,polar3,polar,0.9069,0.9250,0.9170,0.6651,0.2592,0.3730,0.6490
flow,8,4,150,0.0272,450,3000,0.9817,polar8,polar,0.8614,0.8794,0.8723,0.5434,0.2188,0.3119,0.5957
flow,8,4,150,0.0272,450,3000,0.9817,mlp,mlp,0.9109,0.9310,0.9219,0.6250,0.1930,0.2949,0.6130
flow,8,8,150,0.0274,450,6000,0.9842,analytic,analytic,0.9338,0.9531,0.9443,0.7263,0.2514,0.3735,0.6633
flow,8,8,150,0.0274,450,6000,0.9842,knn,knn,0.5414,0.5539,0.5534,0.1200,0.0984,0.1081,0.3310
flow,8,8,150,0.0274,450,6000,0.9842,altered_knn,altered_knn,0.7465,0.7609,0.7853,0.0740,0.2368,0.1128,0.4369
flow,8,8,150,0.0274,450,6000,0.9842,kernel,kernel,0.0274,0.0000,0.0000,0.0274,1.0000,0.0534,0.0267
flow,8,8,150,0.0274,450,6000,0.9842,linear,linear,0.1486,0.1316,0.2261,0.0239,0.7523,0.0464,0.0890
flow,8,8,150,0.0274,450,6000,0.9842,quadratic,quadratic,0.9104,0.9299,0.9204,0.8079,0.2222,0.3486,0.6392
flow,8,8,150,0.0274,450,6000,0.9842,polar2,polar,0.9127,0.9316,0.9238,0.6036,0.2441,0.3476,0.6396
flow,8,8,150,0.0274,450,6000,0.9842,polar3,polar,0.9030,0.9212,0.9141,0.5726,0.2587,0.3563,0.6388
flow,8,8,150,0.0274,450,6000,0.9842,polar8,polar,0.8594,0.8766,0.8728,0.3697,0.2532,0.3005,0.5886
flow,8,8,150,0.0274,450,6000,0.9842,mlp,mlp,0.8901,0.9095,0.9020,0.5022,0.2040,0.2902,0.5998
flow,8,16,150,0.0306,450,12000,0.9734,analytic,analytic,0.8965,0.9185,0.9075,0.6872,0.2010,0.3110,0.6148
flow,8,16,150,0.0306,450,12000,0.9734,knn,knn,0.4674,0.4768,0.4871,0.0663,0.1699,0.0954,0.2861
flow,8,16,150,0.0306,450,12000,0.9734,altered_knn,altered_knn,0.7233,0.7413,0.7473,0.1001,0.1552,0.1217,0.4315
flow,8,16,150,0.0306,450,12000,0.9734,kernel,kernel,0.0306,0.0000,0.0000,0.0306,1.0000,0.0594,0.0297
flow,8,16,150,0.0306,450,12000,0.9734,linear,linear,0.0806,0.0590,0.1111,0.0251,0.7663,0.0486,0.0538
flow,8,16,150,0.0306,450,12000,0.9734,quadratic,quadratic,0.8776,0.8992,0.8888,0.7267,0.1912,0.3027,0.6010
flow,8,16,150,0.0306,450,12000,0.9734,polar2,polar,0.8776,0.8994,0.8905,0.4873,0.1879,0.2712,0.5853
flow,8,16,150,0.0306,450,12000,0.9734,polar3,polar,0.8735,0.8942,0.8857,0.5253,0.2206,0.3107,0.6024
flow,8,16,150,0.0306,450,12000,0.9734,polar8,polar,0.8557,0.8753,0.8698,0.3913,0.2353,0.2939,0.5846
flow,8,16,150,0.0306,450,12000,0.9734,mlp,mlp,0.8555,0.8764,0.8692,0.3864,0.1944,0.2587,0.5675
flow,16,2,150,0.0214,450,1500,0.9947,analytic,analytic,0.9667,0.9809,0.9743,0.8428,0.3138,0.4573,0.7191
flow,16,2,150,0.0214,450,1500,0.9947,knn,knn,0.7456,0.7619,0.7534,0.0000,0.0000,0.0000,0.3810
flow,16,2,150,0.0214,450,1500,0.9947,altered_knn,altered_knn,0.8233,0.8380,0.8698,0.0349,0.1522,0.0568,0.4474
flow,16,2,150,0.0214,450,1500,0.9947,kernel,kernel,0.9084,0.9282,0.9181,0.0000,0.0000,0.0000,0.4641
flow,16,2,150,0.0214,450,1500,0.9947,linear,linear,0.7116,0.7205,0.8293,0.0232,0.3021,0.0431,0.3818
flow,16,2,150,0.0214,450,1500,0.9947,quadratic,quadratic,0.9503,0.9678,0.9593,0.7805,0.1499,0.2515,0.6096
flow,16,2,150,0.0214,450,1500,0.9947,polar2,polar,0.9560,0.9716,0.9643,0.7939,0.2436,0.3728,0.6722
flow,16,2,150,0.0214,450,1500,0.9947,polar3,polar,0.9286,0.9443,0.9368,0.7913,0.2131,0.3358,0.6400
flow,16,2,150,0.0214,450,1500,0.9947,polar8,polar,0.9017,0.9187,0.9105,0.7324,0.1218,0.2088,0.5638
flow,16,2,150,0.0214,450,1500,0.9947,mlp,mlp,0.9541,0.9718,0.9629,0.9077,0.1382,0.2398,0.6058
flow,16,4,150,0.0210,450,3000,0.9883,analytic,analytic,0.9330,0.9466,0.9406,0.7399,0.3040,0.4310,0.6888
flow,16,4,150,0.0210,450,3000,0.9883,knn,knn,0.5839,0.5964,0.5899,0.0417,0.0024,0.0045,0.3004
