process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,500,analytic,analytic,0,0,nan,0.9834,0.9924,0.9899,0.5608,0.3668,0.4435,0.7180
flow,2,2,150,0.0144,500,knn,knn,125,374,1.0000,0.9104,0.9195,0.9203,0.2593,0.2907,0.2741,0.5968
flow,2,2,150,0.0144,500,altered_knn,altered_knn,125,250,1.0000,0.9013,0.9081,0.9468,0.0662,0.4360,0.1150,0.5115
flow,2,2,150,0.0144,500,kernel,kernel,125,374,1.0000,0.9381,0.9468,0.9450,0.4695,0.3460,0.3984,0.6726
flow,2,2,150,0.0144,500,linear,linear,125,374,1.0000,0.7451,0.7518,0.8442,0.0174,0.2872,0.0328,0.3923
flow,2,2,150,0.0144,500,quadratic,quadratic,125,374,1.0000,0.9831,0.9924,0.9901,0.5102,0.3460,0.4124,0.7024
flow,2,2,150,0.0144,500,polar2,polar,125,374,1.0000,0.9813,0.9908,0.9889,0.4507,0.3322,0.3825,0.6866
flow,2,2,150,0.0144,500,polar3,polar,125,374,1.0000,0.9821,0.9921,0.9892,0.4942,0.2941,0.3688,0.6804
flow,2,2,150,0.0144,500,polar8,polar,125,374,1.0000,0.9822,0.9921,0.9892,0.5057,0.3045,0.3801,0.6861
flow,2,2,150,0.0144,500,mlp,mlp,125,374,1.0000,0.9823,0.9922,0.9892,0.5294,0.3114,0.3922,0.6922
flow,2,2,150,0.0144,500,knn,knn,250,750,0.9933,0.9478,0.9576,0.9605,0.1961,0.2768,0.2296,0.5936
flow,2,2,150,0.0144,500,altered_knn,altered_knn,250,500,0.9933,0.9375,0.9478,0.9605,0.0842,0.2353,0.1240,0.5359
flow,2,2,150,0.0144,500,kernel,kernel,250,750,0.9933,0.9587,0.9682,0.9665,0.4167,0.3114,0.3564,0.6623
flow,2,2,150,0.0144,500,linear,linear,250,750,0.9933,0.6800,0.6819,0.8070,0.0249,0.5536,0.0476,0.3647
flow,2,2,150,0.0144,500,quadratic,quadratic,250,750,0.9933,0.9817,0.9914,0.9885,0.5341,0.3253,0.4043,0.6978
flow,2,2,150,0.0144,500,polar2,polar,250,750,0.9933,0.9832,0.9922,0.9899,0.5515,0.3702,0.4431,0.7177
flow,2,2,150,0.0144,500,polar3,polar,250,750,0.9933,0.9830,0.9922,0.9898,0.5361,0.3599,0.4306,0.7114
flow,2,2,150,0.0144,500,polar8,polar,250,750,0.9933,0.9830,0.9922,0.9897,0.5450,0.3564,0.4310,0.7116
flow,2,2,150,0.0144,500,mlp,mlp,250,750,0.9933,0.9834,0.9927,0.9898,0.5862,0.3529,0.4406,0.7166
flow,2,2,150,0.0144,500,knn,knn,500,1500,0.9940,0.9596,0.9673,0.9720,0.2642,0.4360,0.3290,0.6482
flow,2,2,150,0.0144,500,altered_knn,altered_knn,500,1000,0.9940,0.9365,0.9471,0.9580,0.0838,0.2145,0.1205,0.5338
flow,2,2,150,0.0144,500,kernel,kernel,500,1500,0.9940,0.9663,0.9750,0.9741,0.4308,0.3772,0.4022,0.6886
flow,2,2,150,0.0144,500,linear,linear,500,1500,0.9940,0.6904,0.6922,0.8148,0.0265,0.5709,0.0506,0.3714
flow,2,2,150,0.0144,500,quadratic,quadratic,500,1500,0.9940,0.9805,0.9898,0.9877,0.4831,0.3460,0.4032,0.6965
flow,2,2,150,0.0144,500,polar2,polar,500,1500,0.9940,0.9831,0.9915,0.9897,0.5413,0.4083,0.4655,0.7285
flow,2,2,150,0.0144,500,polar3,polar,500,1500,0.9940,0.9825,0.9914,0.9896,0.5000,0.3806,0.4322,0.7118
flow,2,2,150,0.0144,500,polar8,polar,500,1500,0.9940,0.9825,0.9917,0.9895,0.5126,0.3529,0.4180,0.7049
flow,2,2,150,0.0144,500,mlp,mlp,500,1500,0.9940,0.9833,0.9921,0.9897,0.5663,0.3841,0.4577,0.7249
flow,2,2,150,0.0144,500,knn,knn,1000,3000,0.9937,0.9680,0.9751,0.9806,0.2740,0.4844,0.3500,0.6625
flow,2,2,150,0.0144,500,altered_knn,altered_knn,1000,2000,0.9937,0.9459,0.9547,0.9704,0.1082,0.3460,0.1649,0.5598
flow,2,2,150,0.0144,500,kernel,kernel,1000,3000,0.9937,0.9733,0.9809,0.9816,0.4182,0.4602,0.4382,0.7095
flow,2,2,150,0.0144,500,linear,linear,1000,3000,0.9937,0.6689,0.6705,0.7995,0.0243,0.5606,0.0467,0.3586
flow,2,2,150,0.0144,500,quadratic,quadratic,1000,3000,0.9937,0.9803,0.9895,0.9879,0.4537,0.3564,0.3992,0.6944
flow,2,2,150,0.0144,500,polar2,polar,1000,3000,0.9937,0.9837,0.9916,0.9901,0.5584,0.4464,0.4962,0.7439
flow,2,2,150,0.0144,500,polar3,polar,1000,3000,0.9937,0.9833,0.9918,0.9901,0.5339,0.4083,0.4627,0.7273
flow,2,2,150,0.0144,500,polar8,polar,1000,3000,0.9937,0.9832,0.9919,0.9899,0.5403,0.3945,0.4560,0.7239
flow,2,2,150,0.0144,500,mlp,mlp,1000,3000,0.9937,0.9833,0.9921,0.9898,0.5612,0.3806,0.4536,0.7229
flow,2,4,150,0.0151,500,analytic,analytic,0,0,nan,0.9725,0.9829,0.9805,0.4406,0.2947,0.3532,0.6681
flow,2,4,150,0.0151,500,knn,knn,125,748,0.9398,0.8613,0.8710,0.8733,0.2047,0.2318,0.2174,0.5442
flow,2,4,150,0.0151,500,altered_knn,altered_knn,125,500,0.9398,0.9002,0.9134,0.9092,0.0870,0.0397,0.0545,0.4840
