sampler,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,8,0.0268,knn,knn,5000,60000,0.8815,0.9005,0.8993,0.2024,0.1922,0.1971,0.5488
flow,2,8,0.0268,altered_knn,altered_knn,5000,40000,0.8771,0.8998,0.8980,0.0602,0.0541,0.0570,0.4784
flow,2,8,0.0268,polar3,polar,5000,60000,0.8778,0.8957,0.8975,0.1937,0.2276,0.2093,0.5525
flow,2,8,0.0268,knn,knn,10000,120000,0.8844,0.9040,0.8999,0.2347,0.1716,0.1983,0.5511
flow,2,8,0.0268,altered_knn,altered_knn,10000,80000,0.8709,0.8929,0.8979,0.0515,0.0728,0.0603,0.4766
flow,2,8,0.0268,polar3,polar,10000,120000,0.8760,0.8939,0.8964,0.1839,0.2257,0.2027,0.5483
flow,2,8,0.0268,knn,knn,20000,240000,0.8862,0.9062,0.9002,0.2736,0.1623,0.2037,0.5550
flow,2,8,0.0268,altered_knn,altered_knn,20000,160000,0.8806,0.9040,0.8983,0.0530,0.0317,0.0397,0.4718
flow,2,8,0.0268,polar3,polar,20000,240000,0.8776,0.8954,0.8971,0.1968,0.2295,0.2119,0.5536
flow,2,8,0.0268,knn,knn,50000,600000,0.8876,0.9075,0.9001,0.3398,0.1642,0.2214,0.5645
flow,2,8,0.0268,altered_knn,altered_knn,50000,400000,0.8825,0.9063,0.8982,0.0402,0.0168,0.0237,0.4650
flow,2,8,0.0268,polar3,polar,50000,600000,0.8788,0.8973,0.8975,0.1957,0.2052,0.2004,0.5489
flow,2,8,0.0268,knn,knn,100000,1200000,0.8885,0.9083,0.9002,0.3922,0.1698,0.2370,0.5727
flow,2,8,0.0268,altered_knn,altered_knn,100000,800000,0.8847,0.9088,0.8986,0.0432,0.0112,0.0178,0.4633
flow,2,8,0.0268,polar3,polar,100000,1200000,0.8823,0.9013,0.8993,0.2211,0.1959,0.2077,0.5545
flow,4,2,0.0260,knn,knn,2000,6000,0.8998,0.9197,0.9102,0.7143,0.1538,0.2532,0.5864
flow,4,2,0.0260,altered_knn,altered_knn,2000,4000,0.8481,0.8629,0.9133,0.0573,0.2942,0.0960,0.4795
flow,4,2,0.0260,polar3,polar,2000,6000,0.9706,0.9866,0.9791,0.8578,0.3712,0.5181,0.7523
flow,4,2,0.0260,knn,knn,5000,15000,0.9216,0.9416,0.9321,0.7200,0.1731,0.2791,0.6103
flow,4,2,0.0260,altered_knn,altered_knn,5000,10000,0.9309,0.9552,0.9449,0.1158,0.0212,0.0358,0.4955
flow,4,2,0.0260,polar3,polar,5000,15000,0.9706,0.9867,0.9792,0.8571,0.3692,0.5161,0.7514
flow,4,2,0.0260,knn,knn,10000,30000,0.9274,0.9473,0.9380,0.7143,0.1827,0.2910,0.6191
flow,4,2,0.0260,altered_knn,altered_knn,10000,20000,0.8755,0.8935,0.9292,0.0520,0.2019,0.0827,0.4881
flow,4,2,0.0260,polar3,polar,10000,30000,0.9705,0.9866,0.9792,0.8527,0.3673,0.5134,0.7500
flow,4,2,0.0260,knn,knn,20000,60000,0.9355,0.9548,0.9457,0.7708,0.2135,0.3343,0.6446
flow,4,2,0.0260,altered_knn,altered_knn,20000,40000,0.9225,0.9459,0.9463,0.0465,0.0481,0.0473,0.4966
flow,4,2,0.0260,polar3,polar,20000,60000,0.9707,0.9868,0.9793,0.8688,0.3692,0.5182,0.7525
flow,4,2,0.0260,knn,knn,50000,150000,0.9464,0.9653,0.9565,0.7640,0.2365,0.3612,0.6633
flow,4,2,0.0260,altered_knn,altered_knn,50000,100000,0.9093,0.9301,0.9459,0.0589,0.1327,0.0816,0.5058
flow,4,2,0.0260,polar3,polar,50000,150000,0.9707,0.9867,0.9793,0.8578,0.3712,0.5181,0.7524
flow,4,2,0.0260,knn,knn,100000,300000,0.9514,0.9702,0.9613,0.8153,0.2462,0.3781,0.6742
flow,4,2,0.0260,altered_knn,altered_knn,100000,200000,0.9403,0.9649,0.9556,0.0638,0.0173,0.0272,0.4961
flow,4,2,0.0260,polar3,polar,100000,300000,0.9706,0.9866,0.9792,0.8546,0.3731,0.5194,0.7530
flow,4,4,0.0201,knn,knn,2000,12000,0.8009,0.8124,0.8115,0.3478,0.2388,0.2832,0.5478
flow,4,4,0.0201,altered_knn,altered_knn,2000,8000,0.8356,0.8506,0.8579,0.0573,0.1020,0.0734,0.4620
flow,4,4,0.0201,polar3,polar,2000,12000,0.9014,0.9119,0.9100,0.4785,0.3881,0.4286,0.6703
flow,4,4,0.0201,knn,knn,5000,30000,0.8308,0.8431,0.8402,0.3811,0.2313,0.2879,0.5655
flow,4,4,0.0201,altered_knn,altered_knn,5000,20000,0.8470,0.8627,0.8659,0.0621,0.0821,0.0707,0.4667
flow,4,4,0.0201,polar3,polar,5000,30000,0.9025,0.9132,0.9105,0.5256,0.3831,0.4432,0.6782
flow,4,4,0.0201,knn,knn,10000,60000,0.8484,0.8605,0.8577,0.4015,0.2587,0.3147,0.5876
flow,4,4,0.0201,altered_knn,altered_knn,10000,40000,0.8201,0.8328,0.8640,0.0448,0.2015,0.0732,0.4530
flow,4,4,0.0201,polar3,polar,10000,60000,0.9024,0.9129,0.9103,0.5340,0.3905,0.4511,0.6820
flow,4,4,0.0201,knn,knn,20000,120000,0.8654,0.8778,0.8743,0.4393,0.2612,0.3276,0.6027
flow,4,4,0.0201,altered_knn,altered_knn,20000,80000,0.8608,0.8773,0.8788,0.0494,0.0572,0.0530,0.4651
flow,4,4,0.0201,polar3,polar,20000,120000,0.9037,0.9142,0.9112,0.5668,0.3905,0.4624,0.6883
flow,4,4,0.0201,knn,knn,50000,300000,0.8856,0.8981,0.8942,0.4870,0.2786,0.3544,0.6263
flow,4,4,0.0201,altered_knn,altered_knn,50000,200000,0.8462,0.8604,0.8797,0.0497,0.1567,0.0755,0.4679
flow,4,4,0.0201,polar3,polar,50000,300000,0.9041,0.9148,0.9117,0.5641,0.3831,0.4563,0.6855
flow,4,4,0.0201,knn,knn,100000,600000,0.8931,0.9050,0.9012,0.5319,0.3109,0.3925,0.6488
flow,4,4,0.0201,altered_knn,altered_knn,100000,400000,0.8496,0.8643,0.8836,0.0421,0.1318,0.0638,0.4641
flow,4,4,0.0201,polar3,polar,100000,600000,0.9045,0.9153,0.9123,0.5448,0.3781,0.4464,0.6808
flow,4,8,0.0146,knn,knn,2000,24000,0.7744,0.7809,0.7947,0.1063,0.3379,0.1618,0.4713
flow,4,8,0.0146,altered_knn,altered_knn,2000,16000,0.8286,0.8385,0.8650,0.0325,0.1638,0.0542,0.4464
flow,4,8,0.0146,polar3,polar,2000,24000,0.9312,0.9384,0.9431,0.2669,0.4437,0.3333,0.6359
flow,4,8,0.0146,knn,knn,5000,60000,0.8126,0.8189,0.8303,0.1423,0.3891,0.2084,0.5137
flow,4,8,0.0146,altered_knn,altered_knn,5000,40000,0.8199,0.8276,0.8718,0.0387,0.3003,0.0686,0.4481
flow,4,8,0.0146,polar3,polar,5000,60000,0.9338,0.9409,0.9455,0.2765,0.4539,0.3437,0.6423
flow,4,8,0.0146,knn,knn,10000,120000,0.8390,0.8462,0.8562,0.1452,0.3584,0.2067,0.5264
flow,4,8,0.0146,altered_knn,altered_knn,10000,80000,0.8680,0.8791,0.8883,0.0509,0.1195,0.0714,0.4752
flow,4,8,0.0146,polar3,polar,10000,120000,0.9344,0.9416,0.9461,0.2771,0.4539,0.3441,0.6429
flow,4,8,0.0146,knn,knn,20000,240000,0.8610,0.8684,0.8767,0.1641,0.3618,0.2258,0.5471
flow,4,8,0.0146,altered_knn,altered_knn,20000,160000,0.8784,0.8899,0.8954,0.0590,0.1058,0.0758,0.4829
flow,4,8,0.0146,polar3,polar,20000,240000,0.9344,0.9417,0.9460,0.2754,0.4437,0.3399,0.6408
flow,4,8,0.0146,knn,knn,50000,600000,0.8904,0.8984,0.9039,0.1981,0.3515,0.2534,0.5759
flow,4,8,0.0146,altered_knn,altered_knn,50000,400000,0.8887,0.9002,0.9049,0.0697,0.1160,0.0871,0.4937
flow,4,8,0.0146,polar3,polar,50000,600000,0.9360,0.9436,0.9473,0.2790,0.4266,0.3374,0.6405
flow,4,8,0.0146,knn,knn,100000,1200000,0.9059,0.9138,0.9181,0.2314,0.3720,0.2853,0.5996
flow,4,8,0.0146,altered_knn,altered_knn,100000,800000,0.8996,0.9123,0.9128,0.0452,0.0478,0.0464,0.4794
flow,4,8,0.0146,polar3,polar,100000,1200000,0.9367,0.9441,0.9477,0.2905,0.4403,0.3501,0.6471
flow,4,16,0.0269,knn,knn,2000,48000,0.7505,0.7636,0.7751,0.1329,0.2770,0.1796,0.4716
flow,4,16,0.0269,altered_knn,altered_knn,2000,32000,0.8301,0.8514,0.8464,0.0976,0.0595,0.0739,0.4627
flow,4,16,0.0269,polar3,polar,2000,48000,0.8938,0.9113,0.9113,0.2549,0.2639,0.2594,0.5853
flow,4,16,0.0269,knn,knn,5000,120000,0.7971,0.8120,0.8196,0.1561,0.2602,0.1951,0.5036
flow,4,16,0.0269,altered_knn,altered_knn,5000,80000,0.8419,0.8631,0.8594,0.1042,0.0743,0.0868,0.4749
flow,4,16,0.0269,polar3,polar,5000,120000,0.8957,0.9132,0.9131,0.2577,0.2639,0.2608,0.5870
flow,4,16,0.0269,knn,knn,10000,240000,0.8203,0.8362,0.8410,0.1744,0.2454,0.2039,0.5201
flow,4,16,0.0269,altered_knn,altered_knn,10000,160000,0.8472,0.8685,0.8631,0.1382,0.0781,0.0998,0.4841
flow,4,16,0.0269,polar3,polar,10000,240000,0.8962,0.9136,0.9134,0.2628,0.2677,0.2652,0.5894
flow,4,16,0.0269,knn,knn,20000,480000,0.8395,0.8562,0.8591,0.1910,0.2361,0.2111,0.5337
flow,4,16,0.0269,altered_knn,altered_knn,20000,320000,0.8531,0.8731,0.8736,0.1220,0.1301,0.1259,0.4995
flow,4,16,0.0269,polar3,polar,20000,480000,0.8969,0.9148,0.9138,0.2611,0.2509,0.2559,0.5853
flow,4,16,0.0269,knn,knn,50000,1200000,0.8640,0.8813,0.8813,0.2340,0.2379,0.2359,0.5586
flow,4,16,0.0269,altered_knn,altered_knn,50000,800000,0.8609,0.8812,0.8813,0.1241,0.1283,0.1261,0.5036
flow,4,16,0.0269,polar3,polar,50000,1200000,0.8975,0.9157,0.9140,0.2643,0.2398,0.2515,0.5836
flow,4,16,0.0269,knn,knn,100000,2400000,0.8767,0.8947,0.8928,0.2600,0.2286,0.2433,0.5690
flow,4,16,0.0269,altered_knn,altered_knn,100000,1600000,0.8713,0.8933,0.8875,0.1405,0.0781,0.1004,0.4968
flow,4,16,0.0269,polar3,polar,100000,2400000,0.8977,0.9161,0.9143,0.2547,0.2286,0.2409,0.5785
flow,4,32,0.0319,knn,knn,2000,96000,0.7343,0.7475,0.7604,0.1635,0.3339,0.2195,0.4835
flow,4,32,0.0319,altered_knn,altered_knn,2000,64000,0.8103,0.8316,0.8331,0.1458,0.1646,0.1546,0.4931
flow,4,32,0.0319,polar3,polar,2000,96000,0.8869,0.9053,0.9081,0.2796,0.3292,0.3024,0.6038
flow,4,32,0.0319,knn,knn,5000,240000,0.7772,0.7919,0.8015,0.1929,0.3307,0.2436,0.5178
flow,4,32,0.0319,altered_knn,altered_knn,5000,160000,0.8264,0.8485,0.8476,0.1636,0.1552,0.1593,0.5039
flow,4,32,0.0319,polar3,polar,5000,240000,0.8876,0.9061,0.9084,0.2869,0.3292,0.3066,0.6063
flow,4,32,0.0319,knn,knn,10000,480000,0.8069,0.8233,0.8300,0.2091,0.3103,0.2498,0.5366
flow,4,32,0.0319,altered_knn,altered_knn,10000,320000,0.8359,0.8594,0.8555,0.1663,0.1223,0.1409,0.5001
flow,4,32,0.0319,polar3,polar,10000,480000,0.8905,0.9099,0.9109,0.2857,0.3041,0.2946,0.6022
flow,4,32,0.0319,knn,knn,20000,960000,0.8340,0.8508,0.8538,0.2685,0.3245,0.2938,0.5723
flow,4,32,0.0319,altered_knn,altered_knn,20000,640000,0.8489,0.8733,0.8674,0.1842,0.1097,0.1375,0.5054
flow,4,32,0.0319,polar3,polar,20000,960000,0.8918,0.9115,0.9115,0.2940,0.2931,0.2936,0.6025
flow,4,32,0.0319,knn,knn,50000,2400000,0.8522,0.8712,0.8716,0.2691,0.2759,0.2724,0.5718
flow,4,32,0.0319,altered_knn,altered_knn,50000,1600000,0.8508,0.8717,0.8745,0.1817,0.2179,0.1981,0.5349
flow,4,32,0.0319,polar3,polar,50000,2400000,0.8919,0.9120,0.9112,0.2990,0.2821,0.2903,0.6012
flow,4,32,0.0319,knn,knn,100000,4800000,0.8671,0.8876,0.8864,0.2685,0.2445,0.2559,0.5718
flow,4,32,0.0319,altered_knn,altered_knn,100000,3200000,0.8647,0.8897,0.8830,0.1898,0.1050,0.1352,0.5125
flow,4,32,0.0319,polar3,polar,100000,4800000,0.8916,0.9117,0.9108,0.2972,0.2790,0.2878,0.5998
flow,8,2,0.0205,knn,knn,2000,6000,0.8171,0.8337,0.8249,0.4737,0.0220,0.0420,0.4378
flow,8,2,0.0205,altered_knn,altered_knn,2000,4000,0.8663,0.8790,0.9079,0.0644,0.2610,0.1033,0.4912
flow,8,2,0.0205,polar3,polar,2000,6000,0.9651,0.9768,0.9721,0.7626,0.4073,0.5310,0.7539
flow,8,2,0.0205,knn,knn,5000,15000,0.8300,0.8468,0.8381,0.6500,0.0317,0.0605,0.4536
flow,8,2,0.0205,altered_knn,altered_knn,5000,10000,0.8944,0.9113,0.9187,0.0484,0.0854,0.0618,0.4866
flow,8,2,0.0205,polar3,polar,5000,15000,0.9658,0.9775,0.9727,0.7671,0.4098,0.5342,0.7558
flow,8,2,0.0205,knn,knn,10000,30000,0.8428,0.8595,0.8507,0.8333,0.0488,0.0922,0.4758
flow,8,2,0.0205,altered_knn,altered_knn,10000,20000,0.8817,0.8951,0.9182,0.0710,0.2415,0.1098,0.5024
flow,8,2,0.0205,polar3,polar,10000,30000,0.9659,0.9777,0.9726,0.7933,0.4024,0.5340,0.7558
flow,8,2,0.0205,knn,knn,20000,60000,0.8532,0.8700,0.8612,0.8750,0.0512,0.0968,0.4834
flow,8,2,0.0205,altered_knn,altered_knn,20000,40000,0.8925,0.9079,0.9248,0.0586,0.1610,0.0859,0.4969
flow,8,2,0.0205,polar3,polar,20000,60000,0.9659,0.9774,0.9726,0.7844,0.4171,0.5446,0.7610
flow,8,2,0.0205,knn,knn,50000,150000,0.8653,0.8821,0.8735,0.8387,0.0634,0.1179,0.5000
flow,8,2,0.0205,altered_knn,altered_knn,50000,100000,0.9022,0.9173,0.9327,0.0710,0.1829,0.1023,0.5098
flow,8,2,0.0205,polar3,polar,50000,150000,0.9659,0.9775,0.9727,0.7763,0.4146,0.5405,0.7590
flow,8,2,0.0205,knn,knn,100000,300000,0.8730,0.8898,0.8812,0.7778,0.0683,0.1256,0.5077
flow,8,2,0.0205,altered_knn,altered_knn,100000,200000,0.9070,0.9229,0.9351,0.0673,0.1512,0.0932,0.5080
flow,8,2,0.0205,polar3,polar,100000,300000,0.9658,0.9775,0.9727,0.7696,0.4073,0.5327,0.7551
flow,8,4,0.0186,knn,knn,2000,12000,0.6828,0.6934,0.6909,0.3643,0.1260,0.1873,0.4403
flow,8,4,0.0186,altered_knn,altered_knn,2000,8000,0.8363,0.8510,0.8535,0.0514,0.0643,0.0571,0.4541
flow,8,4,0.0186,polar3,polar,2000,12000,0.9412,0.9507,0.9480,0.6522,0.4424,0.5272,0.7389
flow,8,4,0.0186,knn,knn,5000,30000,0.7005,0.7116,0.7086,0.3784,0.1126,0.1736,0.4426
flow,8,4,0.0186,altered_knn,altered_knn,5000,20000,0.8495,0.8648,0.8634,0.0556,0.0429,0.0484,0.4566
flow,8,4,0.0186,polar3,polar,5000,30000,0.9469,0.9566,0.9532,0.7013,0.4343,0.5364,0.7465
flow,8,4,0.0186,knn,knn,10000,60000,0.7226,0.7343,0.7308,0.3900,0.1046,0.1649,0.4496
flow,8,4,0.0186,altered_knn,altered_knn,10000,40000,0.7634,0.7703,0.8443,0.0393,0.3995,0.0716,0.4209
flow,8,4,0.0186,polar3,polar,10000,60000,0.9472,0.9570,0.9536,0.7031,0.4316,0.5349,0.7460
flow,8,4,0.0186,knn,knn,20000,120000,0.7390,0.7512,0.7472,0.3958,0.1019,0.1620,0.4566
flow,8,4,0.0186,altered_knn,altered_knn,20000,80000,0.8463,0.8594,0.8747,0.0568,0.1582,0.0836,0.4715
flow,8,4,0.0186,polar3,polar,20000,120000,0.9478,0.9576,0.9543,0.6966,0.4370,0.5371,0.7473
flow,8,4,0.0186,knn,knn,50000,300000,0.7573,0.7693,0.7653,0.4796,0.1260,0.1996,0.4844
flow,8,4,0.0186,altered_knn,altered_knn,50000,200000,0.8658,0.8810,0.8863,0.0408,0.0643,0.0499,0.4655
flow,8,4,0.0186,polar3,polar,50000,300000,0.9483,0.9582,0.9548,0.6926,0.4290,0.5298,0.7440
flow,8,4,0.0186,knn,knn,100000,600000,0.7706,0.7826,0.7790,0.4690,0.1421,0.2181,0.5004
flow,8,4,0.0186,altered_knn,altered_knn,100000,400000,0.8671,0.8813,0.8910,0.0576,0.1206,0.0780,0.4797
flow,8,4,0.0186,polar3,polar,100000,600000,0.9479,0.9577,0.9545,0.6778,0.4343,0.5294,0.7435
flow,8,8,0.0261,knn,knn,2000,24000,0.5932,0.6057,0.6068,0.1305,0.1303,0.1304,0.3680
flow,8,8,0.0261,altered_knn,altered_knn,2000,16000,0.7851,0.8041,0.8048,0.0744,0.0785,0.0764,0.4403
flow,8,8,0.0261,polar3,polar,2000,24000,0.9168,0.9333,0.9281,0.5080,0.3027,0.3794,0.6563
flow,8,8,0.0261,knn,knn,5000,60000,0.6165,0.6288,0.6283,0.1756,0.1571,0.1658,0.3973
flow,8,8,0.0261,altered_knn,altered_knn,5000,40000,0.7915,0.8090,0.8168,0.0821,0.1398,0.1035,0.4562
flow,8,8,0.0261,polar3,polar,5000,60000,0.9207,0.9377,0.9313,0.5725,0.2874,0.3827,0.6602
flow,8,8,0.0261,knn,knn,10000,120000,0.6410,0.6539,0.6530,0.1895,0.1590,0.1729,0.4134
flow,8,8,0.0261,altered_knn,altered_knn,10000,80000,0.8007,0.8196,0.8206,0.0890,0.0958,0.0923,0.4559
flow,8,8,0.0261,polar3,polar,10000,120000,0.9204,0.9374,0.9310,0.5731,0.2854,0.3811,0.6592
flow,8,8,0.0261,knn,knn,20000,240000,0.6528,0.6656,0.6641,0.2366,0.1782,0.2033,0.4344
flow,8,8,0.0261,altered_knn,altered_knn,20000,160000,0.8090,0.8270,0.8297,0.1132,0.1398,0.1251,0.4760
flow,8,8,0.0261,polar3,polar,20000,240000,0.9202,0.9375,0.9307,0.5878,0.2759,0.3755,0.6565
flow,8,8,0.0261,knn,knn,50000,600000,0.6915,0.7053,0.7026,0.2776,0.1782,0.2170,0.4612
flow,8,8,0.0261,altered_knn,altered_knn,50000,400000,0.8081,0.8242,0.8405,0.0857,0.2088,0.1215,0.4728
flow,8,8,0.0261,polar3,polar,50000,600000,0.9199,0.9368,0.9302,0.6032,0.2912,0.3928,0.6648
flow,8,8,0.0261,knn,knn,100000,1200000,0.7061,0.7204,0.7169,0.2974,0.1743,0.2198,0.4701
flow,8,8,0.0261,altered_knn,altered_knn,100000,800000,0.8315,0.8508,0.8502,0.1174,0.1111,0.1142,0.4825
flow,8,8,0.0261,polar3,polar,100000,1200000,0.9202,0.9369,0.9303,0.6102,0.2969,0.3995,0.6682
flow,8,16,0.0299,knn,knn,2000,48000,0.5222,0.5323,0.5402,0.1000,0.1970,0.1327,0.3325
flow,8,16,0.0299,altered_knn,altered_knn,2000,32000,0.7210,0.7336,0.7659,0.0829,0.3105,0.1309,0.4323
flow,8,16,0.0299,polar3,polar,2000,48000,0.9015,0.9204,0.9137,0.5503,0.2922,0.3817,0.6510
flow,8,16,0.0299,knn,knn,5000,120000,0.5484,0.5594,0.5659,0.1092,0.1920,0.1392,0.3493
flow,8,16,0.0299,altered_knn,altered_knn,5000,80000,0.7582,0.7797,0.7781,0.0721,0.0651,0.0684,0.4240
flow,8,16,0.0299,polar3,polar,5000,120000,0.9068,0.9259,0.9185,0.5878,0.2905,0.3888,0.6574
flow,8,16,0.0299,knn,knn,10000,240000,0.5824,0.5943,0.5995,0.1274,0.1987,0.1553,0.3748
flow,8,16,0.0299,altered_knn,altered_knn,10000,160000,0.7682,0.7893,0.7896,0.0799,0.0835,0.0816,0.4355
flow,8,16,0.0299,polar3,polar,10000,240000,0.9094,0.9286,0.9211,0.5864,0.2888,0.3870,0.6578
flow,8,16,0.0299,knn,knn,20000,480000,0.6081,0.6203,0.6235,0.1612,0.2137,0.1838,0.4020
flow,8,16,0.0299,altered_knn,altered_knn,20000,320000,0.7696,0.7887,0.8005,0.0779,0.1536,0.1034,0.4460
flow,8,16,0.0299,polar3,polar,20000,480000,0.9101,0.9294,0.9220,0.5816,0.2855,0.3830,0.6562
flow,8,16,0.0299,knn,knn,50000,1200000,0.6369,0.6500,0.6518,0.1829,0.2137,0.1971,0.4235
flow,8,16,0.0299,altered_knn,altered_knn,50000,800000,0.7919,0.8126,0.8139,0.1093,0.1219,0.1152,0.4639
flow,8,16,0.0299,polar3,polar,50000,1200000,0.9115,0.9310,0.9232,0.5943,0.2788,0.3795,0.6553
flow,8,16,0.0299,knn,knn,100000,2400000,0.6606,0.6744,0.6752,0.2019,0.2137,0.2076,0.4410
flow,8,16,0.0299,altered_knn,altered_knn,100000,1600000,0.7978,0.8184,0.8236,0.0942,0.1336,0.1105,0.4644
flow,8,16,0.0299,polar3,polar,100000,2400000,0.9116,0.9311,0.9233,0.5936,0.2805,0.3810,0.6560
flow,8,32,0.0249,knn,knn,2000,96000,0.4826,0.4876,0.5071,0.0699,0.2866,0.1124,0.3000
flow,8,32,0.0249,altered_knn,altered_knn,2000,64000,0.7208,0.7356,0.7463,0.0678,0.1463,0.0927,0.4141
flow,8,32,0.0249,polar3,polar,2000,96000,0.8921,0.9071,0.9045,0.3791,0.3046,0.3378,0.6225
flow,8,32,0.0249,knn,knn,5000,240000,0.5189,0.5254,0.5426,0.0754,0.2665,0.1175,0.3215
flow,8,32,0.0249,altered_knn,altered_knn,5000,160000,0.7426,0.7594,0.7579,0.1005,0.0862,0.0928,0.4261
flow,8,32,0.0249,polar3,polar,5000,240000,0.8965,0.9115,0.9086,0.3990,0.3126,0.3506,0.6310
flow,8,32,0.0249,knn,knn,10000,480000,0.5497,0.5568,0.5715,0.0877,0.2705,0.1324,0.3446
flow,8,32,0.0249,altered_knn,altered_knn,10000,320000,0.7558,0.7732,0.7719,0.0828,0.0741,0.0782,0.4257
flow,8,32,0.0249,polar3,polar,10000,480000,0.8974,0.9127,0.9093,0.4043,0.3006,0.3448,0.6288
