process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,300,analytic,analytic,0,0,nan,0.9829,0.9925,0.9897,0.5398,0.3287,0.4086,0.7006
flow,2,2,150,0.0144,300,knn,knn,125,374,0.9947,0.9110,0.9197,0.9206,0.2719,0.3114,0.2903,0.6050
flow,2,2,150,0.0144,300,altered_knn,altered_knn,125,250,0.9947,0.9051,0.9119,0.9488,0.0697,0.4394,0.1203,0.5161
flow,2,2,150,0.0144,300,kernel,kernel,125,374,0.9947,0.9382,0.9467,0.9451,0.4661,0.3564,0.4039,0.6753
flow,2,2,150,0.0144,300,linear,linear,125,374,0.9947,0.7455,0.7522,0.8445,0.0174,0.2872,0.0329,0.3926
flow,2,2,150,0.0144,300,quadratic,quadratic,125,374,0.9947,0.9828,0.9920,0.9899,0.4952,0.3564,0.4145,0.7032
flow,2,2,150,0.0144,300,polar2,polar,125,374,0.9947,0.9814,0.9907,0.9890,0.4570,0.3495,0.3961,0.6934
flow,2,2,150,0.0144,300,polar3,polar,125,374,0.9947,0.9821,0.9919,0.9892,0.4972,0.3114,0.3830,0.6875
flow,2,2,150,0.0144,300,polar8,polar,125,374,0.9947,0.9816,0.9912,0.9890,0.4774,0.3287,0.3893,0.6903
flow,2,2,150,0.0144,300,mlp,mlp,125,374,0.9947,0.9827,0.9920,0.9894,0.5430,0.3495,0.4253,0.7086
flow,2,2,150,0.0144,300,knn,knn,250,750,0.9893,0.9474,0.9569,0.9603,0.2033,0.3010,0.2427,0.5998
flow,2,2,150,0.0144,300,altered_knn,altered_knn,250,500,0.9893,0.9379,0.9482,0.9608,0.0843,0.2353,0.1241,0.5361
flow,2,2,150,0.0144,300,kernel,kernel,250,750,0.9893,0.9584,0.9677,0.9662,0.4079,0.3218,0.3598,0.6638
flow,2,2,150,0.0144,300,linear,linear,250,750,0.9893,0.6815,0.6833,0.8081,0.0250,0.5536,0.0478,0.3656
flow,2,2,150,0.0144,300,quadratic,quadratic,250,750,0.9893,0.9815,0.9911,0.9884,0.5220,0.3287,0.4034,0.6973
flow,2,2,150,0.0144,300,polar2,polar,250,750,0.9893,0.9832,0.9920,0.9898,0.5517,0.3875,0.4553,0.7236
flow,2,2,150,0.0144,300,polar3,polar,250,750,0.9893,0.9831,0.9921,0.9898,0.5400,0.3737,0.4417,0.7169
flow,2,2,150,0.0144,300,polar8,polar,250,750,0.9893,0.9830,0.9921,0.9897,0.5417,0.3599,0.4324,0.7123
flow,2,2,150,0.0144,300,mlp,mlp,250,750,0.9893,0.9836,0.9926,0.9898,0.6045,0.3702,0.4592,0.7259
