process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,400,analytic,analytic,0,0,nan,0.9830,0.9924,0.9897,0.5440,0.3426,0.4204,0.7064
flow,2,2,150,0.0144,400,knn,knn,125,374,0.9947,0.9105,0.9195,0.9203,0.2614,0.2976,0.2783,0.5989
flow,2,2,150,0.0144,400,altered_knn,altered_knn,125,250,0.9947,0.9027,0.9094,0.9477,0.0686,0.4464,0.1189,0.5142
flow,2,2,150,0.0144,400,kernel,kernel,125,374,0.9947,0.9383,0.9469,0.9451,0.4764,0.3495,0.4032,0.6751
flow,2,2,150,0.0144,400,linear,linear,125,374,0.9947,0.7452,0.7520,0.8443,0.0174,0.2872,0.0329,0.3924
flow,2,2,150,0.0144,400,quadratic,quadratic,125,374,0.9947,0.9830,0.9923,0.9900,0.5050,0.3495,0.4131,0.7027
flow,2,2,150,0.0144,400,polar2,polar,125,374,0.9947,0.9814,0.9907,0.9890,0.4525,0.3460,0.3922,0.6914
flow,2,2,150,0.0144,400,polar3,polar,125,374,0.9947,0.9821,0.9920,0.9892,0.4943,0.3010,0.3742,0.6831
flow,2,2,150,0.0144,400,polar8,polar,125,374,0.9947,0.9821,0.9916,0.9892,0.5000,0.3356,0.4017,0.6966
flow,2,2,150,0.0144,400,mlp,mlp,125,374,0.9947,0.9821,0.9919,0.9891,0.5086,0.3080,0.3836,0.6878
flow,2,2,150,0.0144,400,knn,knn,250,750,0.9907,0.9471,0.9569,0.9601,0.1929,0.2803,0.2285,0.5927
flow,2,2,150,0.0144,400,altered_knn,altered_knn,250,500,0.9907,0.9357,0.9462,0.9595,0.0765,0.2215,0.1137,0.5299
flow,2,2,150,0.0144,400,kernel,kernel,250,750,0.9907,0.9585,0.9680,0.9663,0.4091,0.3114,0.3536,0.6608
flow,2,2,150,0.0144,400,linear,linear,250,750,0.9907,0.6806,0.6825,0.8075,0.0249,0.5536,0.0477,0.3651
flow,2,2,150,0.0144,400,quadratic,quadratic,250,750,0.9907,0.9816,0.9912,0.9884,0.5281,0.3253,0.4026,0.6969
flow,2,2,150,0.0144,400,polar2,polar,250,750,0.9907,0.9832,0.9922,0.9899,0.5510,0.3737,0.4454,0.7188
flow,2,2,150,0.0144,400,polar3,polar,250,750,0.9907,0.9831,0.9922,0.9898,0.5408,0.3668,0.4371,0.7147
flow,2,2,150,0.0144,400,polar8,polar,250,750,0.9907,0.9830,0.9922,0.9897,0.5393,0.3564,0.4292,0.7107
flow,2,2,150,0.0144,400,mlp,mlp,250,750,0.9907,0.9835,0.9927,0.9898,0.5886,0.3564,0.4440,0.7183
flow,2,2,150,0.0144,400,knn,knn,500,1500,0.9907,0.9602,0.9676,0.9722,0.2731,0.4498,0.3399,0.6538
flow,2,2,150,0.0144,400,altered_knn,altered_knn,500,1000,0.9907,0.9374,0.9480,0.9584,0.0864,0.2145,0.1231,0.5356
flow,2,2,150,0.0144,400,kernel,kernel,500,1500,0.9907,0.9665,0.9751,0.9742,0.4370,0.3841,0.4088,0.6920
flow,2,2,150,0.0144,400,linear,linear,500,1500,0.9907,0.6910,0.6928,0.8152,0.0265,0.5709,0.0507,0.3717
flow,2,2,150,0.0144,400,quadratic,quadratic,500,1500,0.9907,0.9803,0.9896,0.9877,0.4717,0.3460,0.3992,0.6944
flow,2,2,150,0.0144,400,polar2,polar,500,1500,0.9907,0.9829,0.9913,0.9896,0.5315,0.4083,0.4618,0.7266
flow,2,2,150,0.0144,400,polar3,polar,500,1500,0.9907,0.9826,0.9914,0.9897,0.5068,0.3875,0.4392,0.7153
flow,2,2,150,0.0144,400,polar8,polar,500,1500,0.9907,0.9824,0.9915,0.9894,0.5096,0.3668,0.4266,0.7090
flow,2,2,150,0.0144,400,mlp,mlp,500,1500,0.9907,0.9833,0.9921,0.9898,0.5692,0.3841,0.4587,0.7254
