sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
dpmpp2m,2,2,3,0.0109,0.0005,knn,knn,2000,6000,0.9820,0.0012,0.9855,0.0011,0.9884,0.0006,0.3832,0.0275,0.6682,0.0225,0.4864,0.0248,0.7359,0.0129
dpmpp2m,2,2,3,0.0109,0.0005,altered_knn,altered_knn,2000,4000,0.9663,0.0046,0.9744,0.0053,0.9807,0.0020,0.0960,0.0110,0.2267,0.0517,0.1330,0.0157,0.5537,0.0076
dpmpp2m,2,2,3,0.0109,0.0005,quadratic,quadratic,2000,6000,0.9851,0.0025,0.9896,0.0020,0.9887,0.0022,0.6086,0.0212,0.5792,0.0345,0.5933,0.0268,0.7915,0.0144
dpmpp2m,2,2,3,0.0109,0.0005,polar3,polar,2000,6000,0.9861,0.0005,0.9892,0.0010,0.9900,0.0008,0.5526,0.0108,0.7094,0.0375,0.6207,0.0153,0.8049,0.0072
dpmpp2m,2,2,3,0.0109,0.0005,knn,knn,5000,15000,0.9852,0.0007,0.9887,0.0010,0.9901,0.0008,0.4653,0.0203,0.6628,0.0148,0.5462,0.0090,0.7674,0.0048
dpmpp2m,2,2,3,0.0109,0.0005,altered_knn,altered_knn,5000,10000,0.9748,0.0025,0.9837,0.0031,0.9848,0.0007,0.1140,0.0152,0.1699,0.0770,0.1315,0.0403,0.5576,0.0186
dpmpp2m,2,2,3,0.0109,0.0005,quadratic,quadratic,5000,15000,0.9864,0.0030,0.9910,0.0024,0.9900,0.0028,0.6108,0.0131,0.5758,0.0347,0.5923,0.0220,0.7916,0.0122
dpmpp2m,2,2,3,0.0109,0.0005,polar3,polar,5000,15000,0.9860,0.0005,0.9891,0.0010,0.9899,0.0008,0.5519,0.0135,0.7056,0.0345,0.6187,0.0124,0.8039,0.0058
dpmpp2m,2,2,3,0.0109,0.0005,knn,knn,10000,30000,0.9861,0.0005,0.9898,0.0009,0.9903,0.0008,0.5298,0.0143,0.6560,0.0239,0.5858,0.0117,0.7878,0.0055
dpmpp2m,2,2,3,0.0109,0.0005,altered_knn,altered_knn,10000,20000,0.9767,0.0036,0.9862,0.0048,0.9856,0.0016,0.1005,0.0146,0.1200,0.0877,0.0992,0.0409,0.5427,0.0183
dpmpp2m,2,2,3,0.0109,0.0005,quadratic,quadratic,10000,30000,0.9870,0.0031,0.9915,0.0025,0.9907,0.0028,0.6109,0.0170,0.5799,0.0378,0.5947,0.0266,0.7931,0.0145
dpmpp2m,2,2,3,0.0109,0.0005,polar3,polar,10000,30000,0.9860,0.0005,0.9891,0.0009,0.9899,0.0007,0.5525,0.0117,0.7055,0.0323,0.6193,0.0145,0.8042,0.0069
dpmpp2m,2,2,3,0.0109,0.0005,knn,knn,15000,45000,0.9866,0.0003,0.9901,0.0008,0.9904,0.0007,0.5706,0.0156,0.6668,0.0349,0.6147,0.0214,0.8024,0.0103
dpmpp2m,2,2,3,0.0109,0.0005,altered_knn,altered_knn,15000,30000,0.9779,0.0026,0.9878,0.0035,0.9863,0.0014,0.0921,0.0145,0.0840,0.0486,0.0799,0.0281,0.5338,0.0125
dpmpp2m,2,2,3,0.0109,0.0005,quadratic,quadratic,15000,45000,0.9863,0.0030,0.9907,0.0024,0.9898,0.0027,0.6140,0.0200,0.5815,0.0389,0.5969,0.0284,0.7938,0.0154
dpmpp2m,2,2,3,0.0109,0.0005,polar3,polar,15000,45000,0.9860,0.0004,0.9891,0.0009,0.9899,0.0007,0.5498,0.0126,0.7053,0.0335,0.6175,0.0162,0.8033,0.0077
dpmpp2m,2,2,3,0.0109,0.0005,knn,knn,20000,60000,0.9869,0.0003,0.9904,0.0009,0.9904,0.0007,0.5968,0.0185,0.6664,0.0376,0.6292,0.0229,0.8098,0.0110
dpmpp2m,2,2,3,0.0109,0.0005,altered_knn,altered_knn,20000,40000,0.9794,0.0004,0.9897,0.0004,0.9868,0.0007,0.0680,0.0198,0.0421,0.0169,0.0519,0.0185,0.5208,0.0093
dpmpp2m,2,2,3,0.0109,0.0005,quadratic,quadratic,20000,60000,0.9858,0.0030,0.9903,0.0024,0.9894,0.0027,0.6131,0.0223,0.5797,0.0401,0.5955,0.0298,0.7929,0.0161
dpmpp2m,2,2,3,0.0109,0.0005,polar3,polar,20000,60000,0.9860,0.0004,0.9891,0.0009,0.9899,0.0007,0.5504,0.0105,0.7059,0.0327,0.6181,0.0152,0.8036,0.0072
dpmpp2m,2,4,3,0.0117,0.0005,knn,knn,2000,12000,0.9631,0.0101,0.9678,0.0091,0.9709,0.0110,0.2517,0.0553,0.5640,0.1026,0.3480,0.0724,0.6579,0.0403
dpmpp2m,2,4,3,0.0117,0.0005,altered_knn,altered_knn,2000,8000,0.9551,0.0091,0.9641,0.0090,0.9666,0.0091,0.0980,0.0255,0.1982,0.0588,0.1287,0.0317,0.5464,0.0196
dpmpp2m,2,4,3,0.0117,0.0005,quadratic,quadratic,2000,12000,0.9297,0.0106,0.9357,0.0111,0.9345,0.0115,0.2629,0.0507,0.4155,0.0714,0.3154,0.0324,0.6256,0.0206
dpmpp2m,2,4,3,0.0117,0.0005,polar3,polar,2000,12000,0.9651,0.0110,0.9698,0.0099,0.9717,0.0117,0.2842,0.0542,0.5612,0.1090,0.3772,0.0723,0.6735,0.0409
dpmpp2m,2,4,3,0.0117,0.0005,knn,knn,5000,30000,0.9677,0.0118,0.9731,0.0104,0.9731,0.0124,0.3064,0.0887,0.5147,0.1317,0.3840,0.1064,0.6786,0.0582
dpmpp2m,2,4,3,0.0117,0.0005,altered_knn,altered_knn,5000,20000,0.9614,0.0106,0.9710,0.0103,0.9702,0.0108,0.1068,0.0431,0.1542,0.0333,0.1244,0.0389,0.5477,0.0244
dpmpp2m,2,4,3,0.0117,0.0005,quadratic,quadratic,5000,30000,0.9286,0.0103,0.9346,0.0107,0.9332,0.0111,0.2624,0.0538,0.4154,0.0687,0.3153,0.0362,0.6250,0.0224
dpmpp2m,2,4,3,0.0117,0.0005,polar3,polar,5000,30000,0.9655,0.0105,0.9703,0.0093,0.9722,0.0111,0.2865,0.0496,0.5617,0.1105,0.3794,0.0687,0.6749,0.0387
dpmpp2m,2,4,3,0.0117,0.0005,knn,knn,10000,60000,0.9701,0.0121,0.9757,0.0107,0.9740,0.0128,0.3664,0.1002,0.4988,0.1290,0.4224,0.1129,0.6991,0.0616
dpmpp2m,2,4,3,0.0117,0.0005,altered_knn,altered_knn,10000,40000,0.9656,0.0106,0.9760,0.0099,0.9716,0.0119,0.1058,0.0647,0.0899,0.0518,0.0972,0.0576,0.5366,0.0337
