sampler,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
ddim,4,4,0.0901,altered_knn,altered_knn,50000,200000,0.8197,0.8924,0.8479,0.5149,0.0866,0.1482,0.5203
ddim,4,4,0.0901,polar3,polar,50000,300000,0.8484,0.9143,0.8744,0.7759,0.1826,0.2956,0.6050
ddim,4,4,0.0901,knn,knn,100000,600000,0.8334,0.8982,0.8560,0.8055,0.1792,0.2932,0.5957
ddim,4,4,0.0901,altered_knn,altered_knn,100000,400000,0.8235,0.8978,0.8525,0.5176,0.0733,0.1283,0.5131
ddim,4,4,0.0901,polar3,polar,100000,600000,0.8485,0.9148,0.8748,0.7636,0.1792,0.2903,0.6026
ddim,4,8,0.0265,knn,knn,2000,24000,0.7200,0.7322,0.7383,0.1377,0.2731,0.1831,0.4577
ddim,4,8,0.0265,altered_knn,altered_knn,2000,16000,0.7778,0.7958,0.7999,0.0728,0.1186,0.0903,0.4430
ddim,4,8,0.0265,polar3,polar,2000,24000,0.8432,0.8584,0.8555,0.2890,0.2863,0.2876,0.5730
ddim,4,8,0.0265,knn,knn,5000,60000,0.7560,0.7686,0.7719,0.1729,0.2957,0.2182,0.4934
ddim,4,8,0.0265,altered_knn,altered_knn,5000,40000,0.7511,0.7636,0.8084,0.0587,0.2957,0.0980,0.4308
ddim,4,8,0.0265,polar3,polar,5000,60000,0.8443,0.8594,0.8570,0.2933,0.2900,0.2917,0.5755
ddim,4,8,0.0265,knn,knn,10000,120000,0.7722,0.7858,0.7878,0.1765,0.2750,0.2150,0.5004
ddim,4,8,0.0265,altered_knn,altered_knn,10000,80000,0.7915,0.8099,0.8134,0.0728,0.1168,0.0897,0.4498
ddim,4,8,0.0265,polar3,polar,10000,120000,0.8434,0.8587,0.8564,0.2860,0.2844,0.2852,0.5719
ddim,4,8,0.0265,knn,knn,20000,240000,0.7929,0.8073,0.8082,0.1900,0.2637,0.2208,0.5141
ddim,4,8,0.0265,altered_knn,altered_knn,20000,160000,0.8024,0.8215,0.8215,0.0853,0.1036,0.0935,0.4575
ddim,4,8,0.0265,polar3,polar,20000,240000,0.8445,0.8596,0.8568,0.2984,0.2900,0.2942,0.5769
ddim,4,8,0.0265,knn,knn,50000,600000,0.8123,0.8271,0.8267,0.2257,0.2712,0.2464,0.5367
ddim,4,8,0.0265,altered_knn,altered_knn,50000,400000,0.8167,0.8378,0.8281,0.0965,0.0414,0.0580,0.4479
ddim,4,8,0.0265,polar3,polar,50000,600000,0.8449,0.8607,0.8563,0.3054,0.2674,0.2851,0.5729
ddim,4,8,0.0265,knn,knn,100000,1200000,0.8233,0.8393,0.8363,0.2405,0.2392,0.2398,0.5396
ddim,4,8,0.0265,altered_knn,altered_knn,100000,800000,0.8258,0.8477,0.8353,0.0956,0.0245,0.0390,0.4433
ddim,4,8,0.0265,polar3,polar,100000,1200000,0.8452,0.8612,0.8568,0.3009,0.2618,0.2800,0.5706
ddim,4,16,0.0315,knn,knn,2000,48000,0.7351,0.7503,0.7596,0.1498,0.2694,0.1925,0.4714
ddim,4,16,0.0315,altered_knn,altered_knn,2000,32000,0.8115,0.8353,0.8299,0.1303,0.0824,0.1010,0.4681
ddim,4,16,0.0315,polar3,polar,2000,48000,0.8731,0.8934,0.8913,0.2904,0.2504,0.2689,0.5812
ddim,4,16,0.0315,knn,knn,5000,120000,0.7770,0.7944,0.7997,0.1663,0.2441,0.1978,0.4961
ddim,4,16,0.0315,altered_knn,altered_knn,5000,80000,0.8144,0.8355,0.8425,0.1106,0.1680,0.1334,0.4845
ddim,4,16,0.0315,polar3,polar,5000,120000,0.8741,0.8944,0.8921,0.2948,0.2504,0.2708,0.5826
ddim,4,16,0.0315,knn,knn,10000,240000,0.8011,0.8192,0.8219,0.1960,0.2472,0.2186,0.5189
ddim,4,16,0.0315,altered_knn,altered_knn,10000,160000,0.8316,0.8568,0.8469,0.1791,0.0571,0.0865,0.4717
ddim,4,16,0.0315,polar3,polar,10000,240000,0.8752,0.8952,0.8928,0.3107,0.2615,0.2840,0.5896
ddim,4,16,0.0315,knn,knn,20000,480000,0.8246,0.8437,0.8438,0.2249,0.2377,0.2311,0.5374
ddim,4,16,0.0315,altered_knn,altered_knn,20000,320000,0.8319,0.8550,0.8548,0.1232,0.1236,0.1234,0.4892
ddim,4,16,0.0315,polar3,polar,20000,480000,0.8768,0.8973,0.8943,0.3129,0.2504,0.2782,0.5877
ddim,4,16,0.0315,knn,knn,50000,1200000,0.8455,0.8659,0.8640,0.2451,0.2203,0.2321,0.5490
ddim,4,16,0.0315,altered_knn,altered_knn,50000,800000,0.8468,0.8735,0.8630,0.1092,0.0301,0.0472,0.4603
ddim,4,16,0.0315,polar3,polar,50000,1200000,0.8796,0.9001,0.8970,0.3206,0.2520,0.2822,0.5911
ddim,4,16,0.0315,knn,knn,100000,2400000,0.8557,0.8767,0.8732,0.2709,0.2108,0.2371,0.5569
ddim,4,16,0.0315,altered_knn,altered_knn,100000,1600000,0.8552,0.8805,0.8749,0.1269,0.0777,0.0964,0.4884
ddim,4,16,0.0315,polar3,polar,100000,2400000,0.8806,0.9011,0.8981,0.3154,0.2504,0.2792,0.5901
ddim,4,32,0.0309,knn,knn,2000,96000,0.7160,0.7294,0.7421,0.1372,0.2956,0.1874,0.4584
ddim,4,32,0.0309,altered_knn,altered_knn,2000,64000,0.7926,0.8145,0.8115,0.1417,0.1099,0.1237,0.4691
ddim,4,32,0.0309,polar3,polar,2000,96000,0.8510,0.8696,0.8723,0.2289,0.2714,0.2483,0.5590
ddim,4,32,0.0309,knn,knn,5000,240000,0.7535,0.7689,0.7779,0.1518,0.2714,0.1947,0.4818
ddim,4,32,0.0309,altered_knn,altered_knn,5000,160000,0.8025,0.8229,0.8260,0.1360,0.1648,0.1490,0.4860
ddim,4,32,0.0309,polar3,polar,5000,240000,0.8534,0.8717,0.8744,0.2397,0.2811,0.2587,0.5652
ddim,4,32,0.0309,knn,knn,10000,480000,0.7850,0.8017,0.8079,0.1712,0.2633,0.2075,0.5046
ddim,4,32,0.0309,altered_knn,altered_knn,10000,320000,0.8176,0.8420,0.8321,0.1941,0.0533,0.0837,0.4628
ddim,4,32,0.0309,polar3,polar,10000,480000,0.8557,0.8747,0.8761,0.2377,0.2585,0.2477,0.5612
ddim,4,32,0.0309,knn,knn,20000,960000,0.8059,0.8238,0.8273,0.1885,0.2439,0.2127,0.5183
ddim,4,32,0.0309,altered_knn,altered_knn,20000,640000,0.8240,0.8496,0.8380,0.1262,0.0210,0.0360,0.4428
ddim,4,32,0.0309,polar3,polar,20000,960000,0.8575,0.8767,0.8773,0.2496,0.2569,0.2532,0.5650
ddim,4,32,0.0309,knn,knn,50000,2400000,0.8279,0.8471,0.8476,0.2149,0.2278,0.2212,0.5341
ddim,4,32,0.0309,altered_knn,altered_knn,50000,1600000,0.8310,0.8548,0.8489,0.1500,0.0872,0.1103,0.4826
ddim,4,32,0.0309,polar3,polar,50000,2400000,0.8597,0.8792,0.8786,0.2610,0.2488,0.2548,0.5670
ddim,4,32,0.0309,knn,knn,100000,4800000,0.8382,0.8582,0.8578,0.2165,0.2116,0.2141,0.5361
ddim,4,32,0.0309,altered_knn,altered_knn,100000,3200000,0.8392,0.8640,0.8561,0.1477,0.0630,0.0883,0.4762
ddim,4,32,0.0309,polar3,polar,100000,4800000,0.8606,0.8806,0.8793,0.2616,0.2359,0.2481,0.5643
ddim,8,2,0.2001,knn,knn,2000,6000,0.6764,0.8414,0.7493,0.8961,0.0172,0.0338,0.4376
ddim,8,2,0.2001,altered_knn,altered_knn,2000,4000,0.7497,0.9004,0.8360,0.3845,0.1476,0.2134,0.5569
ddim,8,2,0.2001,polar3,polar,2000,6000,0.8187,0.9896,0.8932,0.9872,0.1354,0.2381,0.6139
ddim,8,2,0.2001,knn,knn,5000,15000,0.6865,0.8545,0.7608,0.9219,0.0147,0.0290,0.4418
ddim,8,2,0.2001,altered_knn,altered_knn,5000,10000,0.7256,0.8129,0.8217,0.3478,0.3770,0.3618,0.5873
ddim,8,2,0.2001,polar3,polar,5000,15000,0.8188,0.9892,0.8931,0.9839,0.1376,0.2415,0.6154
ddim,8,2,0.2001,knn,knn,10000,30000,0.6967,0.8660,0.7715,0.9529,0.0202,0.0396,0.4528
ddim,8,2,0.2001,altered_knn,altered_knn,10000,20000,0.7569,0.9105,0.8431,0.3983,0.1434,0.2109,0.5607
ddim,8,2,0.2001,polar3,polar,10000,30000,0.8187,0.9893,0.8929,0.9946,0.1369,0.2407,0.6150
ddim,8,2,0.2001,knn,knn,20000,60000,0.7037,0.8740,0.7789,0.9894,0.0232,0.0454,0.4597
ddim,8,2,0.2001,altered_knn,altered_knn,20000,40000,0.7579,0.9117,0.8457,0.3812,0.1431,0.2081,0.5599
ddim,8,2,0.2001,polar3,polar,20000,60000,0.8191,0.9896,0.8933,0.9946,0.1379,0.2422,0.6159
ddim,8,2,0.2001,knn,knn,50000,150000,0.7134,0.8859,0.7896,0.9608,0.0245,0.0477,0.4668
ddim,8,2,0.2001,altered_knn,altered_knn,50000,100000,0.7674,0.9257,0.8539,0.4128,0.1349,0.2034,0.5645
ddim,8,2,0.2001,polar3,polar,50000,150000,0.8191,0.9895,0.8932,0.9946,0.1381,0.2426,0.6160
ddim,8,2,0.2001,knn,knn,100000,300000,0.7230,0.8961,0.7993,0.9767,0.0315,0.0610,0.4785
ddim,8,2,0.2001,altered_knn,altered_knn,100000,200000,0.7651,0.9332,0.8529,0.3792,0.0937,0.1502,0.5417
ddim,8,2,0.2001,polar3,polar,100000,300000,0.8194,0.9895,0.8934,0.9947,0.1399,0.2453,0.6174
ddim,8,4,0.0689,knn,knn,2000,12000,0.6482,0.6901,0.6666,0.5795,0.0819,0.1436,0.4169
ddim,8,4,0.0689,altered_knn,altered_knn,2000,8000,0.7677,0.8005,0.8355,0.1519,0.3249,0.2070,0.5038
ddim,8,4,0.0689,polar3,polar,2000,12000,0.9003,0.9496,0.9240,0.8753,0.2342,0.3696,0.6596
ddim,8,4,0.0689,knn,knn,5000,30000,0.6653,0.7079,0.6840,0.6477,0.0906,0.1590,0.4334
ddim,8,4,0.0689,altered_knn,altered_knn,5000,20000,0.8104,0.8629,0.8468,0.1890,0.1022,0.1327,0.4978
ddim,8,4,0.0689,polar3,polar,5000,30000,0.8991,0.9484,0.9224,0.9202,0.2342,0.3734,0.6609
ddim,8,4,0.0689,knn,knn,10000,60000,0.6854,0.7293,0.7044,0.7257,0.0921,0.1634,0.4464
ddim,8,4,0.0689,altered_knn,altered_knn,10000,40000,0.8005,0.8438,0.8490,0.1810,0.2161,0.1970,0.5204
ddim,8,4,0.0689,polar3,polar,10000,60000,0.8998,0.9491,0.9230,0.9255,0.2342,0.3738,0.6615
ddim,8,4,0.0689,knn,knn,20000,120000,0.6972,0.7427,0.7177,0.7143,0.0834,0.1494,0.4460
ddim,8,4,0.0689,altered_knn,altered_knn,20000,80000,0.8139,0.8632,0.8534,0.1998,0.1479,0.1700,0.5166
ddim,8,4,0.0689,polar3,polar,20000,120000,0.9004,0.9498,0.9237,0.9280,0.2335,0.3731,0.6615
ddim,8,4,0.0689,knn,knn,50000,300000,0.7138,0.7593,0.7333,0.7541,0.1001,0.1767,0.4680
ddim,8,4,0.0689,altered_knn,altered_knn,50000,200000,0.8209,0.8705,0.8603,0.2118,0.1516,0.1767,0.5236
ddim,8,4,0.0689,polar3,polar,50000,300000,0.9003,0.9497,0.9235,0.9282,0.2342,0.3741,0.6619
ddim,8,4,0.0689,knn,knn,100000,600000,0.7333,0.7798,0.7531,0.7978,0.1059,0.1869,0.4834
ddim,8,4,0.0689,altered_knn,altered_knn,100000,400000,0.8367,0.8958,0.8664,0.2895,0.0399,0.0701,0.4829
ddim,8,4,0.0689,polar3,polar,100000,600000,0.9009,0.9500,0.9242,0.9063,0.2386,0.3777,0.6639
ddim,8,8,0.0344,knn,knn,2000,24000,0.5935,0.6084,0.6053,0.2034,0.1759,0.1886,0.3985
ddim,8,8,0.0344,altered_knn,altered_knn,2000,16000,0.8024,0.8282,0.8187,0.1704,0.0770,0.1061,0.4672
ddim,8,8,0.0344,polar3,polar,2000,24000,0.9115,0.9324,0.9242,0.6400,0.3256,0.4316,0.6820
ddim,8,8,0.0344,knn,knn,5000,60000,0.6235,0.6386,0.6343,0.2605,0.1991,0.2257,0.4322
ddim,8,8,0.0344,altered_knn,altered_knn,5000,40000,0.8040,0.8295,0.8233,0.1368,0.0887,0.1076,0.4686
ddim,8,8,0.0344,polar3,polar,5000,60000,0.9146,0.9355,0.9267,0.6978,0.3256,0.4440,0.6898
ddim,8,8,0.0344,knn,knn,10000,120000,0.6442,0.6594,0.6544,0.3024,0.2180,0.2534,0.4564
ddim,8,8,0.0344,altered_knn,altered_knn,10000,80000,0.8043,0.8250,0.8298,0.1598,0.2238,0.1864,0.5057
ddim,8,8,0.0344,polar3,polar,10000,120000,0.9166,0.9378,0.9286,0.7279,0.3227,0.4471,0.6925
ddim,8,8,0.0344,knn,knn,20000,240000,0.6644,0.6810,0.6763,0.2927,0.1991,0.2370,0.4590
ddim,8,8,0.0344,altered_knn,altered_knn,20000,160000,0.8137,0.8364,0.8367,0.1660,0.1788,0.1721,0.5043
ddim,8,8,0.0344,polar3,polar,20000,240000,0.9178,0.9390,0.9297,0.7400,0.3227,0.4494,0.6942
ddim,8,8,0.0344,knn,knn,50000,600000,0.6949,0.7115,0.7049,0.3850,0.2311,0.2888,0.5002
ddim,8,8,0.0344,altered_knn,altered_knn,50000,400000,0.8142,0.8333,0.8443,0.1579,0.2791,0.2017,0.5175
ddim,8,8,0.0344,polar3,polar,50000,600000,0.9190,0.9400,0.9310,0.7252,0.3299,0.4535,0.6968
ddim,8,8,0.0344,knn,knn,100000,1200000,0.7086,0.7258,0.7187,0.4047,0.2253,0.2894,0.5076
ddim,8,8,0.0344,altered_knn,altered_knn,100000,800000,0.8327,0.8595,0.8509,0.1687,0.0799,0.1085,0.4840
ddim,8,8,0.0344,polar3,polar,100000,1200000,0.9194,0.9402,0.9311,0.7404,0.3358,0.4620,0.7011
ddim,8,16,0.0388,knn,knn,2000,48000,0.5109,0.5224,0.5263,0.1384,0.2242,0.1712,0.3468
ddim,8,16,0.0388,altered_knn,altered_knn,2000,32000,0.7482,0.7692,0.7723,0.1631,0.2281,0.1902,0.4797
ddim,8,16,0.0388,polar3,polar,2000,48000,0.8731,0.8972,0.8843,0.5703,0.2771,0.3729,0.6350
ddim,8,16,0.0388,knn,knn,5000,120000,0.5430,0.5553,0.5574,0.1610,0.2371,0.1918,0.3736
ddim,8,16,0.0388,altered_knn,altered_knn,5000,80000,0.7682,0.7975,0.7811,0.1833,0.0425,0.0690,0.4333
ddim,8,16,0.0388,polar3,polar,5000,120000,0.8755,0.9004,0.8864,0.5947,0.2590,0.3609,0.6306
ddim,8,16,0.0388,knn,knn,10000,240000,0.5762,0.5903,0.5903,0.1773,0.2294,0.2000,0.3951
ddim,8,16,0.0388,altered_knn,altered_knn,10000,160000,0.7687,0.7992,0.7800,0.2105,0.0155,0.0288,0.4140
ddim,8,16,0.0388,polar3,polar,10000,240000,0.8778,0.9028,0.8888,0.5982,0.2590,0.3615,0.6322
ddim,8,16,0.0388,knn,knn,20000,480000,0.6029,0.6178,0.6146,0.2248,0.2358,0.2302,0.4240
ddim,8,16,0.0388,altered_knn,altered_knn,20000,320000,0.7703,0.7936,0.7928,0.1699,0.1946,0.1814,0.4875
ddim,8,16,0.0388,polar3,polar,20000,480000,0.8808,0.9062,0.8919,0.6087,0.2526,0.3570,0.6316
ddim,8,16,0.0388,knn,knn,50000,1200000,0.6268,0.6427,0.6392,0.2335,0.2332,0.2334,0.4380
ddim,8,16,0.0388,altered_knn,altered_knn,50000,800000,0.7309,0.7381,0.7970,0.1171,0.5541,0.1933,0.4657
ddim,8,16,0.0388,polar3,polar,50000,1200000,0.8827,0.9086,0.8943,0.5943,0.2436,0.3455,0.6270
ddim,8,16,0.0388,knn,knn,100000,2400000,0.6513,0.6677,0.6626,0.2704,0.2436,0.2563,0.4620
ddim,8,16,0.0388,altered_knn,altered_knn,100000,1600000,0.7942,0.8233,0.8094,0.2044,0.0722,0.1067,0.4650
ddim,8,16,0.0388,polar3,polar,100000,2400000,0.8832,0.9090,0.8946,0.6013,0.2448,0.3480,0.6285
ddim,8,32,0.0303,knn,knn,2000,96000,0.4798,0.4845,0.5025,0.0960,0.3328,0.1490,0.3167
ddim,8,32,0.0303,altered_knn,altered_knn,2000,64000,0.7252,0.7439,0.7455,0.1091,0.1285,0.1180,0.4309
ddim,8,32,0.0303,polar3,polar,2000,96000,0.8708,0.8878,0.8836,0.4583,0.3262,0.3811,0.6345
ddim,8,32,0.0303,knn,knn,5000,240000,0.5182,0.5237,0.5397,0.1128,0.3410,0.1695,0.3466
ddim,8,32,0.0303,altered_knn,altered_knn,5000,160000,0.7419,0.7624,0.7580,0.1256,0.0857,0.1019,0.4322
