process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
ddim,2,2,150,0.0274,700,1500,0.9907,analytic,analytic,0.9583,0.9808,0.9717,0.4603,0.1588,0.2361,0.6085
ddim,2,2,150,0.0274,700,1500,0.9907,knn,knn,0.9485,0.9662,0.9650,0.3493,0.3193,0.3337,0.6499
ddim,2,2,150,0.0274,700,1500,0.9907,altered_knn,altered_knn,0.9268,0.9475,0.9515,0.1493,0.1934,0.1685,0.5580
ddim,2,2,150,0.0274,700,1500,0.9907,kernel,kernel,0.9536,0.9734,0.9668,0.4774,0.2500,0.3281,0.6508
ddim,2,2,150,0.0274,700,1500,0.9907,linear,linear,0.7055,0.7035,0.8233,0.0686,0.7755,0.1261,0.4148
ddim,2,2,150,0.0274,700,1500,0.9907,quadratic,quadratic,0.9586,0.9804,0.9725,0.4292,0.1880,0.2614,0.6209
ddim,2,2,150,0.0274,700,1500,0.9907,polar2,polar,0.9579,0.9791,0.9716,0.4431,0.2062,0.2814,0.6303
ddim,2,2,150,0.0274,700,1500,0.9907,polar3,polar,0.9577,0.9790,0.9715,0.4405,0.2026,0.2775,0.6283
ddim,2,2,150,0.0274,700,1500,0.9907,polar8,polar,0.9570,0.9787,0.9712,0.4078,0.1898,0.2590,0.6188
ddim,2,2,150,0.0274,700,1500,0.9907,mlp,mlp,0.9576,0.9797,0.9714,0.4364,0.1752,0.2500,0.6148
ddim,2,4,150,0.0297,700,3000,0.9227,analytic,analytic,0.9325,0.9548,0.9447,0.6111,0.2037,0.3056,0.6302
ddim,2,4,150,0.0297,700,3000,0.9227,knn,knn,0.9011,0.9197,0.9224,0.2371,0.2946,0.2628,0.5912
ddim,2,4,150,0.0297,700,3000,0.9227,altered_knn,altered_knn,0.8956,0.9207,0.9194,0.0795,0.0758,0.0776,0.4992
ddim,2,4,150,0.0297,700,3000,0.9227,kernel,kernel,0.9093,0.9289,0.9307,0.2325,0.2677,0.2488,0.5889
ddim,2,4,150,0.0297,700,3000,0.9227,linear,linear,0.1867,0.1731,0.2465,0.0228,0.6313,0.0441,0.1086
ddim,2,4,150,0.0297,700,3000,0.9227,quadratic,quadratic,0.9163,0.9361,0.9324,0.3584,0.2727,0.3098,0.6229
ddim,2,4,150,0.0297,700,3000,0.9227,polar2,polar,0.9112,0.9304,0.9325,0.2315,0.2845,0.2553,0.5928
