sampler,d,K,n_seeds,hall_gt,hall_gt_std,model,arch,n_per_mode,n_anchors,full_acc,full_acc_std,mode_acc,mode_acc_std,mode_f1,mode_f1_std,hall_prec,hall_prec_std,hall_rec,hall_rec_std,hall_f1,hall_f1_std,balanced,balanced_std
dpmpp2m,2,2,3,0.0110,0.0005,knn,knn,2000,6000,0.9839,0.0011,0.9867,0.0009,0.9912,0.0006,0.4022,0.0207,0.7255,0.0199,0.5174,0.0220,0.7521,0.0114
dpmpp2m,2,2,3,0.0110,0.0005,altered_knn,altered_knn,2000,4000,0.9605,0.0092,0.9681,0.0100,0.9791,0.0039,0.0930,0.0087,0.2720,0.0941,0.1338,0.0173,0.5510,0.0064
dpmpp2m,2,2,3,0.0110,0.0005,quadratic,quadratic,2000,6000,0.9879,0.0011,0.9925,0.0007,0.9924,0.0008,0.5875,0.0330,0.5716,0.0224,0.5792,0.0259,0.7859,0.0132
dpmpp2m,2,2,3,0.0110,0.0005,polar3,polar,2000,6000,0.9954,0.0014,0.9965,0.0011,0.9975,0.0009,0.7588,0.0510,0.8887,0.0259,0.8182,0.0400,0.9074,0.0206
dpmpp2m,2,2,3,0.0110,0.0005,knn,knn,5000,15000,0.9902,0.0012,0.9922,0.0008,0.9948,0.0007,0.5483,0.0389,0.8045,0.0331,0.6520,0.0379,0.8221,0.0194
dpmpp2m,2,2,3,0.0110,0.0005,altered_knn,altered_knn,5000,10000,0.9746,0.0031,0.9827,0.0031,0.9868,0.0014,0.1473,0.0175,0.2533,0.0342,0.1848,0.0162,0.5837,0.0084
dpmpp2m,2,2,3,0.0110,0.0005,quadratic,quadratic,5000,15000,0.9872,0.0014,0.9919,0.0015,0.9917,0.0016,0.5892,0.0193,0.5631,0.0217,0.5757,0.0184,0.7838,0.0087
dpmpp2m,2,2,3,0.0110,0.0005,polar3,polar,5000,15000,0.9954,0.0013,0.9967,0.0010,0.9975,0.0009,0.7679,0.0362,0.8841,0.0298,0.8218,0.0326,0.9092,0.0168
dpmpp2m,2,2,3,0.0110,0.0005,knn,knn,10000,30000,0.9932,0.0010,0.9950,0.0006,0.9964,0.0006,0.6601,0.0311,0.8320,0.0384,0.7360,0.0332,0.8655,0.0169
dpmpp2m,2,2,3,0.0110,0.0005,altered_knn,altered_knn,10000,20000,0.9741,0.0029,0.9818,0.0035,0.9868,0.0014,0.1476,0.0113,0.2787,0.0506,0.1910,0.0158,0.5864,0.0070
dpmpp2m,2,2,3,0.0110,0.0005,quadratic,quadratic,10000,30000,0.9871,0.0012,0.9918,0.0014,0.9916,0.0015,0.5875,0.0227,0.5657,0.0253,0.5763,0.0227,0.7841,0.0108
dpmpp2m,2,2,3,0.0110,0.0005,polar3,polar,10000,30000,0.9956,0.0012,0.9969,0.0009,0.9976,0.0009,0.7846,0.0289,0.8764,0.0325,0.8280,0.0306,0.9124,0.0157
dpmpp2m,2,2,3,0.0110,0.0005,knn,knn,15000,45000,0.9942,0.0012,0.9959,0.0006,0.9970,0.0007,0.7079,0.0351,0.8400,0.0479,0.7683,0.0404,0.8821,0.0205
dpmpp2m,2,2,3,0.0110,0.0005,altered_knn,altered_knn,15000,30000,0.9791,0.0041,0.9871,0.0043,0.9894,0.0020,0.1946,0.0349,0.2590,0.0481,0.2165,0.0216,0.6018,0.0113
dpmpp2m,2,2,3,0.0110,0.0005,quadratic,quadratic,15000,45000,0.9875,0.0012,0.9922,0.0013,0.9920,0.0014,0.5907,0.0255,0.5683,0.0239,0.5791,0.0228,0.7857,0.0110
dpmpp2m,2,2,3,0.0110,0.0005,polar3,polar,15000,45000,0.9957,0.0012,0.9970,0.0008,0.9976,0.0008,0.7887,0.0263,0.8761,0.0330,0.8301,0.0294,0.9135,0.0151
dpmpp2m,2,2,3,0.0110,0.0005,knn,knn,20000,60000,0.9948,0.0012,0.9965,0.0007,0.9972,0.0008,0.7419,0.0363,0.8406,0.0479,0.7881,0.0414,0.8923,0.0210
dpmpp2m,2,2,3,0.0110,0.0005,altered_knn,altered_knn,20000,40000,0.9834,0.0033,0.9919,0.0036,0.9916,0.0017,0.2574,0.0657,0.2218,0.0149,0.2318,0.0226,0.6119,0.0131
dpmpp2m,2,2,3,0.0110,0.0005,quadratic,quadratic,20000,60000,0.9879,0.0012,0.9926,0.0011,0.9923,0.0013,0.5918,0.0259,0.5668,0.0247,0.5789,0.0231,0.7857,0.0113
dpmpp2m,2,2,3,0.0110,0.0005,polar3,polar,20000,60000,0.9956,0.0013,0.9969,0.0009,0.9976,0.0009,0.7838,0.0335,0.8773,0.0331,0.8279,0.0334,0.9124,0.0172
dpmpp2m,2,4,3,0.0120,0.0003,knn,knn,2000,12000,0.9749,0.0017,0.9782,0.0016,0.9857,0.0012,0.3098,0.0129,0.7072,0.0110,0.4307,0.0137,0.7045,0.0076
dpmpp2m,2,4,3,0.0120,0.0003,altered_knn,altered_knn,2000,8000,0.9601,0.0088,0.9681,0.0103,0.9762,0.0036,0.1342,0.0182,0.3045,0.1468,0.1682,0.0306,0.5681,0.0110
dpmpp2m,2,4,3,0.0120,0.0003,quadratic,quadratic,2000,12000,0.9327,0.0120,0.9389,0.0128,0.9435,0.0098,0.2497,0.0486,0.4266,0.0739,0.3062,0.0222,0.6225,0.0175
dpmpp2m,2,4,3,0.0120,0.0003,polar3,polar,2000,12000,0.9812,0.0011,0.9839,0.0011,0.9897,0.0009,0.3834,0.0113,0.7614,0.0050,0.5099,0.0098,0.7469,0.0054
dpmpp2m,2,4,3,0.0120,0.0003,knn,knn,5000,30000,0.9837,0.0017,0.9868,0.0014,0.9910,0.0012,0.4221,0.0228,0.7274,0.0156,0.5340,0.0212,0.7604,0.0113
dpmpp2m,2,4,3,0.0120,0.0003,altered_knn,altered_knn,5000,20000,0.9727,0.0019,0.9809,0.0018,0.9846,0.0014,0.1821,0.0037,0.3016,0.0314,0.2265,0.0093,0.6037,0.0045
dpmpp2m,2,4,3,0.0120,0.0003,quadratic,quadratic,5000,30000,0.9318,0.0105,0.9380,0.0113,0.9425,0.0085,0.2495,0.0506,0.4252,0.0716,0.3060,0.0248,0.6220,0.0179
dpmpp2m,2,4,3,0.0120,0.0003,polar3,polar,5000,30000,0.9816,0.0017,0.9844,0.0017,0.9899,0.0012,0.3907,0.0199,0.7576,0.0014,0.5152,0.0172,0.7498,0.0094
dpmpp2m,2,4,3,0.0120,0.0003,knn,knn,10000,60000,0.9873,0.0014,0.9909,0.0013,0.9930,0.0010,0.5072,0.0297,0.6961,0.0082,0.5865,0.0225,0.7887,0.0119
dpmpp2m,2,4,3,0.0120,0.0003,altered_knn,altered_knn,10000,40000,0.9766,0.0028,0.9845,0.0031,0.9875,0.0015,0.2197,0.0149,0.3291,0.0381,0.2614,0.0032,0.6230,0.0015
dpmpp2m,2,4,3,0.0120,0.0003,quadratic,quadratic,10000,60000,0.9330,0.0110,0.9392,0.0118,0.9435,0.0092,0.2553,0.0487,0.4267,0.0723,0.3110,0.0219,0.6251,0.0168
dpmpp2m,2,4,3,0.0120,0.0003,polar3,polar,10000,60000,0.9820,0.0010,0.9847,0.0010,0.9902,0.0008,0.3952,0.0127,0.7599,0.0037,0.5199,0.0117,0.7523,0.0063
dpmpp2m,2,4,3,0.0120,0.0003,knn,knn,15000,90000,0.9884,0.0012,0.9923,0.0011,0.9936,0.0008,0.5459,0.0307,0.6698,0.0102,0.6012,0.0223,0.7968,0.0117
dpmpp2m,2,4,3,0.0120,0.0003,altered_knn,altered_knn,15000,60000,0.9796,0.0039,0.9882,0.0050,0.9889,0.0019,0.2460,0.0231,0.2659,0.1150,0.2362,0.0591,0.6122,0.0276
dpmpp2m,2,4,3,0.0120,0.0003,quadratic,quadratic,15000,90000,0.9330,0.0110,0.9392,0.0117,0.9434,0.0091,0.2566,0.0490,0.4258,0.0713,0.3118,0.0219,0.6255,0.0167
dpmpp2m,2,4,3,0.0120,0.0003,polar3,polar,15000,90000,0.9825,0.0012,0.9853,0.0011,0.9904,0.0008,0.4057,0.0181,0.7549,0.0125,0.5275,0.0171,0.7564,0.0091
dpmpp2m,2,4,3,0.0120,0.0003,knn,knn,20000,120000,0.9890,0.0012,0.9931,0.0011,0.9938,0.0008,0.5722,0.0339,0.6533,0.0113,0.6098,0.0237,0.8014,0.0124
dpmpp2m,2,4,3,0.0120,0.0003,altered_knn,altered_knn,20000,80000,0.9812,0.0013,0.9899,0.0023,0.9898,0.0007,0.2639,0.0170,0.2666,0.0824,0.2579,0.0457,0.6239,0.0220
dpmpp2m,2,4,3,0.0120,0.0003,quadratic,quadratic,20000,120000,0.9326,0.0107,0.9387,0.0115,0.9429,0.0088,0.2578,0.0481,0.4255,0.0709,0.3128,0.0211,0.6257,0.0162
dpmpp2m,2,4,3,0.0120,0.0003,polar3,polar,20000,120000,0.9822,0.0008,0.9849,0.0008,0.9903,0.0007,0.3982,0.0102,0.7590,0.0071,0.5223,0.0103,0.7536,0.0055
dpmpp2m,2,8,3,0.0117,0.0006,knn,knn,2000,24000,0.9669,0.0023,0.9709,0.0020,0.9802,0.0019,0.2436,0.0140,0.6331,0.0360,0.3517,0.0191,0.6613,0.0105
dpmpp2m,2,8,3,0.0117,0.0006,altered_knn,altered_knn,2000,16000,0.9515,0.0059,0.9588,0.0070,0.9713,0.0027,0.1087,0.0150,0.3362,0.0641,0.1612,0.0101,0.5600,0.0081
dpmpp2m,2,8,3,0.0117,0.0006,quadratic,quadratic,2000,24000,0.8351,0.0034,0.8381,0.0034,0.8989,0.0034,0.0472,0.0023,0.5867,0.0090,0.0874,0.0039,0.4627,0.0004
dpmpp2m,2,8,3,0.0117,0.0006,polar3,polar,2000,24000,0.9691,0.0039,0.9732,0.0032,0.9819,0.0029,0.2518,0.0304,0.6299,0.0682,0.3598,0.0420,0.6665,0.0226
dpmpp2m,2,8,3,0.0117,0.0006,knn,knn,5000,60000,0.9755,0.0029,0.9798,0.0024,0.9854,0.0024,0.3122,0.0258,0.6149,0.0532,0.4140,0.0333,0.6969,0.0178
dpmpp2m,2,8,3,0.0117,0.0006,altered_knn,altered_knn,5000,40000,0.9580,0.0061,0.9645,0.0067,0.9768,0.0030,0.1331,0.0127,0.4124,0.0878,0.1997,0.0197,0.5821,0.0096
dpmpp2m,2,8,3,0.0117,0.0006,quadratic,quadratic,5000,60000,0.8322,0.0042,0.8351,0.0042,0.8968,0.0041,0.0465,0.0024,0.5878,0.0076,0.0862,0.0041,0.4606,0.0016
dpmpp2m,2,8,3,0.0117,0.0006,polar3,polar,5000,60000,0.9690,0.0039,0.9730,0.0032,0.9818,0.0029,0.2527,0.0312,0.6328,0.0697,0.3610,0.0424,0.6670,0.0228
dpmpp2m,2,8,3,0.0117,0.0006,knn,knn,10000,120000,0.9788,0.0032,0.9837,0.0027,0.9870,0.0026,0.3638,0.0336,0.5671,0.0522,0.4429,0.0384,0.7133,0.0206
dpmpp2m,2,8,3,0.0117,0.0006,altered_knn,altered_knn,10000,80000,0.9691,0.0047,0.9774,0.0050,0.9823,0.0028,0.1523,0.0217,0.2741,0.0230,0.1937,0.0154,0.5855,0.0101
dpmpp2m,2,8,3,0.0117,0.0006,quadratic,quadratic,10000,120000,0.8334,0.0052,0.8363,0.0052,0.8977,0.0047,0.0469,0.0020,0.5886,0.0092,0.0868,0.0035,0.4616,0.0016
dpmpp2m,2,8,3,0.0117,0.0006,polar3,polar,10000,120000,0.9687,0.0040,0.9729,0.0034,0.9817,0.0031,0.2471,0.0294,0.6218,0.0638,0.3535,0.0397,0.6632,0.0215
