process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
ddim,2,2,150,0.0116,100,analytic,analytic,0,0,nan,0.9803,0.9830,0.9890,0.3717,0.7518,0.4974,0.7402
ddim,2,2,150,0.0116,100,analytic_T_train,analytic,0,0,nan,0.9862,0.9891,0.9916,0.5161,0.7342,0.6062,0.7977
ddim,2,2,150,0.0116,100,knn,knn,6667,20002,0.9993,0.9814,0.9832,0.9900,0.3828,0.8278,0.5235,0.7534
ddim,2,2,150,0.0116,100,kernel,kernel,6667,20002,0.9993,0.9784,0.9794,0.9886,0.3477,0.8957,0.5010,0.7402
ddim,2,2,150,0.0116,100,altered_knn,altered_knn,6667,13330,0.9993,0.9738,0.9816,0.9865,0.1687,0.3096,0.2184,0.6000
ddim,2,2,150,0.0116,100,linear,linear,6667,20002,0.9993,0.6656,0.6667,0.7976,0.0196,0.5663,0.0379,0.3523
ddim,2,2,150,0.0116,100,linear_cal,linear,6667,20002,0.9993,0.9717,0.9798,0.9854,0.1469,0.2890,0.1948,0.5873
ddim,2,2,150,0.0116,100,quadratic,quadratic,6667,20002,0.9993,0.9753,0.9786,0.9852,0.3275,0.7024,0.4468,0.7127
ddim,2,2,150,0.0116,100,quadratic_cal,quadratic,6667,20002,0.9993,0.9775,0.9810,0.9863,0.3572,0.6870,0.4700,0.7255
ddim,2,2,150,0.0116,100,polar2,polar,6667,20002,0.9993,0.9798,0.9823,0.9890,0.3570,0.7651,0.4869,0.7346
ddim,2,2,150,0.0116,100,polar2_cal,polar,6667,20002,0.9993,0.9805,0.9831,0.9893,0.3685,0.7548,0.4952,0.7392
ddim,2,2,150,0.0116,100,polar3,polar,6667,20002,0.9993,0.9799,0.9824,0.9892,0.3556,0.7690,0.4863,0.7343
ddim,2,2,150,0.0116,100,polar3_cal,polar,6667,20002,0.9993,0.9808,0.9836,0.9894,0.3727,0.7424,0.4963,0.7400
ddim,2,2,150,0.0116,100,polar8,polar,6667,20002,0.9993,0.9806,0.9833,0.9892,0.3747,0.7561,0.5011,0.7422
