sampler,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
ddim,4,2,0.1118,polar3,polar,2000,6000,0.8647,0.8496,0.9166,0.4557,0.9848,0.6231,0.7364
ddim,4,2,0.1118,knn,knn,5000,15000,0.8961,0.8908,0.9224,0.6079,0.9387,0.7379,0.8144
ddim,4,2,0.1118,altered_knn,altered_knn,5000,10000,0.6230,0.6227,0.7457,0.1727,0.6257,0.2707,0.4467
ddim,4,2,0.1118,polar3,polar,5000,15000,0.8632,0.8472,0.9155,0.4529,0.9902,0.6215,0.7343
ddim,4,2,0.1118,knn,knn,10000,30000,0.9018,0.8951,0.9292,0.6029,0.9553,0.7392,0.8171
ddim,4,2,0.1118,altered_knn,altered_knn,10000,20000,0.6678,0.6801,0.7842,0.1832,0.5698,0.2772,0.4787
ddim,4,2,0.1118,polar3,polar,10000,30000,0.8638,0.8479,0.9160,0.4541,0.9902,0.6226,0.7353
ddim,4,2,0.1118,knn,knn,20000,60000,0.8995,0.8910,0.9306,0.5771,0.9674,0.7229,0.8070
ddim,4,2,0.1118,altered_knn,altered_knn,20000,40000,0.7023,0.7269,0.8126,0.1894,0.5067,0.2757,0.5013
ddim,4,2,0.1118,polar3,polar,20000,60000,0.8632,0.8473,0.9156,0.4530,0.9897,0.6215,0.7344
ddim,4,2,0.1118,knn,knn,50000,150000,0.8927,0.8827,0.9290,0.5431,0.9727,0.6970,0.7898
ddim,4,2,0.1118,altered_knn,altered_knn,50000,100000,0.7444,0.7850,0.8450,0.1982,0.4222,0.2698,0.5274
ddim,4,2,0.1118,polar3,polar,50000,150000,0.8634,0.8475,0.9158,0.4533,0.9902,0.6219,0.7347
ddim,4,2,0.1118,knn,knn,100000,300000,0.8910,0.8804,0.9295,0.5304,0.9754,0.6871,0.7838
ddim,4,2,0.1118,altered_knn,altered_knn,100000,200000,0.7681,0.8191,0.8625,0.2019,0.3636,0.2596,0.5393
ddim,4,2,0.1118,polar3,polar,100000,300000,0.8632,0.8472,0.9156,0.4529,0.9902,0.6215,0.7343
ddim,4,4,0.0901,knn,knn,2000,12000,0.8123,0.8064,0.8247,0.4598,0.8718,0.6020,0.7042
ddim,4,4,0.0901,altered_knn,altered_knn,2000,8000,0.6654,0.6782,0.7406,0.1482,0.5372,0.2323,0.4552
ddim,4,4,0.0901,polar3,polar,2000,12000,0.8524,0.8434,0.8796,0.4605,0.9434,0.6189,0.7312
ddim,4,4,0.0901,knn,knn,5000,30000,0.8359,0.8293,0.8454,0.4902,0.9023,0.6353,0.7323
ddim,4,4,0.0901,altered_knn,altered_knn,5000,20000,0.6504,0.6572,0.7233,0.1463,0.5821,0.2338,0.4455
ddim,4,4,0.0901,polar3,polar,5000,30000,0.8550,0.8461,0.8823,0.4628,0.9445,0.6212,0.7337
ddim,4,4,0.0901,knn,knn,10000,60000,0.8557,0.8494,0.8643,0.5201,0.9190,0.6643,0.7568
ddim,4,4,0.0901,altered_knn,altered_knn,10000,40000,0.6612,0.6691,0.7286,0.1502,0.5821,0.2388,0.4539
ddim,4,4,0.0901,polar3,polar,10000,60000,0.8557,0.8468,0.8821,0.4663,0.9451,0.6245,0.7356
ddim,4,4,0.0901,knn,knn,20000,120000,0.8665,0.8600,0.8783,0.5267,0.9317,0.6729,0.7665
ddim,4,4,0.0901,altered_knn,altered_knn,20000,80000,0.7127,0.7350,0.7745,0.1595,0.4883,0.2404,0.4877
ddim,4,4,0.0901,polar3,polar,20000,120000,0.8564,0.8476,0.8827,0.4692,0.9462,0.6273,0.7374
ddim,4,4,0.0901,knn,knn,50000,300000,0.8699,0.8627,0.8820,0.5257,0.9423,0.6749,0.7688
ddim,4,4,0.0901,altered_knn,altered_knn,50000,200000,0.7131,0.7366,0.7703,0.1550,0.4761,0.2339,0.4852
ddim,4,4,0.0901,polar3,polar,50000,300000,0.8548,0.8459,0.8812,0.4671,0.9445,0.6250,0.7355
ddim,4,4,0.0901,knn,knn,100000,600000,0.8717,0.8641,0.8845,0.5276,0.9484,0.6780,0.7711
ddim,4,4,0.0901,altered_knn,altered_knn,100000,400000,0.6754,0.6913,0.7296,0.1424,0.5150,0.2231,0.4572
ddim,4,4,0.0901,polar3,polar,100000,600000,0.8552,0.8462,0.8810,0.4700,0.9462,0.6280,0.7371
ddim,4,8,0.0265,knn,knn,2000,24000,0.7878,0.7916,0.8124,0.1559,0.6497,0.2515,0.5215
ddim,4,8,0.0265,altered_knn,altered_knn,2000,16000,0.8088,0.8241,0.8375,0.0728,0.2505,0.1128,0.4684
ddim,4,8,0.0265,polar3,polar,2000,24000,0.9082,0.9127,0.9216,0.2746,0.7420,0.4008,0.6568
ddim,4,8,0.0265,knn,knn,5000,60000,0.8277,0.8321,0.8491,0.1818,0.6667,0.2857,0.5589
ddim,4,8,0.0265,altered_knn,altered_knn,5000,40000,0.7736,0.7814,0.8343,0.0684,0.4896,0.1200,0.4507
ddim,4,8,0.0265,polar3,polar,5000,60000,0.9086,0.9132,0.9223,0.2770,0.7401,0.4031,0.6581
ddim,4,8,0.0265,knn,knn,10000,120000,0.8515,0.8563,0.8697,0.2066,0.6761,0.3164,0.5864
ddim,4,8,0.0265,altered_knn,altered_knn,10000,80000,0.8187,0.8318,0.8579,0.0739,0.3352,0.1211,0.4765
ddim,4,8,0.0265,polar3,polar,10000,120000,0.9084,0.9130,0.9218,0.2781,0.7401,0.4043,0.6587
ddim,4,8,0.0265,knn,knn,20000,240000,0.8753,0.8801,0.8914,0.2368,0.6987,0.3537,0.6169
ddim,4,8,0.0265,altered_knn,altered_knn,20000,160000,0.8446,0.8607,0.8750,0.0752,0.2580,0.1165,0.4886
ddim,4,8,0.0265,polar3,polar,20000,240000,0.9088,0.9135,0.9222,0.2785,0.7363,0.4041,0.6588
ddim,4,8,0.0265,knn,knn,50000,600000,0.8929,0.8977,0.9069,0.2642,0.7175,0.3862,0.6420
ddim,4,8,0.0265,altered_knn,altered_knn,50000,400000,0.8780,0.8974,0.8926,0.0959,0.1657,0.1215,0.5094
ddim,4,8,0.0265,polar3,polar,50000,600000,0.9093,0.9142,0.9223,0.2857,0.7307,0.4108,0.6625
ddim,4,8,0.0265,knn,knn,100000,1200000,0.9036,0.9087,0.9145,0.2945,0.7194,0.4179,0.6633
ddim,4,8,0.0265,altered_knn,altered_knn,100000,800000,0.8432,0.8554,0.8788,0.0878,0.3974,0.1438,0.4996
ddim,4,8,0.0265,polar3,polar,100000,1200000,0.9104,0.9152,0.9226,0.2939,0.7345,0.4198,0.6675
ddim,4,16,0.0315,knn,knn,2000,48000,0.7546,0.7656,0.7849,0.1607,0.4200,0.2325,0.4990
ddim,4,16,0.0315,altered_knn,altered_knn,2000,32000,0.8144,0.8381,0.8330,0.1174,0.0856,0.0990,0.4686
ddim,4,16,0.0315,polar3,polar,2000,48000,0.9058,0.9218,0.9261,0.3169,0.4168,0.3600,0.6409
ddim,4,16,0.0315,knn,knn,5000,120000,0.8001,0.8137,0.8257,0.1913,0.3835,0.2553,0.5345
ddim,4,16,0.0315,altered_knn,altered_knn,5000,80000,0.8240,0.8440,0.8549,0.1145,0.2124,0.1488,0.4964
ddim,4,16,0.0315,polar3,polar,5000,120000,0.9053,0.9209,0.9258,0.3132,0.4263,0.3611,0.6410
ddim,4,16,0.0315,knn,knn,10000,240000,0.8274,0.8422,0.8509,0.2147,0.3740,0.2728,0.5575
ddim,4,16,0.0315,altered_knn,altered_knn,10000,160000,0.8423,0.8644,0.8662,0.1392,0.1648,0.1509,0.5077
ddim,4,16,0.0315,polar3,polar,10000,240000,0.9060,0.9219,0.9262,0.3174,0.4200,0.3615,0.6417
ddim,4,16,0.0315,knn,knn,20000,480000,0.8498,0.8651,0.8712,0.2518,0.3819,0.3035,0.5843
ddim,4,16,0.0315,altered_knn,altered_knn,20000,320000,0.8573,0.8831,0.8745,0.1419,0.0681,0.0921,0.4876
ddim,4,16,0.0315,polar3,polar,20000,480000,0.9079,0.9242,0.9277,0.3250,0.4105,0.3627,0.6435
ddim,4,16,0.0315,knn,knn,50000,1200000,0.8730,0.8900,0.8921,0.2828,0.3518,0.3136,0.6018
ddim,4,16,0.0315,altered_knn,altered_knn,50000,800000,0.8674,0.8917,0.8892,0.1352,0.1204,0.1274,0.5096
ddim,4,16,0.0315,polar3,polar,50000,1200000,0.9079,0.9250,0.9279,0.3147,0.3835,0.3457,0.6354
ddim,4,16,0.0315,knn,knn,100000,2400000,0.8889,0.9059,0.9062,0.3392,0.3693,0.3536,0.6297
ddim,4,16,0.0315,altered_knn,altered_knn,100000,1600000,0.8770,0.9025,0.8966,0.1439,0.0951,0.1145,0.5085
ddim,4,16,0.0315,polar3,polar,100000,2400000,0.9080,0.9250,0.9279,0.3181,0.3867,0.3491,0.6370
ddim,4,32,0.0309,knn,knn,2000,96000,0.7304,0.7413,0.7620,0.1360,0.3910,0.2018,0.4716
ddim,4,32,0.0309,altered_knn,altered_knn,2000,64000,0.8020,0.8238,0.8207,0.1365,0.1195,0.1275,0.4757
ddim,4,32,0.0309,polar3,polar,2000,96000,0.8820,0.8981,0.9039,0.2522,0.3780,0.3025,0.6003
ddim,4,32,0.0309,knn,knn,5000,240000,0.7738,0.7865,0.7997,0.1681,0.3748,0.2321,0.5093
ddim,4,32,0.0309,altered_knn,altered_knn,5000,160000,0.8201,0.8423,0.8367,0.1814,0.1228,0.1464,0.4944
ddim,4,32,0.0309,polar3,polar,5000,240000,0.8828,0.8992,0.9039,0.2596,0.3700,0.3051,0.6022
ddim,4,32,0.0309,knn,knn,10000,480000,0.8046,0.8184,0.8292,0.1864,0.3716,0.2482,0.5333
ddim,4,32,0.0309,altered_knn,altered_knn,10000,320000,0.8366,0.8614,0.8516,0.1644,0.0598,0.0877,0.4745
ddim,4,32,0.0309,polar3,polar,10000,480000,0.8840,0.9011,0.9039,0.2692,0.3506,0.3046,0.6028
ddim,4,32,0.0309,knn,knn,20000,960000,0.8300,0.8451,0.8507,0.2233,0.3586,0.2753,0.5602
ddim,4,32,0.0309,altered_knn,altered_knn,20000,640000,0.8276,0.8446,0.8591,0.1362,0.2956,0.1864,0.5155
ddim,4,32,0.0309,polar3,polar,20000,960000,0.8852,0.9025,0.9044,0.2790,0.3457,0.3088,0.6056
ddim,4,32,0.0309,knn,knn,50000,2400000,0.8553,0.8713,0.8740,0.2625,0.3554,0.3020,0.5867
ddim,4,32,0.0309,altered_knn,altered_knn,50000,1600000,0.8530,0.8771,0.8695,0.1782,0.1002,0.1282,0.5027
ddim,4,32,0.0309,polar3,polar,50000,2400000,0.8862,0.9035,0.9046,0.2865,0.3425,0.3120,0.6078
ddim,4,32,0.0309,knn,knn,100000,4800000,0.8671,0.8840,0.8841,0.2903,0.3376,0.3122,0.5981
ddim,4,32,0.0309,altered_knn,altered_knn,100000,3200000,0.8604,0.8846,0.8775,0.1707,0.1034,0.1288,0.5067
ddim,4,32,0.0309,polar3,polar,100000,4800000,0.8866,0.9042,0.9047,0.2930,0.3360,0.3130,0.6086
ddim,8,2,0.2001,knn,knn,2000,6000,0.7678,0.8362,0.8072,0.6941,0.4944,0.5775,0.7068
ddim,8,2,0.2001,altered_knn,altered_knn,2000,4000,0.5771,0.5527,0.6755,0.2753,0.6750,0.3911,0.4719
ddim,8,2,0.2001,polar3,polar,2000,6000,0.7043,0.6375,0.7711,0.4074,0.9715,0.5741,0.6058
ddim,8,2,0.2001,knn,knn,5000,15000,0.7921,0.8471,0.8257,0.7206,0.5721,0.6378,0.7424
ddim,8,2,0.2001,altered_knn,altered_knn,5000,10000,0.5675,0.5395,0.6653,0.2705,0.6792,0.3869,0.4632
ddim,8,2,0.2001,polar3,polar,5000,15000,0.7071,0.6384,0.7738,0.4093,0.9818,0.5778,0.6081
ddim,8,2,0.2001,knn,knn,10000,30000,0.8223,0.8655,0.8496,0.7639,0.6500,0.7024,0.7839
ddim,8,2,0.2001,altered_knn,altered_knn,10000,20000,0.5744,0.5517,0.6743,0.2711,0.6650,0.3852,0.4685
ddim,8,2,0.2001,polar3,polar,10000,30000,0.7076,0.6394,0.7741,0.4101,0.9800,0.5782,0.6088
ddim,8,2,0.2001,knn,knn,20000,60000,0.8460,0.8693,0.8671,0.7678,0.7527,0.7602,0.8147
ddim,8,2,0.2001,altered_knn,altered_knn,20000,40000,0.5701,0.5462,0.6702,0.2688,0.6658,0.3830,0.4646
ddim,8,2,0.2001,polar3,polar,20000,60000,0.7095,0.6392,0.7757,0.4116,0.9900,0.5815,0.6104
ddim,8,2,0.2001,knn,knn,50000,150000,0.8568,0.8538,0.8756,0.7248,0.8686,0.7902,0.8220
ddim,8,2,0.2001,altered_knn,altered_knn,50000,100000,0.5790,0.5510,0.6767,0.2782,0.6907,0.3966,0.4738
ddim,8,2,0.2001,polar3,polar,50000,150000,0.7106,0.6390,0.7767,0.4126,0.9970,0.5837,0.6113
ddim,8,2,0.2001,knn,knn,100000,300000,0.8653,0.8518,0.8841,0.7116,0.9191,0.8021,0.8270
ddim,8,2,0.2001,altered_knn,altered_knn,100000,200000,0.5822,0.5554,0.6801,0.2798,0.6897,0.3981,0.4767
ddim,8,2,0.2001,polar3,polar,100000,300000,0.7099,0.6377,0.7760,0.4120,0.9985,0.5833,0.6105
ddim,8,4,0.0689,knn,knn,2000,12000,0.7483,0.7682,0.7668,0.3956,0.4808,0.4340,0.6011
ddim,8,4,0.0689,altered_knn,altered_knn,2000,8000,0.5750,0.5643,0.6996,0.1110,0.7201,0.1923,0.3783
ddim,8,4,0.0689,polar3,polar,2000,12000,0.7995,0.7866,0.8705,0.2672,0.9732,0.4193,0.6030
ddim,8,4,0.0689,knn,knn,5000,30000,0.7680,0.7823,0.7885,0.4008,0.5743,0.4721,0.6272
ddim,8,4,0.0689,altered_knn,altered_knn,5000,20000,0.5446,0.5287,0.6703,0.1077,0.7600,0.1886,0.3587
ddim,8,4,0.0689,polar3,polar,5000,30000,0.8001,0.7872,0.8724,0.2667,0.9746,0.4188,0.6030
ddim,8,4,0.0689,knn,knn,10000,60000,0.7877,0.7972,0.8075,0.4337,0.6599,0.5234,0.6603
ddim,8,4,0.0689,altered_knn,altered_knn,10000,40000,0.5917,0.5827,0.7135,0.1138,0.7121,0.1963,0.3895
ddim,8,4,0.0689,polar3,polar,10000,60000,0.8001,0.7872,0.8722,0.2674,0.9746,0.4196,0.6034
ddim,8,4,0.0689,knn,knn,20000,120000,0.7997,0.8058,0.8205,0.4354,0.7186,0.5423,0.6740
ddim,8,4,0.0689,altered_knn,altered_knn,20000,80000,0.6381,0.6386,0.7527,0.1181,0.6316,0.1990,0.4188
ddim,8,4,0.0689,polar3,polar,20000,120000,0.7998,0.7868,0.8723,0.2672,0.9753,0.4195,0.6032
ddim,8,4,0.0689,knn,knn,50000,300000,0.8071,0.8079,0.8310,0.4177,0.7970,0.5481,0.6780
ddim,8,4,0.0689,altered_knn,altered_knn,50000,200000,0.5501,0.5332,0.6777,0.1106,0.7788,0.1936,0.3634
ddim,8,4,0.0689,polar3,polar,50000,300000,0.8013,0.7884,0.8730,0.2691,0.9761,0.4219,0.6051
ddim,8,4,0.0689,knn,knn,100000,600000,0.8088,0.8066,0.8339,0.4132,0.8383,0.5535,0.6801
ddim,8,4,0.0689,altered_knn,altered_knn,100000,400000,0.6756,0.6820,0.7854,0.1253,0.5888,0.2066,0.4443
ddim,8,4,0.0689,polar3,polar,100000,600000,0.8020,0.7892,0.8738,0.2691,0.9761,0.4219,0.6055
ddim,8,8,0.0344,knn,knn,2000,24000,0.6674,0.6727,0.6897,0.1960,0.5189,0.2846,0.4786
ddim,8,8,0.0344,altered_knn,altered_knn,2000,16000,0.7181,0.7273,0.7896,0.0819,0.4593,0.1390,0.4331
ddim,8,8,0.0344,polar3,polar,2000,24000,0.8627,0.8620,0.9038,0.2399,0.8823,0.3773,0.6196
ddim,8,8,0.0344,knn,knn,5000,60000,0.6928,0.6962,0.7157,0.2184,0.5974,0.3198,0.5080
ddim,8,8,0.0344,altered_knn,altered_knn,5000,40000,0.7203,0.7276,0.7937,0.0876,0.5145,0.1497,0.4386
ddim,8,8,0.0344,polar3,polar,5000,60000,0.8673,0.8672,0.9083,0.2413,0.8706,0.3779,0.6226
ddim,8,8,0.0344,knn,knn,10000,120000,0.7159,0.7182,0.7395,0.2332,0.6526,0.3437,0.5309
ddim,8,8,0.0344,altered_knn,altered_knn,10000,80000,0.7366,0.7479,0.8046,0.0822,0.4201,0.1375,0.4427
ddim,8,8,0.0344,polar3,polar,10000,120000,0.8677,0.8676,0.9084,0.2433,0.8721,0.3805,0.6240
ddim,8,8,0.0344,knn,knn,20000,240000,0.7259,0.7277,0.7507,0.2306,0.6744,0.3437,0.5357
ddim,8,8,0.0344,altered_knn,altered_knn,20000,160000,0.7460,0.7565,0.8110,0.0916,0.4520,0.1524,0.4544
ddim,8,8,0.0344,polar3,polar,20000,240000,0.8671,0.8670,0.9081,0.2413,0.8692,0.3778,0.6224
ddim,8,8,0.0344,knn,knn,50000,600000,0.7487,0.7499,0.7745,0.2417,0.7151,0.3612,0.5556
ddim,8,8,0.0344,altered_knn,altered_knn,50000,400000,0.7641,0.7764,0.8218,0.0995,0.4201,0.1609,0.4686
ddim,8,8,0.0344,polar3,polar,50000,600000,0.8690,0.8691,0.9096,0.2438,0.8663,0.3805,0.6248
ddim,8,8,0.0344,knn,knn,100000,1200000,0.7577,0.7585,0.7839,0.2486,0.7355,0.3716,0.5651
ddim,8,8,0.0344,altered_knn,altered_knn,100000,800000,0.7410,0.7482,0.8188,0.0902,0.5392,0.1545,0.4514
ddim,8,8,0.0344,polar3,polar,100000,1200000,0.8697,0.8699,0.9098,0.2455,0.8648,0.3824,0.6261
ddim,8,16,0.0388,knn,knn,2000,48000,0.5788,0.5846,0.6053,0.1399,0.4343,0.2116,0.3981
ddim,8,16,0.0388,altered_knn,altered_knn,2000,32000,0.7316,0.7506,0.7664,0.1061,0.2629,0.1512,0.4509
ddim,8,16,0.0388,polar3,polar,2000,48000,0.8975,0.9029,0.9165,0.3873,0.7642,0.5141,0.7085
ddim,8,16,0.0388,knn,knn,5000,120000,0.6164,0.6224,0.6416,0.1581,0.4678,0.2363,0.4294
ddim,8,16,0.0388,altered_knn,altered_knn,5000,80000,0.7235,0.7379,0.7679,0.1088,0.3673,0.1679,0.4529
ddim,8,16,0.0388,polar3,polar,5000,120000,0.9027,0.9078,0.9204,0.4027,0.7758,0.5302,0.7190
ddim,8,16,0.0388,knn,knn,10000,240000,0.6411,0.6457,0.6651,0.1821,0.5284,0.2708,0.4582
ddim,8,16,0.0388,altered_knn,altered_knn,10000,160000,0.7519,0.7734,0.7783,0.1272,0.2204,0.1613,0.4673
ddim,8,16,0.0388,polar3,polar,10000,240000,0.9033,0.9088,0.9209,0.4050,0.7693,0.5307,0.7197
ddim,8,16,0.0388,knn,knn,20000,480000,0.6648,0.6701,0.6882,0.1952,0.5348,0.2860,0.4781
ddim,8,16,0.0388,altered_knn,altered_knn,20000,320000,0.7525,0.7719,0.7876,0.1141,0.2719,0.1607,0.4663
ddim,8,16,0.0388,polar3,polar,20000,480000,0.9052,0.9111,0.9224,0.4097,0.7603,0.5325,0.7218
ddim,8,16,0.0388,knn,knn,50000,1200000,0.6931,0.6990,0.7138,0.2157,0.5490,0.3097,0.5043
ddim,8,16,0.0388,altered_knn,altered_knn,50000,800000,0.7794,0.8051,0.8009,0.1322,0.1418,0.1368,0.4710
ddim,8,16,0.0388,polar3,polar,50000,1200000,0.9062,0.9128,0.9233,0.4110,0.7436,0.5294,0.7211
ddim,8,16,0.0388,knn,knn,100000,2400000,0.7132,0.7175,0.7336,0.2406,0.6082,0.3448,0.5311
ddim,8,16,0.0388,altered_knn,altered_knn,100000,1600000,0.7792,0.7986,0.8134,0.1364,0.2977,0.1870,0.4928
ddim,8,16,0.0388,polar3,polar,100000,2400000,0.9059,0.9128,0.9231,0.4077,0.7371,0.5250,0.7189
ddim,8,32,0.0303,knn,knn,2000,96000,0.5051,0.5058,0.5394,0.0918,0.4811,0.1541,0.3300
ddim,8,32,0.0303,altered_knn,altered_knn,2000,64000,0.7059,0.7195,0.7401,0.0929,0.2718,0.1384,0.4290
ddim,8,32,0.0303,polar3,polar,2000,96000,0.8770,0.8854,0.8967,0.3301,0.6096,0.4282,0.6568
ddim,8,32,0.0303,knn,knn,5000,240000,0.5457,0.5472,0.5794,0.1052,0.4992,0.1738,0.3605
ddim,8,32,0.0303,altered_knn,altered_knn,5000,160000,0.7239,0.7424,0.7450,0.0990,0.1351,0.1143,0.4283
