sampler,d,K,hall_gt,model,arch,n_per_mode,n_anchors,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,4,0.0150,knn,knn,50000,300000,0.9571,0.9658,0.9655,0.4049,0.3833,0.3938,0.6798
flow,2,4,0.0150,altered_knn,altered_knn,50000,200000,0.9513,0.9643,0.9641,0.1088,0.1033,0.1060,0.5351
flow,2,4,0.0150,polar3,polar,50000,300000,0.9534,0.9613,0.9649,0.2957,0.4367,0.3526,0.6569
flow,2,4,0.0150,knn,knn,100000,600000,0.9578,0.9665,0.9656,0.4406,0.3833,0.4100,0.6883
flow,2,4,0.0150,altered_knn,altered_knn,100000,400000,0.9539,0.9676,0.9639,0.1224,0.0600,0.0805,0.5241
flow,2,4,0.0150,polar3,polar,100000,600000,0.9541,0.9622,0.9654,0.3005,0.4267,0.3526,0.6574
flow,2,8,0.0268,knn,knn,2000,24000,0.8786,0.8969,0.8988,0.1805,0.2146,0.1961,0.5465
flow,2,8,0.0268,altered_knn,altered_knn,2000,16000,0.8733,0.8954,0.8955,0.0663,0.0690,0.0676,0.4815
flow,2,8,0.0268,polar3,polar,2000,24000,0.8792,0.8968,0.8985,0.2051,0.2388,0.2207,0.5588
flow,2,8,0.0268,knn,knn,5000,60000,0.8813,0.9003,0.8992,0.2008,0.1922,0.1964,0.5484
flow,2,8,0.0268,altered_knn,altered_knn,5000,40000,0.8657,0.8865,0.8973,0.0610,0.1138,0.0794,0.4829
flow,2,8,0.0268,polar3,polar,5000,60000,0.8778,0.8957,0.8976,0.1956,0.2313,0.2120,0.5538
flow,2,8,0.0268,knn,knn,10000,120000,0.8843,0.9038,0.8999,0.2356,0.1754,0.2011,0.5524
flow,2,8,0.0268,altered_knn,altered_knn,10000,80000,0.8740,0.8964,0.8987,0.0495,0.0597,0.0541,0.4753
flow,2,8,0.0268,polar3,polar,10000,120000,0.8763,0.8942,0.8966,0.1884,0.2295,0.2069,0.5505
flow,2,8,0.0268,knn,knn,20000,240000,0.8865,0.9062,0.9004,0.2866,0.1716,0.2147,0.5605
flow,2,8,0.0268,altered_knn,altered_knn,20000,160000,0.8803,0.9039,0.8979,0.0458,0.0261,0.0333,0.4686
flow,2,8,0.0268,polar3,polar,20000,240000,0.8780,0.8958,0.8974,0.2016,0.2332,0.2163,0.5560
flow,2,8,0.0268,knn,knn,50000,600000,0.8881,0.9079,0.9004,0.3594,0.1716,0.2323,0.5701
flow,2,8,0.0268,altered_knn,altered_knn,50000,400000,0.8813,0.9050,0.8982,0.0436,0.0224,0.0296,0.4673
flow,2,8,0.0268,polar3,polar,50000,600000,0.8790,0.8972,0.8977,0.2017,0.2164,0.2088,0.5530
flow,2,8,0.0268,knn,knn,100000,1200000,0.8884,0.9082,0.9002,0.3898,0.1716,0.2383,0.5733
flow,2,8,0.0268,altered_knn,altered_knn,100000,800000,0.8849,0.9091,0.8986,0.0240,0.0056,0.0091,0.4591
flow,2,8,0.0268,polar3,polar,100000,1200000,0.8826,0.9014,0.8994,0.2285,0.2034,0.2152,0.5583
flow,4,2,0.0260,knn,knn,2000,6000,0.9003,0.9198,0.9105,0.7479,0.1712,0.2786,0.5992
flow,4,2,0.0260,altered_knn,altered_knn,2000,4000,0.8481,0.8630,0.9133,0.0567,0.2904,0.0949,0.4790
flow,4,2,0.0260,polar3,polar,2000,6000,0.9713,0.9866,0.9795,0.8672,0.4019,0.5493,0.7679
flow,4,2,0.0260,knn,knn,5000,15000,0.9223,0.9421,0.9328,0.7176,0.1808,0.2888,0.6154
flow,4,2,0.0260,altered_knn,altered_knn,5000,10000,0.9030,0.9236,0.9387,0.0593,0.1308,0.0816,0.5026
flow,4,2,0.0260,polar3,polar,5000,15000,0.9715,0.9867,0.9797,0.8683,0.4058,0.5531,0.7699
flow,4,2,0.0260,knn,knn,10000,30000,0.9280,0.9475,0.9383,0.7429,0.2000,0.3152,0.6313
flow,4,2,0.0260,altered_knn,altered_knn,10000,20000,0.9326,0.9569,0.9472,0.0992,0.0231,0.0374,0.4972
flow,4,2,0.0260,polar3,polar,10000,30000,0.9714,0.9866,0.9796,0.8607,0.4038,0.5497,0.7681
flow,4,2,0.0260,knn,knn,20000,60000,0.9361,0.9551,0.9463,0.7436,0.2231,0.3432,0.6492
flow,4,2,0.0260,altered_knn,altered_knn,20000,40000,0.8997,0.9198,0.9405,0.0559,0.1481,0.0812,0.5005
flow,4,2,0.0260,polar3,polar,20000,60000,0.9716,0.9867,0.9797,0.8755,0.4058,0.5545,0.7706
flow,4,2,0.0260,knn,knn,50000,150000,0.9462,0.9648,0.9563,0.7558,0.2500,0.3757,0.6703
flow,4,2,0.0260,altered_knn,altered_knn,50000,100000,0.9102,0.9314,0.9465,0.0526,0.1154,0.0723,0.5019
flow,4,2,0.0260,polar3,polar,50000,150000,0.9717,0.9867,0.9797,0.8694,0.4096,0.5569,0.7718
flow,4,2,0.0260,knn,knn,100000,300000,0.9522,0.9705,0.9618,0.8313,0.2654,0.4023,0.6864
flow,4,2,0.0260,altered_knn,altered_knn,100000,200000,0.9390,0.9634,0.9554,0.0677,0.0250,0.0365,0.5000
flow,4,2,0.0260,polar3,polar,100000,300000,0.9716,0.9866,0.9797,0.8694,0.4096,0.5569,0.7717
flow,4,4,0.0201,knn,knn,2000,12000,0.8030,0.8146,0.8137,0.3415,0.2413,0.2828,0.5487
flow,4,4,0.0201,altered_knn,altered_knn,2000,8000,0.8457,0.8622,0.8601,0.0588,0.0423,0.0492,0.4557
flow,4,4,0.0201,polar3,polar,2000,12000,0.9018,0.9120,0.9105,0.4723,0.4030,0.4349,0.6735
flow,4,4,0.0201,knn,knn,5000,30000,0.8314,0.8435,0.8410,0.3712,0.2438,0.2943,0.5689
flow,4,4,0.0201,altered_knn,altered_knn,5000,20000,0.8507,0.8673,0.8659,0.0521,0.0423,0.0467,0.4570
flow,4,4,0.0201,polar3,polar,5000,30000,0.9028,0.9131,0.9107,0.5311,0.4030,0.4583,0.6857
flow,4,4,0.0201,knn,knn,10000,60000,0.8494,0.8613,0.8587,0.4044,0.2736,0.3264,0.5938
flow,4,4,0.0201,altered_knn,altered_knn,10000,40000,0.7605,0.7684,0.8426,0.0394,0.3781,0.0713,0.4199
flow,4,4,0.0201,polar3,polar,10000,60000,0.9027,0.9129,0.9106,0.5325,0.4080,0.4620,0.6874
flow,4,4,0.0201,knn,knn,20000,120000,0.8655,0.8776,0.8744,0.4297,0.2736,0.3343,0.6060
flow,4,4,0.0201,altered_knn,altered_knn,20000,80000,0.8660,0.8833,0.8774,0.0652,0.0224,0.0333,0.4583
flow,4,4,0.0201,polar3,polar,20000,120000,0.9041,0.9143,0.9115,0.5714,0.4080,0.4761,0.6952
flow,4,4,0.0201,knn,knn,50000,300000,0.8856,0.8976,0.8940,0.5062,0.3035,0.3795,0.6385
flow,4,4,0.0201,altered_knn,altered_knn,50000,200000,0.8723,0.8894,0.8845,0.0865,0.0398,0.0545,0.4720
flow,4,4,0.0201,polar3,polar,50000,300000,0.9044,0.9147,0.9120,0.5567,0.4030,0.4675,0.6911
flow,4,4,0.0201,knn,knn,100000,600000,0.8940,0.9055,0.9021,0.5317,0.3333,0.4098,0.6576
flow,4,4,0.0201,altered_knn,altered_knn,100000,400000,0.8780,0.8958,0.8890,0.0545,0.0149,0.0234,0.4596
flow,4,4,0.0201,polar3,polar,100000,600000,0.9045,0.9151,0.9124,0.5342,0.3881,0.4496,0.6824
flow,4,8,0.0146,knn,knn,2000,24000,0.7772,0.7834,0.7974,0.1125,0.3618,0.1717,0.4775
flow,4,8,0.0146,altered_knn,altered_knn,2000,16000,0.8304,0.8407,0.8648,0.0298,0.1399,0.0492,0.4450
flow,4,8,0.0146,polar3,polar,2000,24000,0.9312,0.9382,0.9432,0.2704,0.4642,0.3417,0.6400
flow,4,8,0.0146,knn,knn,5000,60000,0.8140,0.8201,0.8318,0.1462,0.4061,0.2150,0.5176
flow,4,8,0.0146,altered_knn,altered_knn,5000,40000,0.8510,0.8608,0.8793,0.0496,0.1877,0.0785,0.4696
flow,4,8,0.0146,polar3,polar,5000,60000,0.9343,0.9411,0.9459,0.2831,0.4744,0.3546,0.6479
flow,4,8,0.0146,knn,knn,10000,120000,0.8411,0.8479,0.8579,0.1570,0.3891,0.2237,0.5358
flow,4,8,0.0146,altered_knn,altered_knn,10000,80000,0.8674,0.8784,0.8882,0.0530,0.1297,0.0752,0.4768
flow,4,8,0.0146,polar3,polar,10000,120000,0.9351,0.9420,0.9467,0.2822,0.4710,0.3529,0.6475
flow,4,8,0.0146,knn,knn,20000,240000,0.8627,0.8697,0.8785,0.1722,0.3925,0.2393,0.5545
flow,4,8,0.0146,altered_knn,altered_knn,20000,160000,0.8844,0.8972,0.8961,0.0336,0.0273,0.0301,0.4637
flow,4,8,0.0146,polar3,polar,20000,240000,0.9350,0.9422,0.9466,0.2782,0.4539,0.3450,0.6436
flow,4,8,0.0146,knn,knn,50000,600000,0.8887,0.8963,0.9022,0.2048,0.3754,0.2651,0.5807
flow,4,8,0.0146,altered_knn,altered_knn,50000,400000,0.8918,0.9037,0.9053,0.0758,0.0922,0.0832,0.4934
flow,4,8,0.0146,polar3,polar,50000,600000,0.9368,0.9439,0.9479,0.2926,0.4573,0.3569,0.6504
flow,4,8,0.0146,knn,knn,100000,1200000,0.9068,0.9143,0.9188,0.2437,0.3993,0.3027,0.6085
flow,4,8,0.0146,altered_knn,altered_knn,100000,800000,0.9005,0.9132,0.9136,0.0487,0.0512,0.0499,0.4815
flow,4,8,0.0146,polar3,polar,100000,1200000,0.9370,0.9442,0.9479,0.2975,0.4539,0.3595,0.6518
flow,4,16,0.0269,knn,knn,2000,48000,0.7509,0.7638,0.7758,0.1336,0.2844,0.1818,0.4728
flow,4,16,0.0269,altered_knn,altered_knn,2000,32000,0.8274,0.8485,0.8458,0.0820,0.0669,0.0737,0.4611
flow,4,16,0.0269,polar3,polar,2000,48000,0.8934,0.9106,0.9109,0.2544,0.2695,0.2617,0.5862
flow,4,16,0.0269,knn,knn,5000,120000,0.7965,0.8113,0.8190,0.1560,0.2621,0.1956,0.5034
flow,4,16,0.0269,altered_knn,altered_knn,5000,80000,0.8462,0.8688,0.8595,0.1154,0.0279,0.0449,0.4569
flow,4,16,0.0269,polar3,polar,5000,120000,0.8952,0.9125,0.9127,0.2549,0.2677,0.2611,0.5868
flow,4,16,0.0269,knn,knn,10000,240000,0.8206,0.8365,0.8417,0.1703,0.2454,0.2011,0.5188
flow,4,16,0.0269,altered_knn,altered_knn,10000,160000,0.8463,0.8676,0.8623,0.1299,0.0743,0.0946,0.4811
flow,4,16,0.0269,polar3,polar,10000,240000,0.8956,0.9129,0.9129,0.2594,0.2695,0.2644,0.5886
flow,4,16,0.0269,knn,knn,20000,480000,0.8410,0.8575,0.8603,0.1985,0.2454,0.2195,0.5385
flow,4,16,0.0269,altered_knn,altered_knn,20000,320000,0.8532,0.8739,0.8723,0.1198,0.1078,0.1135,0.4937
flow,4,16,0.0269,polar3,polar,20000,480000,0.8968,0.9146,0.9138,0.2610,0.2546,0.2578,0.5862
flow,4,16,0.0269,knn,knn,50000,1200000,0.8632,0.8803,0.8804,0.2334,0.2416,0.2374,0.5589
flow,4,16,0.0269,altered_knn,altered_knn,50000,800000,0.8608,0.8816,0.8811,0.1128,0.1115,0.1121,0.4969
flow,4,16,0.0269,polar3,polar,50000,1200000,0.8976,0.9157,0.9143,0.2610,0.2416,0.2510,0.5833
flow,4,16,0.0269,knn,knn,100000,2400000,0.8767,0.8945,0.8930,0.2567,0.2323,0.2439,0.5692
flow,4,16,0.0269,altered_knn,altered_knn,100000,1600000,0.8716,0.8943,0.8866,0.1256,0.0502,0.0717,0.4830
flow,4,16,0.0269,polar3,polar,100000,2400000,0.8977,0.9159,0.9144,0.2601,0.2398,0.2495,0.5827
flow,4,32,0.0319,knn,knn,2000,96000,0.7354,0.7488,0.7614,0.1628,0.3292,0.2178,0.4833
flow,4,32,0.0319,altered_knn,altered_knn,2000,64000,0.8086,0.8295,0.8329,0.1390,0.1755,0.1551,0.4923
flow,4,32,0.0319,polar3,polar,2000,96000,0.8863,0.9046,0.9077,0.2762,0.3307,0.3010,0.6028
flow,4,32,0.0319,knn,knn,5000,240000,0.7770,0.7912,0.8011,0.1987,0.3448,0.2521,0.5217
flow,4,32,0.0319,altered_knn,altered_knn,5000,160000,0.8273,0.8499,0.8473,0.1714,0.1411,0.1548,0.5023
flow,4,32,0.0319,polar3,polar,5000,240000,0.8877,0.9060,0.9084,0.2890,0.3339,0.3098,0.6079
flow,4,32,0.0319,knn,knn,10000,480000,0.8066,0.8225,0.8296,0.2135,0.3229,0.2570,0.5398
flow,4,32,0.0319,altered_knn,altered_knn,10000,320000,0.8401,0.8650,0.8567,0.2015,0.0831,0.1176,0.4913
flow,4,32,0.0319,polar3,polar,10000,480000,0.8905,0.9096,0.9109,0.2878,0.3135,0.3001,0.6048
flow,4,32,0.0319,knn,knn,20000,960000,0.8327,0.8498,0.8528,0.2593,0.3166,0.2851,0.5674
flow,4,32,0.0319,altered_knn,altered_knn,20000,640000,0.8476,0.8707,0.8688,0.1709,0.1489,0.1591,0.5149
flow,4,32,0.0319,polar3,polar,20000,960000,0.8916,0.9112,0.9115,0.2919,0.2978,0.2948,0.6030
flow,4,32,0.0319,knn,knn,50000,2400000,0.8545,0.8732,0.8738,0.2760,0.2868,0.2813,0.5773
flow,4,32,0.0319,altered_knn,altered_knn,50000,1600000,0.8533,0.8758,0.8748,0.1829,0.1708,0.1767,0.5263
flow,4,32,0.0319,polar3,polar,50000,2400000,0.8917,0.9116,0.9111,0.2982,0.2884,0.2932,0.6024
flow,4,32,0.0319,knn,knn,100000,4800000,0.8679,0.8880,0.8866,0.2867,0.2602,0.2728,0.5804
flow,4,32,0.0319,altered_knn,altered_knn,100000,3200000,0.8591,0.8815,0.8837,0.1553,0.1787,0.1662,0.5239
flow,4,32,0.0319,polar3,polar,100000,4800000,0.8916,0.9118,0.9110,0.2959,0.2806,0.2880,0.5999
flow,8,2,0.0205,knn,knn,2000,6000,0.8182,0.8349,0.8261,0.4500,0.0220,0.0419,0.4384
flow,8,2,0.0205,altered_knn,altered_knn,2000,4000,0.8597,0.8719,0.9053,0.0613,0.2780,0.1005,0.4862
flow,8,2,0.0205,polar3,polar,2000,6000,0.9653,0.9764,0.9722,0.7355,0.4341,0.5460,0.7612
flow,8,2,0.0205,knn,knn,5000,15000,0.8312,0.8479,0.8392,0.6522,0.0366,0.0693,0.4586
flow,8,2,0.0205,altered_knn,altered_knn,5000,10000,0.8797,0.8934,0.9151,0.0687,0.2244,0.1052,0.4993
flow,8,2,0.0205,polar3,polar,5000,15000,0.9660,0.9769,0.9728,0.7419,0.4488,0.5593,0.7681
flow,8,2,0.0205,knn,knn,10000,30000,0.8444,0.8610,0.8523,0.7778,0.0512,0.0961,0.4786
flow,8,2,0.0205,altered_knn,altered_knn,10000,20000,0.8961,0.9127,0.9209,0.0567,0.1049,0.0736,0.4931
flow,8,2,0.0205,polar3,polar,10000,30000,0.9659,0.9768,0.9727,0.7459,0.4439,0.5566,0.7667
flow,8,2,0.0205,knn,knn,20000,60000,0.8546,0.8712,0.8625,0.8333,0.0610,0.1136,0.4924
flow,8,2,0.0205,altered_knn,altered_knn,20000,40000,0.8963,0.9127,0.9245,0.0505,0.1122,0.0697,0.4912
flow,8,2,0.0205,polar3,polar,20000,60000,0.9660,0.9767,0.9727,0.7500,0.4537,0.5653,0.7710
flow,8,2,0.0205,knn,knn,50000,150000,0.8663,0.8830,0.8744,0.8750,0.0683,0.1267,0.5048
flow,8,2,0.0205,altered_knn,altered_knn,50000,100000,0.8443,0.8529,0.9089,0.0635,0.4366,0.1108,0.4818
flow,8,2,0.0205,polar3,polar,50000,150000,0.9660,0.9768,0.9727,0.7470,0.4537,0.5645,0.7706
flow,8,2,0.0205,knn,knn,100000,300000,0.8741,0.8908,0.8823,0.7750,0.0756,0.1378,0.5143
flow,8,2,0.0205,altered_knn,altered_knn,100000,200000,0.9074,0.9232,0.9354,0.0674,0.1512,0.0932,0.5082
flow,8,2,0.0205,polar3,polar,100000,300000,0.9661,0.9768,0.9728,0.7391,0.4561,0.5641,0.7704
flow,8,4,0.0186,knn,knn,2000,12000,0.6864,0.6969,0.6945,0.3657,0.1314,0.1933,0.4451
flow,8,4,0.0186,altered_knn,altered_knn,2000,8000,0.8362,0.8511,0.8528,0.0465,0.0536,0.0498,0.4504
flow,8,4,0.0186,polar3,polar,2000,12000,0.9419,0.9509,0.9485,0.6567,0.4718,0.5491,0.7500
flow,8,4,0.0186,knn,knn,5000,30000,0.7032,0.7144,0.7115,0.3707,0.1153,0.1759,0.4451
flow,8,4,0.0186,altered_knn,altered_knn,5000,20000,0.8464,0.8615,0.8624,0.0506,0.0536,0.0521,0.4568
flow,8,4,0.0186,polar3,polar,5000,30000,0.9465,0.9556,0.9527,0.6944,0.4692,0.5600,0.7578
flow,8,4,0.0186,knn,knn,10000,60000,0.7260,0.7376,0.7340,0.4095,0.1153,0.1799,0.4587
flow,8,4,0.0186,altered_knn,altered_knn,10000,40000,0.8535,0.8687,0.8687,0.0582,0.0563,0.0572,0.4629
flow,8,4,0.0186,polar3,polar,10000,60000,0.9471,0.9564,0.9534,0.6967,0.4558,0.5511,0.7537
flow,8,4,0.0186,knn,knn,20000,120000,0.7419,0.7538,0.7499,0.4095,0.1153,0.1799,0.4669
flow,8,4,0.0186,altered_knn,altered_knn,20000,80000,0.8546,0.8692,0.8759,0.0505,0.0885,0.0643,0.4667
flow,8,4,0.0186,polar3,polar,20000,120000,0.9477,0.9569,0.9541,0.6865,0.4638,0.5536,0.7552
flow,8,4,0.0186,knn,knn,50000,300000,0.7607,0.7725,0.7686,0.4952,0.1394,0.2176,0.4950
flow,8,4,0.0186,altered_knn,altered_knn,50000,200000,0.8659,0.8811,0.8861,0.0433,0.0670,0.0526,0.4669
flow,8,4,0.0186,polar3,polar,50000,300000,0.9486,0.9579,0.9549,0.6880,0.4611,0.5522,0.7550
flow,8,4,0.0186,knn,knn,100000,600000,0.7724,0.7840,0.7807,0.4803,0.1635,0.2440,0.5140
flow,8,4,0.0186,altered_knn,altered_knn,100000,400000,0.8812,0.8976,0.8912,0.0741,0.0161,0.0264,0.4620
flow,8,4,0.0186,polar3,polar,100000,600000,0.9480,0.9572,0.9544,0.6758,0.4638,0.5501,0.7536
flow,8,8,0.0261,knn,knn,2000,24000,0.5963,0.6086,0.6097,0.1390,0.1379,0.1385,0.3735
flow,8,8,0.0261,altered_knn,altered_knn,2000,16000,0.7840,0.8029,0.8045,0.0724,0.0824,0.0771,0.4400
flow,8,8,0.0261,polar3,polar,2000,24000,0.9167,0.9327,0.9281,0.5045,0.3218,0.3930,0.6628
flow,8,8,0.0261,knn,knn,5000,60000,0.6200,0.6322,0.6319,0.1822,0.1648,0.1730,0.4026
flow,8,8,0.0261,altered_knn,altered_knn,5000,40000,0.7908,0.8080,0.8165,0.0855,0.1513,0.1093,0.4586
flow,8,8,0.0261,polar3,polar,5000,60000,0.9207,0.9371,0.9313,0.5575,0.3065,0.3956,0.6663
flow,8,8,0.0261,knn,knn,10000,120000,0.6428,0.6553,0.6545,0.2076,0.1782,0.1918,0.4235
flow,8,8,0.0261,altered_knn,altered_knn,10000,80000,0.7974,0.8154,0.8200,0.0886,0.1245,0.1035,0.4595
flow,8,8,0.0261,polar3,polar,10000,120000,0.9202,0.9367,0.9308,0.5714,0.3065,0.3990,0.6679
flow,8,8,0.0261,knn,knn,20000,240000,0.6561,0.6688,0.6673,0.2423,0.1820,0.2079,0.4383
flow,8,8,0.0261,altered_knn,altered_knn,20000,160000,0.7995,0.8153,0.8297,0.0928,0.2126,0.1292,0.4722
flow,8,8,0.0261,polar3,polar,20000,240000,0.9203,0.9369,0.9307,0.5852,0.3027,0.3990,0.6679
flow,8,8,0.0261,knn,knn,50000,600000,0.6931,0.7067,0.7041,0.2832,0.1877,0.2258,0.4663
flow,8,8,0.0261,altered_knn,altered_knn,50000,400000,0.8059,0.8219,0.8404,0.0802,0.2107,0.1162,0.4691
flow,8,8,0.0261,polar3,polar,50000,600000,0.9201,0.9363,0.9303,0.5935,0.3161,0.4125,0.6744
flow,8,8,0.0261,knn,knn,100000,1200000,0.7075,0.7217,0.7186,0.2956,0.1801,0.2238,0.4727
flow,8,8,0.0261,altered_knn,altered_knn,100000,800000,0.8304,0.8495,0.8495,0.1202,0.1207,0.1205,0.4850
flow,8,8,0.0261,polar3,polar,100000,1200000,0.9204,0.9364,0.9305,0.5936,0.3218,0.4174,0.6769
flow,8,16,0.0299,knn,knn,2000,48000,0.5243,0.5342,0.5421,0.1034,0.2037,0.1372,0.3357
flow,8,16,0.0299,altered_knn,altered_knn,2000,32000,0.7314,0.7465,0.7674,0.0863,0.2404,0.1270,0.4367
flow,8,16,0.0299,polar3,polar,2000,48000,0.9020,0.9202,0.9140,0.5549,0.3122,0.3996,0.6599
flow,8,16,0.0299,knn,knn,5000,120000,0.5529,0.5638,0.5705,0.1134,0.2003,0.1448,0.3543
flow,8,16,0.0299,altered_knn,altered_knn,5000,80000,0.7580,0.7793,0.7777,0.0762,0.0684,0.0721,0.4257
flow,8,16,0.0299,polar3,polar,5000,120000,0.9071,0.9255,0.9187,0.5862,0.3122,0.4074,0.6664
flow,8,16,0.0299,knn,knn,10000,240000,0.5845,0.5961,0.6015,0.1337,0.2087,0.1630,0.3795
flow,8,16,0.0299,altered_knn,altered_knn,10000,160000,0.7254,0.7365,0.7847,0.0733,0.3656,0.1221,0.4293
flow,8,16,0.0299,polar3,polar,10000,240000,0.9101,0.9288,0.9216,0.5928,0.3038,0.4018,0.6653
flow,8,16,0.0299,knn,knn,20000,480000,0.6112,0.6235,0.6267,0.1624,0.2137,0.1846,0.4040
flow,8,16,0.0299,altered_knn,altered_knn,20000,320000,0.7664,0.7844,0.8000,0.0806,0.1836,0.1120,0.4482
flow,8,16,0.0299,polar3,polar,20000,480000,0.9112,0.9298,0.9227,0.5981,0.3105,0.4088,0.6693
flow,8,16,0.0299,knn,knn,50000,1200000,0.6398,0.6527,0.6549,0.1844,0.2204,0.2008,0.4268
flow,8,16,0.0299,altered_knn,altered_knn,50000,800000,0.7976,0.8215,0.8120,0.1019,0.0267,0.0423,0.4319
flow,8,16,0.0299,polar3,polar,50000,1200000,0.9118,0.9308,0.9235,0.5953,0.2972,0.3964,0.6636
flow,8,16,0.0299,knn,knn,100000,2400000,0.6649,0.6784,0.6794,0.2146,0.2304,0.2222,0.4503
flow,8,16,0.0299,altered_knn,altered_knn,100000,1600000,0.7977,0.8182,0.8235,0.0961,0.1369,0.1129,0.4656
flow,8,16,0.0299,polar3,polar,100000,2400000,0.9118,0.9309,0.9235,0.5872,0.2922,0.3902,0.6606
flow,8,32,0.0249,knn,knn,2000,96000,0.4865,0.4913,0.5110,0.0726,0.2986,0.1169,0.3041
flow,8,32,0.0249,altered_knn,altered_knn,2000,64000,0.7138,0.7268,0.7456,0.0684,0.2044,0.1025,0.4146
flow,8,32,0.0249,polar3,polar,2000,96000,0.8925,0.9072,0.9049,0.3798,0.3166,0.3454,0.6263
flow,8,32,0.0249,knn,knn,5000,240000,0.5232,0.5293,0.5466,0.0804,0.2846,0.1254,0.3273
flow,8,32,0.0249,altered_knn,altered_knn,5000,160000,0.7335,0.7480,0.7596,0.0769,0.1703,0.1060,0.4270
flow,8,32,0.0249,polar3,polar,5000,240000,0.8966,0.9112,0.9087,0.3990,0.3287,0.3604,0.6358
flow,8,32,0.0249,knn,knn,10000,480000,0.5536,0.5603,0.5753,0.0931,0.2906,0.1411,0.3507
flow,8,32,0.0249,altered_knn,altered_knn,10000,320000,0.7541,0.7716,0.7700,0.0820,0.0701,0.0756,0.4236
flow,8,32,0.0249,polar3,polar,10000,480000,0.8973,0.9121,0.9091,0.4103,0.3206,0.3600,0.6360
