process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,800,analytic,analytic,0,0,nan,0.9834,0.9924,0.9899,0.5638,0.3668,0.4444,0.7184
flow,2,2,150,0.0144,800,knn,knn,125,374,1.0000,0.9104,0.9196,0.9202,0.2562,0.2837,0.2693,0.5944
flow,2,2,150,0.0144,800,altered_knn,altered_knn,125,250,1.0000,0.9074,0.9150,0.9501,0.0652,0.3945,0.1119,0.5135
flow,2,2,150,0.0144,800,kernel,kernel,125,374,1.0000,0.9379,0.9467,0.9448,0.4689,0.3391,0.3936,0.6702
flow,2,2,150,0.0144,800,linear,linear,125,374,1.0000,0.7446,0.7513,0.8438,0.0174,0.2872,0.0328,0.3920
flow,2,2,150,0.0144,800,quadratic,quadratic,125,374,1.0000,0.9834,0.9928,0.9902,0.5266,0.3426,0.4151,0.7039
flow,2,2,150,0.0144,800,polar2,polar,125,374,1.0000,0.9813,0.9909,0.9889,0.4502,0.3287,0.3800,0.6854
flow,2,2,150,0.0144,800,polar3,polar,125,374,1.0000,0.9820,0.9922,0.9891,0.4970,0.2837,0.3612,0.6767
flow,2,2,150,0.0144,800,polar8,polar,125,374,1.0000,0.9819,0.9920,0.9891,0.4913,0.2941,0.3680,0.6800
flow,2,2,150,0.0144,800,mlp,mlp,125,374,1.0000,0.9823,0.9922,0.9892,0.5235,0.3080,0.3878,0.6900
flow,2,2,150,0.0144,800,knn,knn,250,750,0.9960,0.9481,0.9581,0.9608,0.1950,0.2699,0.2264,0.5923
flow,2,2,150,0.0144,800,altered_knn,altered_knn,250,500,0.9960,0.9404,0.9508,0.9613,0.0918,0.2284,0.1310,0.5409
flow,2,2,150,0.0144,800,kernel,kernel,250,750,0.9960,0.9587,0.9683,0.9664,0.4151,0.3045,0.3513,0.6598
flow,2,2,150,0.0144,800,linear,linear,250,750,0.9960,0.6793,0.6811,0.8065,0.0248,0.5536,0.0475,0.3643
flow,2,2,150,0.0144,800,quadratic,quadratic,250,750,0.9960,0.9820,0.9916,0.9887,0.5497,0.3253,0.4087,0.7002
flow,2,2,150,0.0144,800,polar2,polar,250,750,0.9960,0.9834,0.9925,0.9900,0.5638,0.3668,0.4444,0.7185
flow,2,2,150,0.0144,800,polar3,polar,250,750,0.9960,0.9828,0.9922,0.9897,0.5263,0.3460,0.4175,0.7049
flow,2,2,150,0.0144,800,polar8,polar,250,750,0.9960,0.9830,0.9924,0.9897,0.5410,0.3426,0.4195,0.7059
flow,2,2,150,0.0144,800,mlp,mlp,250,750,0.9960,0.9833,0.9927,0.9898,0.5756,0.3426,0.4295,0.7111
