process,d,K,T_train,hall_gt,T,n_anchors,roundtrip_acc,model,arch,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,500,1500,0.9940,analytic,analytic,0.9834,0.9924,0.9899,0.5608,0.3668,0.4435,0.7180
flow,2,2,150,0.0144,500,1500,0.9940,knn,knn,0.9596,0.9673,0.9720,0.2642,0.4360,0.3290,0.6482
flow,2,2,150,0.0144,500,1500,0.9940,altered_knn,altered_knn,0.9365,0.9471,0.9580,0.0838,0.2145,0.1205,0.5338
flow,2,2,150,0.0144,500,1500,0.9940,kernel,kernel,0.9663,0.9750,0.9741,0.4308,0.3772,0.4022,0.6886
flow,2,2,150,0.0144,500,1500,0.9940,linear,linear,0.6904,0.6922,0.8148,0.0265,0.5709,0.0506,0.3714
flow,2,2,150,0.0144,500,1500,0.9940,quadratic,quadratic,0.9805,0.9898,0.9877,0.4831,0.3460,0.4032,0.6965
flow,2,2,150,0.0144,500,1500,0.9940,polar2,polar,0.9831,0.9915,0.9897,0.5413,0.4083,0.4655,0.7285
flow,2,2,150,0.0144,500,1500,0.9940,polar3,polar,0.9825,0.9914,0.9896,0.5000,0.3806,0.4322,0.7118
flow,2,2,150,0.0144,500,1500,0.9940,polar8,polar,0.9825,0.9917,0.9895,0.5126,0.3529,0.4180,0.7049
flow,2,2,150,0.0144,500,1500,0.9940,mlp,mlp,0.9833,0.9921,0.9897,0.5663,0.3841,0.4577,0.7249
flow,2,4,150,0.0151,500,3000,0.9210,analytic,analytic,0.9725,0.9829,0.9805,0.4406,0.2947,0.3532,0.6681
flow,2,4,150,0.0151,500,3000,0.9210,knn,knn,0.9283,0.9374,0.9469,0.1457,0.3377,0.2036,0.5705
flow,2,4,150,0.0151,500,3000,0.9210,altered_knn,altered_knn,0.9222,0.9360,0.9315,0.0762,0.0265,0.0393,0.4876
flow,2,4,150,0.0151,500,3000,0.9210,kernel,kernel,0.9338,0.9429,0.9522,0.1483,0.3377,0.2061,0.5745
flow,2,4,150,0.0151,500,3000,0.9210,linear,linear,0.1792,0.1705,0.2531,0.0137,0.7483,0.0268,0.0986
flow,2,4,150,0.0151,500,3000,0.9210,quadratic,quadratic,0.9487,0.9580,0.9609,0.2446,0.3377,0.2837,0.6209
flow,2,4,150,0.0151,500,3000,0.9210,polar2,polar,0.9413,0.9508,0.9604,0.1414,0.3278,0.1976,0.5742
flow,2,4,150,0.0151,500,3000,0.9210,polar3,polar,0.9570,0.9662,0.9714,0.2118,0.3576,0.2660,0.6161
flow,2,4,150,0.0151,500,3000,0.9210,polar8,polar,0.9633,0.9721,0.9758,0.2639,0.3940,0.3161,0.6441
flow,2,4,150,0.0151,500,3000,0.9210,mlp,mlp,0.9706,0.9809,0.9791,0.4017,0.3046,0.3465,0.6637
flow,2,8,150,0.0299,500,6000,0.8895,analytic,analytic,0.8955,0.9167,0.9082,0.5165,0.2090,0.2976,0.6072
flow,2,8,150,0.0299,500,6000,0.8895,knn,knn,0.8607,0.8772,0.8878,0.1818,0.3244,0.2330,0.5551
flow,2,8,150,0.0299,500,6000,0.8895,altered_knn,altered_knn,0.8636,0.8890,0.8766,0.3582,0.0401,0.0722,0.4806
flow,2,8,150,0.0299,500,6000,0.8895,kernel,kernel,0.0299,0.0000,0.0000,0.0299,1.0000,0.0581,0.0290
