process,d,K,T_train,hall_gt,T,model,arch,n_per_mode,n_anchors,roundtrip_acc,full_acc,mode_acc,mode_f1,hall_prec,hall_rec,hall_f1,balanced
flow,2,2,150,0.0144,600,analytic,analytic,0,0,nan,0.9833,0.9924,0.9898,0.5585,0.3633,0.4403,0.7163
flow,2,2,150,0.0144,600,knn,knn,125,374,1.0000,0.9105,0.9196,0.9204,0.2585,0.2907,0.2736,0.5966
flow,2,2,150,0.0144,600,altered_knn,altered_knn,125,250,1.0000,0.9075,0.9150,0.9502,0.0658,0.3979,0.1129,0.5139
flow,2,2,150,0.0144,600,kernel,kernel,125,374,1.0000,0.9380,0.9467,0.9449,0.4670,0.3426,0.3952,0.6710
flow,2,2,150,0.0144,600,linear,linear,125,374,1.0000,0.7449,0.7516,0.8440,0.0174,0.2872,0.0328,0.3922
flow,2,2,150,0.0144,600,quadratic,quadratic,125,374,1.0000,0.9832,0.9926,0.9902,0.5181,0.3460,0.4149,0.7038
flow,2,2,150,0.0144,600,polar2,polar,125,374,1.0000,0.9814,0.9909,0.9890,0.4550,0.3322,0.3840,0.6875
flow,2,2,150,0.0144,600,polar3,polar,125,374,1.0000,0.9820,0.9922,0.9891,0.4940,0.2872,0.3632,0.6777
flow,2,2,150,0.0144,600,polar8,polar,125,374,1.0000,0.9818,0.9918,0.9890,0.4831,0.2976,0.3683,0.6801
flow,2,2,150,0.0144,600,mlp,mlp,125,374,1.0000,0.9821,0.9921,0.9891,0.5176,0.3045,0.3834,0.6878
flow,2,2,150,0.0144,600,knn,knn,250,750,0.9960,0.9480,0.9580,0.9608,0.1921,0.2699,0.2245,0.5912
flow,2,2,150,0.0144,600,altered_knn,altered_knn,250,500,0.9960,0.9381,0.9484,0.9608,0.0875,0.2422,0.1286,0.5385
flow,2,2,150,0.0144,600,kernel,kernel,250,750,0.9960,0.9587,0.9683,0.9665,0.4159,0.3080,0.3539,0.6611
flow,2,2,150,0.0144,600,linear,linear,250,750,0.9960,0.6797,0.6816,0.8068,0.0249,0.5536,0.0476,0.3646
flow,2,2,150,0.0144,600,quadratic,quadratic,250,750,0.9960,0.9818,0.9915,0.9886,0.5402,0.3253,0.4060,0.6988
flow,2,2,150,0.0144,600,polar2,polar,250,750,0.9960,0.9834,0.9924,0.9899,0.5602,0.3702,0.4458,0.7191
flow,2,2,150,0.0144,600,polar3,polar,250,750,0.9960,0.9829,0.9922,0.9897,0.5312,0.3529,0.4241,0.7082
flow,2,2,150,0.0144,600,polar8,polar,250,750,0.9960,0.9829,0.9922,0.9897,0.5372,0.3495,0.4235,0.7079
flow,2,2,150,0.0144,600,mlp,mlp,250,750,0.9960,0.9834,0.9927,0.9898,0.5848,0.3460,0.4348,0.7138
flow,2,2,150,0.0144,600,knn,knn,500,1500,0.9960,0.9596,0.9674,0.9720,0.2594,0.4291,0.3233,0.6454
flow,2,2,150,0.0144,600,altered_knn,altered_knn,500,1000,0.9960,0.9169,0.9247,0.9509,0.0804,0.3841,0.1330,0.5289
flow,2,2,150,0.0144,600,kernel,kernel,500,1500,0.9960,0.9664,0.9751,0.9742,0.4320,0.3737,0.4007,0.6879
flow,2,2,150,0.0144,600,linear,linear,500,1500,0.9960,0.6898,0.6915,0.8143,0.0264,0.5709,0.0505,0.3710
flow,2,2,150,0.0144,600,quadratic,quadratic,500,1500,0.9960,0.9805,0.9899,0.9878,0.4853,0.3426,0.4016,0.6958
flow,2,2,150,0.0144,600,polar2,polar,500,1500,0.9960,0.9831,0.9917,0.9898,0.5446,0.4014,0.4622,0.7269
flow,2,2,150,0.0144,600,polar3,polar,500,1500,0.9960,0.9826,0.9915,0.9897,0.5023,0.3772,0.4308,0.7112
flow,2,2,150,0.0144,600,polar8,polar,500,1500,0.9960,0.9826,0.9919,0.9895,0.5153,0.3495,0.4165,0.7042
flow,2,2,150,0.0144,600,mlp,mlp,500,1500,0.9960,0.9834,0.9922,0.9898,0.5722,0.3841,0.4596,0.7259
flow,2,2,150,0.0144,600,knn,knn,1000,3000,0.9957,0.9677,0.9748,0.9804,0.2724,0.4844,0.3487,0.6617
flow,2,2,150,0.0144,600,altered_knn,altered_knn,1000,2000,0.9957,0.9299,0.9370,0.9627,0.0962,0.4464,0.1583,0.5477
flow,2,2,150,0.0144,600,kernel,kernel,1000,3000,0.9957,0.9733,0.9809,0.9816,0.4196,0.4602,0.4389,0.7099
flow,2,2,150,0.0144,600,linear,linear,1000,3000,0.9957,0.6687,0.6703,0.7993,0.0243,0.5606,0.0466,0.3585
flow,2,2,150,0.0144,600,quadratic,quadratic,1000,3000,0.9957,0.9803,0.9895,0.9879,0.4533,0.3529,0.3969,0.6932
flow,2,2,150,0.0144,600,polar2,polar,1000,3000,0.9957,0.9836,0.9916,0.9901,0.5570,0.4394,0.4913,0.7415
flow,2,2,150,0.0144,600,polar3,polar,1000,3000,0.9957,0.9833,0.9918,0.9901,0.5339,0.4083,0.4627,0.7273
flow,2,2,150,0.0144,600,polar8,polar,1000,3000,0.9957,0.9831,0.9919,0.9899,0.5362,0.3841,0.4476,0.7198
flow,2,2,150,0.0144,600,mlp,mlp,1000,3000,0.9957,0.9833,0.9922,0.9898,0.5625,0.3737,0.4491,0.7207
flow,2,4,150,0.0151,600,analytic,analytic,0,0,nan,0.9721,0.9826,0.9802,0.4251,0.2914,0.3458,0.6642
flow,2,4,150,0.0151,600,knn,knn,125,748,0.9465,0.8610,0.8707,0.8730,0.2035,0.2285,0.2153,0.5430
